Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Oil tanker,615,72,1513.0,2374.6,2004.2,2005.6,2006.0,2006.1,258.6,686.8,395.7,397.3,38.0,74.8,147.0,143.3,29.0,120.0,380.0,404.7,957.2,71922.0,73302.9,4077951.3,6173525.1,6599449.8,6630.8,19468.8,24721.1
Ferry-RoPax,355,10,1052.5,408.9,1993.1,1991.1,1989.8,1989.2,211.8,239.5,291.6,294.6,24.0,28.2,51.4,51.6,24.0,22.6,77.1,71.7,503.4,37975.9,38705.0,2540389.1,6282181.3,7708276.8,7156.0,15275.3,13912.6
General cargo,290,110,476.5,587.3,1989.4,1989.7,1992.4,1992.4,461.8,555.3,591.2,589.2,72.0,108.2,169.8,161.0,58.0,95.9,266.8,273.1,123.6,9298.9,9477.4,1572357.6,4531548.7,6457498.6,5421.9,18500.4,25820.9
Ro-Ro,129,7,234.6,160.6,1998.4,2001.4,1999.8,1999.9,211.5,225.0,235.2,235.4,27.0,28.6,56.4,56.3,21.0,18.7,31.4,31.5,80.8,6191.8,6310.7,312561.4,1743870.2,968063.9,2423.0,5833.8,7563.6
Chemical tanker,69,27,156.0,223.8,2011.1,2010.0,2012.3,2012.2,513.2,473.3,485.4,485.7,68.0,69.8,72.8,72.8,22.0,27.4,58.1,62.7,81.9,6153.4,6271.6,379646.1,1156766.6,1471917.6,5502.1,18687.5,24026.1
Bulk carrier,36,10,50.9,64.5,1981.4,1981.4,1981.9,1981.9,491.0,439.8,540.3,538.9,88.0,94.0,215.4,214.4,29.0,41.4,156.3,155.0,27.0,2028.8,2067.7,136336.4,309239.3,372536.3,3787.1,11419.3,14253.1
Service - tug,23,17,48.3,42.4,2006.3,2004.4,2007.5,2006.9,285.3,1937.8,2076.5,1959.6,81.0,953.0,3872.6,3740.7,18.0,85.5,155.3,161.2,40.2,3016.5,3074.4,1083420.2,2561962.6,3430329.4,47105.2,121634.1,164226.7
Service - other,3,3,17.5,5.3,1984.7,1984.7,1985.3,1984.7,2637.4,4091.0,4146.6,3793.6,2966.0,3827.7,4693.5,4559.9,442.0,823.0,663.5,501.2,29.8,2237.0,2280.0,36769.8,75443.6,81295.1,12256.6,27273.0,30795.1
Miscellaneous - fishing,3,2,7.7,3.6,1986.7,1987.0,1986.7,1986.9,1227.7,2465.0,1516.7,1620.5,800.0,846.0,831.5,839.1,3474.0,2750.2,2676.1,2761.0,17.6,1321.1,1346.4,25481.5,56522.8,64260.7,8493.8,19989.8,23696.7
Refrigerated bulk,2,1,6.5,6.5,1995.0,1995.0,1995.0,1995.0,886.1,886.1,886.1,886.1,286.0,286.0,432.4,432.4,76.5,76.5,121.7,121.7,9.6,719.0,732.8,19341.4,42261.9,47604.1,9670.7,20608.2,22250.6
Ferry-pax only,1,1,0.0,0.0,1988.0,1988.0,1988.0,1988.0,107.1,107.1,107.1,107.1,44.0,44.0,44.0,44.0,7.0,7.0,7.0,7.0,0.1,5.9,6.0,370.1,753.7,949.4,370.1,860.6,1134.6
