Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
New Caledonia,50,18,3552.4,4409.1,2009.2,2008.1,2009.1,2009.5,2511.2,2623.2,2553.0,2535.2,157.0,163.0,163.5,163.0,11.0,13.2,13.2,12.7,569.4,44104.1,44950.9,3313792.8,12308920.3,13524067.0,66275.9,250442.8,293382.9
New Zealand,45,26,3557.9,1761.7,2000.3,2001.8,2003.0,2002.9,2242.2,2376.3,2230.0,2237.9,159.0,171.4,142.1,158.8,27.0,33.9,23.9,38.2,560.1,43310.5,44142.0,2865704.4,9992064.9,11305260.9,63682.3,208641.2,225866.8
American Samoa,45,12,888.7,799.3,2008.0,2004.8,2007.3,2010.5,1308.6,1224.9,1255.6,1292.7,96.0,88.8,88.1,97.1,11.0,11.5,12.6,15.7,207.0,15983.3,16290.2,771277.9,3183589.9,3908888.5,17139.5,78653.9,97144.6
United States of America,36,20,5698.7,4777.4,2005.4,2003.0,2007.2,2008.6,3660.4,3461.7,3291.6,3675.2,252.5,260.9,227.9,258.3,17.5,191.1,17.9,19.0,892.9,68948.5,70272.3,4039278.2,12669366.8,14574108.1,112202.2,369793.9,427604.3
Cook Islands,24,12,274.8,57.5,1999.9,1999.8,1998.0,2000.4,626.9,2262.2,610.5,713.0,50.0,320.1,203.6,532.4,8.0,331.2,11.5,18.4,92.8,7122.0,7258.7,389681.0,1259862.6,1585500.8,16236.7,52851.1,65328.5
"Korea, Republic of",15,8,1571.9,1892.1,2004.7,2003.6,2007.1,2007.9,6074.1,7935.3,6274.5,6346.1,491.0,885.4,499.9,497.0,40.0,98.3,62.2,63.4,215.0,16549.5,16867.2,738672.9,2937769.9,3900227.8,49244.9,276140.8,360834.1
Russian Federation,6,3,612.0,621.7,2006.0,2006.0,2006.1,2006.0,5700.6,5741.1,5739.5,5740.9,444.5,443.8,444.0,443.7,22.0,26.8,26.9,26.8,72.1,5555.6,5662.2,234906.4,857714.1,1266421.1,39151.1,234249.6,319890.7
China,5,4,271.4,295.8,2002.8,2004.2,2004.4,2002.7,6335.3,7282.6,6706.9,6365.0,771.0,730.9,652.7,580.7,234.0,170.5,86.3,86.6,87.9,6675.4,6803.6,500878.4,1326761.6,1457237.1,100175.7,267383.0,302285.9
Fiji,5,4,289.8,224.1,2006.4,2004.8,2006.3,2011.3,1960.1,2515.3,1904.3,1966.6,149.0,303.4,142.0,178.6,42.0,61.1,22.8,36.9,32.7,2519.9,2568.3,215511.4,772119.8,832357.5,43102.3,163262.0,182884.5
Tonga,4,4,136.0,79.7,2006.2,2006.2,2010.4,2004.4,1490.0,1480.6,1468.5,1487.4,108.5,112.2,112.6,113.3,15.0,28.8,23.9,34.3,19.7,1524.7,1553.9,81303.4,333217.9,432730.8,20325.8,89328.9,109827.5
Japan,4,4,142.8,146.6,1999.0,1999.0,2005.3,2005.1,5630.5,7289.4,5942.8,5943.5,643.5,891.2,607.3,615.7,32.0,248.8,96.9,98.3,37.5,2847.4,2902.1,229215.4,546252.5,656261.5,57303.8,162577.1,195617.0
Australia,4,4,138.2,140.7,2002.0,2002.0,2007.9,2008.4,4015.8,4136.8,3863.2,4083.5,457.5,481.2,461.1,527.5,77.0,626.8,148.8,151.0,34.6,2654.0,2705.0,103595.4,332300.2,475767.4,25898.9,120867.0,161334.1
Marshall Islands,3,3,69.7,85.1,2010.0,2010.0,2009.6,2010.0,3359.7,3797.4,3800.8,3761.8,538.0,559.0,559.4,557.5,66.0,65.3,65.3,65.4,17.6,1330.9,1356.4,145786.4,358364.4,454295.0,48595.5,138104.8,172092.3
Pitcairn,3,3,80.4,8.5,1998.3,1998.3,1997.2,1997.5,1239.7,1229.0,1169.2,1185.4,85.0,86.3,73.8,77.8,53.0,38.3,19.3,25.2,24.1,1839.4,1874.7,24372.6,185694.5,276603.4,8124.2,53812.0,72712.6
Ecuador,3,3,137.3,109.2,1987.0,1987.0,1994.7,1994.2,6915.0,8044.1,6848.5,6514.8,1052.0,1006.7,1033.9,969.5,251.0,206.3,108.2,131.2,38.8,2975.3,3032.4,661626.1,1384828.2,1513941.4,220542.0,492840.9,558451.5
"Taiwan, Province of China",3,1,106.3,122.5,1992.0,1992.0,1992.0,1992.0,9636.8,9636.8,10332.1,10332.1,1299.0,1299.0,1254.3,1254.3,75.0,75.0,78.2,78.2,65.0,4930.3,5024.9,363407.4,794062.9,894437.1,121135.8,258139.1,278712.6
Mexico,3,3,227.6,104.7,1999.7,1999.7,1994.3,2004.5,3515.5,3361.1,3149.7,3499.5,270.0,239.3,215.0,262.8,51.0,41.0,47.6,38.3,59.2,4576.4,4664.3,69216.2,413000.8,568807.4,23072.1,148706.3,188976.5
Kiribati,2,2,90.0,92.2,2005.5,2005.5,2005.5,2005.5,2558.6,2558.6,2557.1,2558.2,188.0,188.0,188.0,188.0,21.0,21.0,21.0,21.0,11.9,918.2,935.8,34852.5,127257.1,187896.1,17426.3,104265.2,142384.4
Chile,2,2,45.5,6.6,2006.5,2006.5,2007.4,2007.0,3433.4,3433.4,3045.9,3128.7,354.0,354.0,330.0,341.0,347.0,347.0,276.0,308.6,32.8,2471.7,2519.2,21255.2,145868.8,248817.7,10627.6,66941.9,104149.5
Vanuatu,1,1,78.7,131.3,2013.0,2013.0,2013.0,2013.0,2626.1,2626.1,2626.1,2626.1,184.0,184.0,184.0,184.0,11.0,11.0,11.0,11.0,8.5,660.1,672.8,25324.7,185460.3,213832.2,25324.7,218691.0,268836.0
Indonesia,1,1,8.9,5.0,1994.0,1994.0,1994.0,1994.0,4309.9,4309.9,4309.9,4309.9,601.0,601.0,601.0,601.0,323.0,323.0,323.0,323.0,5.5,410.8,418.7,34646.9,71087.7,76601.3,34646.9,77095.1,87051.3
Martinique,1,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,74.8,74.8,74.8,74.8,1399.0,1399.0,1399.0,1399.0,93.0,93.0,93.0,93.0,6.6,493.2,502.7,241.7,523.0,695.4,241.7,539.7,769.1
Norway,1,1,17.7,5.7,2014.0,2014.0,2014.0,2014.0,834.7,834.7,834.7,834.7,687.0,687.0,687.0,687.0,50.0,50.0,50.0,50.0,1.4,103.5,105.5,39992.0,82054.9,88419.1,39992.0,88989.0,100481.2
Afghanistan,1,1,11.0,11.3,1996.0,1996.0,1996.0,1996.0,10976.7,10976.7,10976.7,10976.7,1456.0,1456.0,1456.0,1456.0,1031.0,1031.0,1031.0,1031.0,5.3,395.6,403.2,79121.3,162339.6,174930.7,79121.3,176058.3,198794.7
Papua New Guinea,1,1,19.0,22.3,2007.0,2007.0,2007.0,2007.0,3607.9,3607.9,3607.9,3607.9,298.0,298.0,298.0,298.0,84.0,84.0,84.0,84.0,5.5,421.4,429.5,38320.0,112407.1,155016.8,38320.0,153519.4,193570.6
Singapore,1,1,197.2,328.8,2013.0,2013.0,2013.0,2013.0,6577.1,6577.1,6577.1,6577.1,456.0,456.0,456.0,456.0,81.0,81.0,81.0,81.0,24.7,1916.3,1953.1,63425.4,464483.2,535540.3,63425.4,547709.2,673296.5
