Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,109,30,7607.0,9471.2,2007.8,2008.4,2008.5,2008.3,2508.6,2942.7,2829.1,2818.0,158.0,197.4,209.2,209.0,13.0,16.4,17.1,17.2,1125.2,86998.0,88668.3,8575188.6,26095169.8,28929198.5,78671.5,250564.2,290981.8
General cargo,51,20,2536.8,2671.1,2005.4,2006.1,2006.2,2006.3,3359.7,3729.2,4296.0,4220.7,270.0,339.6,418.5,419.5,20.0,148.0,44.2,43.2,388.5,29937.5,30512.3,1297572.0,4472823.6,6502069.4,25442.6,137727.5,185278.8
Cruise,44,29,4332.5,437.8,1998.8,1999.8,2001.1,1999.4,1638.8,1639.7,1907.3,1847.3,109.5,106.6,134.8,133.2,9.0,27.8,16.4,18.6,988.4,76361.0,77827.1,1410413.4,8286723.7,9938593.3,32054.9,163585.0,181106.4
Chemical tanker,13,2,1260.2,2098.1,2013.0,2013.0,2013.0,2013.0,2553.5,2240.6,3227.1,3226.4,185.0,173.2,314.6,314.5,17.0,21.8,45.0,45.0,156.1,12094.0,12326.2,404688.6,2963657.9,3417040.7,31129.9,268821.9,330461.6
Vehicle,11,10,1719.3,839.6,2005.8,2006.4,2006.0,2005.1,2228.0,2229.5,2229.5,2229.7,137.0,143.2,144.5,145.9,21.0,21.8,21.1,20.4,122.0,9452.8,9634.3,850157.2,3748281.8,4340892.4,77287.0,293767.9,316158.7
Refrigerated bulk,10,6,269.4,308.2,1995.3,1995.2,1995.0,1994.9,6555.4,6470.8,7052.1,7041.0,800.0,760.0,891.5,891.1,187.0,218.7,180.9,181.2,162.8,12340.0,12576.9,914184.9,1997538.3,2250039.0,91418.5,194811.8,210338.2
Miscellaneous - fishing,8,8,58.3,50.7,1986.1,1986.1,1987.1,1988.1,5567.4,9503.2,9270.5,8368.2,749.5,1446.0,2000.6,1918.9,132.0,497.8,186.4,172.4,47.8,3585.9,3654.8,356226.4,790178.8,898353.3,44528.3,104795.3,124228.5
Service - other,8,7,203.9,123.5,1999.1,1999.6,2004.6,2002.2,5612.5,5382.9,4292.0,5387.4,869.5,766.4,1049.1,1127.0,234.5,775.1,164.0,236.6,80.9,6125.3,6242.9,861956.8,1768546.2,1905715.6,107744.6,239749.9,270711.5
Liquefied gas tanker,8,2,24.0,24.6,2005.0,2005.0,2005.0,2005.0,635.4,634.1,799.2,799.2,51.5,52.5,83.7,83.7,11.0,10.0,32.8,32.8,12.0,919.8,937.4,18600.1,53887.6,59509.2,2325.0,12729.4,16739.4
Bulk carrier,2,2,98.9,155.4,2010.0,2010.0,2010.4,2010.2,2212.0,2212.0,2214.3,2213.5,199.5,199.5,203.2,202.1,142.5,142.5,149.1,147.0,10.7,829.0,844.9,66751.1,155416.7,218248.4,33375.5,128756.4,158891.8
Ferry-pax only,2,1,4.0,2.7,2001.0,2001.0,2001.0,2001.0,1050.6,1050.6,1050.6,1050.6,81.5,81.5,95.2,95.2,34.5,34.5,27.9,27.9,3.5,263.2,268.3,224735.6,457695.0,576554.3,112367.8,261306.1,344487.6
Ferry-RoPax,1,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,74.8,74.8,74.8,74.8,1399.0,1399.0,1399.0,1399.0,93.0,93.0,93.0,93.0,6.6,493.2,502.7,241.7,523.0,695.4,241.7,539.7,769.1
Service - tug,1,1,2.0,1.8,2015.0,2015.0,2015.0,2015.0,2793.5,2793.5,2793.5,2793.5,538.0,538.0,538.0,538.0,66.0,66.0,66.0,66.0,2.5,184.9,188.5,46015.7,108813.3,145695.2,46015.7,118820.8,160428.3
Ro-Ro,1,1,107.4,54.7,2013.0,2013.0,2013.0,2013.0,4536.1,4536.1,4536.1,4536.1,272.0,272.0,272.0,272.0,34.0,34.0,34.0,34.0,21.3,1653.1,1684.8,58673.7,108117.3,126057.7,58673.7,137904.8,146388.5
