Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Papeete,507,41,1587.0,612.6,1987.0,1996.4,1996.3,1989.9,202.5,1135.5,453.4,687.5,25.0,106.3,116.4,164.9,55.0,174.5,259.0,440.9,964.8,73370.3,74779.0,6470514.4,17697574.1,20595386.7,12762.4,33457.1,43874.8
Uturoa,284,16,380.7,92.0,1981.9,1996.6,2001.6,1990.7,136.6,256.3,357.9,225.8,13.0,25.7,91.1,78.7,5.0,13.4,32.4,21.9,164.9,12610.2,12852.3,417694.4,1759524.1,1807139.6,1470.8,4843.2,5983.4
Vaitape,133,27,804.5,136.4,1995.5,1996.4,2001.3,2003.3,245.4,274.4,338.6,402.6,46.0,32.4,56.5,59.8,17.0,17.1,24.8,24.6,343.4,26315.4,26820.7,817016.4,2879639.6,3942957.5,6143.0,21554.9,28631.2
Taiohae,79,11,582.0,119.0,2001.8,1997.5,2003.9,2002.0,169.9,501.2,555.9,464.0,51.0,63.6,68.4,80.8,16.0,18.5,18.6,19.0,158.3,12135.7,12368.7,446755.2,1701954.4,2143082.8,5655.1,20866.7,25471.0
Atuona,61,10,122.8,35.4,1998.0,1999.7,1999.9,1998.2,117.3,318.7,263.1,226.1,18.0,80.6,108.6,208.7,20.0,20.7,16.2,19.6,35.2,2690.5,2742.1,173325.1,535101.7,687356.1,2841.4,8923.4,11262.6
Fatu Hiva,36,5,81.0,30.3,1991.0,2000.2,1993.2,1983.1,75.8,218.5,327.3,306.8,20.0,32.3,99.7,103.4,8.0,10.2,8.4,6.5,29.4,2257.4,2300.7,91899.1,346848.9,487323.8,2552.8,9887.3,13530.8
Moerai,27,2,39.6,23.6,2011.2,2001.0,2010.2,2011.5,460.8,470.6,584.1,592.1,63.0,63.5,97.3,99.4,11.0,11.0,15.9,16.2,21.2,1592.8,1623.4,145629.5,367634.7,463737.4,5393.7,11832.3,11293.5
Ua Huka,24,5,13.8,6.9,1987.0,1999.4,1994.3,1983.4,75.9,405.5,207.2,136.9,20.5,65.4,84.9,67.1,6.5,8.5,9.9,9.5,6.4,483.6,492.9,27737.9,88150.5,143831.7,1155.7,4034.0,6275.5
Ikitake,22,3,34.2,26.1,1979.6,1978.7,1980.1,1979.9,698.1,630.4,1011.3,977.5,118.0,107.8,319.0,304.0,3.0,2.0,22.4,21.8,17.4,1305.3,1330.4,90272.0,557665.2,342263.0,4103.3,11077.4,15845.1
Otepa,21,6,38.4,31.2,1981.7,1983.5,1985.6,1984.8,810.6,794.6,822.2,831.3,145.0,112.3,162.8,166.0,20.0,27.0,18.9,19.2,12.8,963.4,981.8,118618.4,332771.3,416321.8,5648.5,16414.6,22394.5
Maupiti,13,2,0.9,0.8,2003.2,2002.0,2005.3,2004.5,56.4,56.5,73.9,74.2,7.0,7.5,10.8,10.5,26.0,33.0,32.5,34.2,5.1,383.2,390.5,2827.3,21797.4,10286.0,217.5,530.8,756.6
Hiva Oa,11,1,61.8,17.8,2015.0,2015.0,2015.0,2015.0,819.1,819.1,489.5,489.5,67.0,67.0,64.0,64.0,3.0,3.0,2.9,2.9,16.5,1238.4,1262.1,55579.2,159446.3,229136.3,5052.7,16469.4,23687.1
Ua Pou,7,2,7.0,7.0,1977.6,1981.5,1976.1,1976.1,199.7,310.9,408.4,406.8,50.0,52.2,85.0,84.9,13.0,12.2,10.7,10.7,2.0,147.2,150.0,22189.8,63356.8,90740.0,3170.0,10272.7,14735.3
Tupana,6,4,50.5,33.4,1996.7,1997.5,1991.3,1991.0,424.8,4633.2,1720.1,4373.7,30.0,654.4,1796.9,2190.1,30.5,30.5,34.5,36.5,27.4,2065.6,2105.3,104185.5,315042.3,454601.7,17364.3,58518.0,83905.0
Tetiaroa Is,1,1,0.1,0.1,1977.0,1977.0,1977.0,1977.0,115.7,115.7,115.7,115.7,14.0,14.0,14.0,14.0,4.0,4.0,4.0,4.0,0.1,5.7,5.8,434.4,1246.1,1790.8,434.4,1415.9,2036.4
