Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,110,30,9523.4,11844.5,2007.8,2008.4,2009.1,2008.9,3665.1,3629.3,3534.3,3523.7,246.0,232.6,256.2,255.8,13.0,14.7,14.9,14.9,1611.7,124677.3,127071.1,10767162.0,35405695.5,39103152.0,97883.3,332381.2,388577.7
General cargo,50,20,1202.8,1334.8,2005.5,2006.1,2007.1,2007.2,2391.9,3324.9,2098.3,2170.6,205.0,296.0,260.1,271.5,8.0,56.4,51.0,54.8,239.8,18460.2,18814.6,995859.2,3184108.1,4524807.7,19917.2,94073.9,123424.4
Cruise,44,29,4512.2,476.2,1998.8,1999.8,2000.2,1998.5,1957.5,2004.0,1986.4,2009.3,116.5,127.8,146.4,154.3,14.0,17.6,19.6,19.2,1052.9,81406.9,82969.9,1758453.5,9432238.4,11020609.0,39964.9,185926.4,199554.8
Chemical tanker,13,2,774.6,1290.0,2013.0,2013.0,2013.0,2013.0,1900.0,1901.6,1983.6,1983.7,143.0,143.0,166.1,166.1,42.0,41.5,41.3,41.3,113.6,8799.4,8968.4,248819.0,1822177.2,2100935.4,19139.9,165282.6,203181.2
Vehicle,10,9,4072.8,2025.7,2005.2,2005.8,2005.5,2004.6,6114.8,5787.0,5827.9,5825.8,370.0,350.7,356.8,356.1,10.0,15.0,14.6,14.9,304.9,23597.8,24050.9,2051262.7,9043869.0,10473722.1,205126.3,779684.8,839111.9
Miscellaneous - fishing,10,9,53.4,48.6,1985.8,1985.6,1990.3,1990.9,7466.1,9387.0,7899.4,8191.6,584.0,1382.9,1700.2,1856.1,47.0,124.1,62.7,75.3,52.2,3919.2,3994.5,341827.0,758238.1,862039.9,34182.7,80447.4,95365.5
Liquefied gas tanker,8,2,63.8,65.4,2005.0,2005.0,2005.0,2005.0,1954.7,1954.7,2120.7,2120.7,162.0,169.5,269.1,269.1,20.0,21.5,15.9,15.9,28.4,2180.1,2221.9,49355.1,142989.8,157906.5,6169.4,33777.2,44417.8
Refrigerated bulk,6,4,263.0,296.7,1995.7,1996.5,1996.5,1996.5,11709.6,11887.9,11392.3,11365.1,1382.5,1564.5,1526.0,1521.1,19.0,28.9,36.1,36.1,136.7,10361.5,10560.4,880125.5,1923116.9,2166210.3,146687.6,312589.6,337502.8
Service - other,6,6,192.7,107.4,1998.5,1998.5,2003.5,2002.3,6560.6,6570.0,5191.6,4863.0,515.5,710.2,672.2,565.1,111.5,389.7,226.6,320.4,84.6,6441.0,6564.6,749449.9,1537706.6,1656972.0,124908.3,277942.0,313835.9
Bulk carrier,2,2,159.6,249.2,2010.0,2010.0,2010.8,2010.7,3506.1,3506.1,3572.3,3549.8,455.5,455.5,419.4,424.0,137.5,137.5,136.5,136.7,17.6,1357.0,1383.1,107771.0,244170.5,336607.0,53885.5,201444.8,246389.7
Ferry-pax only,2,1,8.9,6.0,2001.0,2001.0,2001.0,2001.0,2316.6,2316.6,2316.6,2316.6,379.5,379.5,386.9,386.9,802.0,802.0,778.0,778.0,9.1,684.3,697.5,495553.8,1009241.7,1271332.7,247776.9,576193.6,759613.3
Service - tug,1,1,3.1,2.8,2015.0,2015.0,2015.0,2015.0,4308.9,4308.9,4308.9,4308.9,433.0,433.0,433.0,433.0,141.0,141.0,141.0,141.0,11.5,865.0,881.6,70978.6,167842.9,224732.6,70978.6,183279.4,247458.2
Ro-Ro,1,1,59.5,30.3,2013.0,2013.0,2013.0,2013.0,2513.9,2513.9,2513.9,2513.9,166.0,166.0,166.0,166.0,35.0,35.0,35.0,35.0,10.8,834.4,850.4,32516.4,59917.6,69860.0,32516.4,76425.5,81127.1
