Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
United States of America,63,30,6840.8,3854.6,2007.1,2005.4,2006.5,2008.1,3658.0,4206.6,3878.1,4318.3,239.0,425.2,294.7,321.9,9.0,36.5,21.2,24.4,1032.5,79552.3,81079.7,4410191.2,18219093.4,21311759.1,70003.0,281918.3,323617.8
New Zealand,49,17,3152.2,3356.1,2003.7,2004.8,2006.8,2006.9,2227.3,2593.0,2224.7,2208.2,155.0,160.1,140.5,144.0,15.0,61.1,18.9,17.9,537.6,41584.9,42383.3,3597965.0,9802820.5,11055271.8,73427.9,212201.5,242582.1
Colombia,43,17,5862.4,6851.0,2008.5,2007.3,2008.0,2008.8,4849.5,4776.9,4806.6,4838.6,302.0,305.1,306.6,307.9,13.0,14.0,14.5,14.8,1018.2,78872.7,80387.1,5934654.1,21229375.5,23069543.5,138015.2,493797.9,572387.3
American Samoa,26,9,788.9,547.4,2003.4,1999.0,2006.0,2006.3,1266.4,3021.4,1229.5,1272.0,112.5,492.4,106.0,121.9,11.0,26.3,18.4,17.7,131.7,10142.3,10337.0,201124.6,1038050.8,1480513.8,7735.6,54868.2,74269.8
Cook Islands,16,8,203.9,34.6,1998.4,1999.2,1995.4,1997.4,559.2,765.6,588.1,674.2,42.0,88.0,55.5,104.7,25.0,117.0,57.1,155.1,66.6,5124.6,5222.9,562137.0,1529280.3,1980351.6,35133.6,100145.3,129577.0
Fiji,15,4,677.2,1108.6,2010.9,2009.0,2012.7,2012.8,1951.9,1928.2,1959.5,1959.7,151.0,156.2,162.0,162.0,36.0,30.9,39.9,40.3,108.7,8409.3,8570.8,230775.0,1589304.2,1829228.8,15385.0,128061.8,158138.0
Panama,8,8,819.2,531.6,1996.6,1996.6,2006.0,2006.9,4603.3,4525.8,4584.5,4582.7,347.5,386.4,286.3,294.6,26.0,87.2,26.2,38.6,91.8,7088.0,7224.1,547431.7,2122261.7,2500120.6,68429.0,256218.6,293188.7
Chile,8,8,621.0,169.2,2000.8,2000.8,1997.6,2004.0,2522.3,3630.1,2705.6,3510.5,187.0,326.0,241.9,362.1,21.5,24.5,21.1,16.0,148.2,11428.0,11647.4,415343.6,1830573.9,2277772.3,51917.9,220243.0,254510.7
"Taiwan, Province of China",5,4,206.7,233.4,1995.6,1996.5,1996.6,1996.6,10898.0,11685.0,11119.5,11087.3,1307.0,1545.6,1544.5,1538.3,26.0,43.4,42.6,42.6,114.2,8656.7,8822.9,692280.0,1512665.5,1703875.4,138456.0,295048.2,318563.4
Costa Rica,5,5,507.5,192.6,1999.0,1999.0,1996.6,2002.6,4264.0,4119.5,4031.2,4185.9,309.0,285.8,269.9,295.6,8.0,13.4,12.3,15.1,138.5,10719.2,10925.0,339162.0,1407547.5,1662993.5,67832.4,284298.9,316555.7
Tonga,3,3,209.3,36.7,1994.7,1994.7,1996.8,1996.9,1507.6,1466.0,1494.4,1492.8,86.0,95.3,87.9,100.8,14.0,20.0,25.8,19.6,48.0,3719.4,3790.9,129671.4,486645.5,535109.3,43223.8,146524.7,150895.2
New Caledonia,3,3,160.7,141.7,2005.7,2005.7,2006.3,2004.8,2546.7,2540.0,2537.2,2541.9,223.0,232.3,220.8,226.2,35.0,185.3,131.9,108.3,24.8,1920.8,1957.6,283176.9,685994.4,746580.6,94392.3,244707.0,277899.0
