Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Australia,1120,479,61936.9,61552.6,2008.2,2009.3,2008.0,2008.8,1431.6,1660.7,1503.8,1547.2,103.0,138.4,116.6,129.6,24.0,51.5,35.9,44.6,8810.8,681567.1,694653.1,45064623.6,142020111.4,165994300.3,40236.3,142085.0,167076.0
China,162,120,30825.0,45495.5,2011.6,2011.2,2010.8,2011.4,5426.0,5632.2,5571.3,5642.4,454.5,471.3,485.5,512.1,58.0,68.3,66.1,72.6,3017.9,233548.7,238032.8,21924045.5,56388873.1,69384067.1,135333.6,474008.1,571625.4
United States of America,129,72,36199.4,31057.6,2007.6,2007.0,2008.6,2008.4,5724.4,7175.3,6894.0,6409.8,371.0,511.0,470.6,438.4,14.0,49.8,23.5,26.9,4096.0,316728.5,322809.7,26974747.5,87650248.2,100042166.5,209106.6,682346.7,770990.4
Fiji,120,55,3592.5,2873.6,2005.1,2007.0,2004.3,2005.9,1215.1,1285.6,1265.9,1269.1,92.5,115.7,108.2,114.0,24.0,60.1,48.8,48.3,604.4,46674.4,47570.6,3020854.8,10399937.8,12107035.1,25173.8,91552.1,106801.5
Japan,107,82,16650.1,16338.4,2007.1,2006.7,2007.7,2008.6,5007.7,5360.3,5177.8,5288.7,427.0,422.0,402.1,447.5,52.0,87.3,73.9,73.0,1660.1,128170.0,130630.9,10247529.8,31484978.5,38585030.5,95771.3,351979.0,415781.2
Singapore,82,70,11977.2,18961.2,2009.3,2009.6,2008.8,2008.7,5182.9,5386.1,5530.0,5582.5,440.0,468.2,505.0,515.0,44.5,73.7,80.9,82.0,1482.6,114757.4,116960.8,10906792.9,29750691.4,35886977.1,133009.7,479007.9,583581.7
Indonesia,59,51,6450.3,10497.8,2010.7,2010.8,2011.0,2010.9,4868.0,4717.1,4854.7,4857.0,435.0,491.7,464.6,465.3,124.0,166.1,116.7,116.0,676.3,52258.6,53261.9,4619494.8,11732392.1,16432415.5,78296.5,311004.9,393948.3
New Caledonia,54,32,1555.8,2335.7,2010.4,2010.3,2011.7,2011.8,1083.3,1567.2,1518.6,1582.5,95.0,156.4,311.1,334.9,39.5,116.7,53.9,45.5,231.0,17838.7,18181.2,1181677.5,4150651.3,4756847.9,21882.9,91490.1,109628.5
Chile,52,27,23959.0,28704.0,2001.8,2003.3,2001.2,2001.3,5369.8,5422.0,5382.1,5384.1,311.5,341.4,306.4,308.0,22.0,28.1,23.4,23.8,2541.4,196842.0,200621.4,12878529.7,37797610.1,44391830.0,247664.0,915664.9,1083203.9
"Korea, Republic of",47,44,6161.7,9675.3,2010.0,2009.7,2011.9,2012.1,5330.8,6138.5,5586.2,5568.5,478.0,583.6,504.8,491.9,37.0,51.8,50.6,49.3,782.4,59942.7,61093.6,4778213.4,15501532.4,18323653.4,101664.1,413444.0,495134.2
French Polynesia,45,26,3557.9,1761.7,2000.3,2001.8,2003.0,2002.9,2242.2,2376.3,2230.0,2237.9,159.0,171.4,142.1,158.8,27.0,33.9,23.9,38.2,560.1,43310.5,44142.0,2865704.4,9992064.9,11305260.9,63682.3,208641.2,225866.8
Tonga,39,11,638.3,381.9,2002.2,1999.5,1998.3,2003.0,1122.7,1299.8,1176.5,1161.9,94.0,144.2,85.4,105.1,37.0,33.2,39.0,52.2,158.3,12229.9,12464.7,871954.1,2695037.9,3265173.4,22357.8,76416.3,88622.6
Philippines,39,19,2469.3,3548.9,2002.5,2006.9,2006.2,2007.4,4053.0,4623.3,4570.2,4642.9,239.0,368.4,372.3,387.7,13.0,55.3,49.7,54.7,524.3,40262.0,41035.1,4362795.8,10044727.5,12019004.5,111866.6,295487.6,340196.9
Colombia,37,15,10172.1,11875.5,2006.7,2006.4,2006.6,2006.9,6899.8,6917.7,6913.5,6908.7,439.0,455.9,451.3,448.8,15.0,17.4,18.4,18.1,1556.9,120599.7,122915.2,9476603.9,25740790.6,28958111.6,256124.4,756808.3,872771.1
Malaysia,35,33,5515.3,9506.2,2012.1,2011.7,2011.4,2011.2,5064.9,5089.6,5025.5,5012.0,453.0,465.1,442.5,440.3,76.0,111.5,115.1,115.2,522.5,40423.4,41199.5,4349749.6,9895447.2,12212596.7,124278.6,391698.2,489397.4
Hong Kong,27,24,4550.7,6523.5,2009.8,2010.5,2008.6,2009.1,5283.8,5287.1,5245.5,5260.5,433.0,418.2,382.9,392.7,35.0,63.5,48.4,53.2,543.5,42072.1,42879.9,3786547.0,10003989.4,12315638.6,140242.5,481812.7,579964.0
Vanuatu,25,7,791.2,472.6,2003.1,2003.4,1997.7,2008.1,1431.3,1424.3,1230.9,1384.7,104.0,153.7,99.4,139.2,23.0,55.0,20.5,38.0,182.0,14063.0,14333.0,1041364.1,2813581.3,3018945.4,41654.6,112683.2,120310.9
