Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Auckland,756,233,11406.0,10661.3,2006.8,2006.5,2007.8,2008.7,600.7,520.4,477.1,549.4,42.0,51.8,51.0,55.2,17.0,48.6,24.9,29.2,1649.9,127307.2,129751.5,9342630.9,28371195.1,32523469.4,12358.0,40385.2,46913.7
Lyttelton,750,270,6271.4,7703.9,2006.4,2007.7,2007.2,2007.9,275.1,523.2,308.3,324.9,23.0,62.2,62.1,66.4,20.0,63.2,39.8,38.4,1103.2,84916.2,86546.5,8843030.5,23226349.1,26518720.4,11790.7,34752.1,40679.1
Tauranga,729,295,7683.2,7764.2,2007.7,2008.9,2007.8,2008.6,189.2,394.7,335.6,355.6,20.0,45.5,41.8,46.4,21.0,48.4,30.0,40.2,1374.9,106125.6,108163.2,5409130.9,18015362.2,21317280.5,7419.9,27968.2,33221.2
Seaview,584,256,6467.9,6966.3,2007.6,2008.7,2007.9,2008.9,304.6,337.8,310.1,320.8,25.0,34.3,28.5,31.2,18.0,43.9,33.5,41.9,1135.0,87775.6,89460.9,5392719.5,15846660.9,18319559.2,9234.1,30461.9,35625.6
Burnham Wharf,423,143,3133.3,3599.0,2006.3,2008.2,2007.6,2008.9,225.3,418.7,287.2,327.9,18.0,49.3,66.6,54.9,16.0,51.9,38.2,42.7,542.4,41725.7,42526.9,3887082.0,10834796.3,12582304.2,9189.3,28094.1,32556.0
Nelson,403,158,2908.7,3613.3,2006.0,2008.3,2007.3,2008.9,335.8,799.1,364.9,346.7,30.0,105.5,243.4,133.0,15.0,60.0,72.3,50.3,600.7,46062.3,46946.7,4169356.4,11714842.8,13749888.7,10345.8,32616.0,39449.6
Shelly Bay,316,138,3882.2,1685.3,2004.5,2007.1,2004.0,2007.2,220.8,452.3,312.7,326.5,16.0,79.0,44.6,61.4,21.0,56.9,467.5,323.0,850.2,65499.7,66757.3,3207208.0,9870969.6,11950887.4,10149.4,30975.0,33878.6
Timaru,291,144,2177.3,2941.5,2004.5,2007.4,2006.8,2008.0,431.9,806.2,421.5,402.3,35.0,161.6,235.8,128.1,32.0,71.1,57.5,53.7,498.8,38224.7,38958.6,2785047.8,7696044.4,9123477.1,9570.6,31066.6,37469.4
Picton,281,47,5740.9,2015.3,2001.5,2005.4,1999.8,2001.1,613.0,693.8,847.1,922.7,59.0,61.3,336.3,315.3,5.0,71.0,12.2,24.6,1420.4,108790.1,110878.9,9965958.0,25186106.7,30958512.2,35466.0,78937.7,73736.4
Bluff,232,158,2570.6,3677.8,2008.6,2009.4,2009.6,2010.5,470.2,829.6,466.7,466.4,44.5,95.1,92.0,77.4,40.0,80.4,79.7,74.4,376.2,28869.7,29424.0,2426688.7,6182073.2,7825640.1,10459.9,35990.1,44321.2
