Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2123,131,23675.8,28969.2,2006.6,2007.2,2007.4,2007.3,295.0,301.7,351.8,352.4,22.0,25.0,37.2,37.4,15.0,20.2,19.7,19.7,3890.7,300691.3,306464.6,24557160.4,71072335.4,79639843.4,11567.2,36187.8,42207.1
Bulk carrier,1303,315,10236.0,16113.2,2010.4,2011.6,2011.5,2011.5,317.4,429.6,415.5,418.9,32.0,46.7,65.9,66.0,58.0,80.3,81.6,82.7,1238.8,95544.5,97378.9,7690081.9,18151530.1,25145340.7,5901.8,22465.4,27885.4
Cruise,553,38,10450.0,1006.4,2002.2,2000.5,2005.3,2004.1,195.2,344.1,239.9,240.0,15.0,32.0,25.0,26.8,9.0,10.4,9.5,9.8,2340.0,181093.0,184570.0,2891036.2,17269284.4,20524971.5,5227.9,27582.0,30952.8
Chemical tanker,511,63,5214.5,8697.4,2013.9,2012.1,2014.8,2014.8,364.6,405.0,421.8,421.8,35.0,37.9,51.9,51.8,25.0,29.4,32.8,32.8,930.6,71741.4,73118.8,2414750.9,13795400.9,16014906.1,4725.5,31464.9,38455.2
Ferry-RoPax,394,5,6382.3,1977.1,2000.1,1998.6,1998.0,1998.1,173.3,328.4,868.4,865.9,10.5,20.1,312.5,323.1,10.0,10.8,273.1,230.5,1668.1,127700.4,130152.3,12283784.7,30376827.5,37272562.6,31177.1,66550.7,60613.7
Miscellaneous - fishing,279,34,1659.8,851.0,1990.1,1992.4,1992.4,1992.4,1365.2,3263.2,3074.5,3157.7,168.0,427.0,1054.9,1099.7,35.0,191.9,342.4,330.1,710.2,53534.8,54562.7,5984414.1,13274584.2,15091857.9,21449.5,50480.4,59841.5
Vehicle,223,45,4206.1,1260.4,2006.3,2006.9,2006.2,2006.2,194.3,270.6,353.0,347.6,19.0,24.3,35.7,35.5,11.0,12.3,20.2,19.6,293.8,22753.3,23190.2,1276312.0,5627167.4,6516833.4,5723.4,21754.5,23412.7
Oil tanker,182,28,937.3,1507.8,2008.6,2008.2,2007.9,2007.8,105.4,378.4,367.0,371.2,27.0,36.9,62.7,64.3,23.0,31.6,35.8,36.3,284.9,21876.8,22296.9,1457683.2,3030509.1,3445052.9,8009.2,23634.3,28164.1
General cargo,153,40,997.9,1495.3,2005.0,2010.8,2009.9,2010.6,392.9,379.7,410.0,406.8,47.0,40.5,59.3,57.9,49.0,76.0,103.5,105.9,180.0,13713.2,13976.4,765248.2,2615556.1,3833385.4,5001.6,25913.0,35678.7
Liquefied gas tanker,116,4,155.2,169.5,2011.3,2009.5,2011.6,2011.7,243.0,273.2,325.8,326.0,28.0,27.1,45.9,46.1,19.0,18.1,30.1,30.3,94.1,7155.7,7293.1,127925.2,370620.1,409283.3,1102.8,6037.8,7939.9
Service - other,85,10,470.7,556.0,2006.1,2003.8,2000.8,1997.6,747.4,1003.8,1567.7,1645.1,67.0,165.6,397.0,466.5,49.0,87.5,196.5,81.7,132.1,9980.7,10172.3,3879966.0,7960838.5,8578285.6,45646.7,101571.5,114688.6
Service - tug,72,8,47.7,49.1,2008.3,2010.2,2004.8,2004.2,512.4,849.1,946.5,945.9,207.0,851.6,587.1,473.1,48.5,82.2,303.5,271.4,78.6,5900.5,6013.8,1255121.7,2967985.0,3973971.5,17432.2,45013.2,60775.4
Refrigerated bulk,69,10,336.4,380.1,1997.5,1997.1,1997.4,1997.3,608.2,542.3,524.9,523.9,38.0,34.0,39.5,39.4,33.0,43.7,39.5,39.7,192.1,14603.4,14883.8,1127523.0,2463692.5,2775117.9,16340.9,34822.3,37597.6
Ferry-pax only,1,1,8.7,3.1,1982.0,1982.0,1982.0,1982.0,4933.0,4933.0,4933.0,4933.0,651.0,651.0,651.0,651.0,24.0,24.0,24.0,24.0,4.4,327.9,334.2,251631.1,512470.2,645554.1,251631.1,585156.3,771429.1
