Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,951,189,129058.4,157356.9,2006.7,2006.7,2006.2,2006.2,1804.8,3830.8,3768.6,3755.4,139.0,236.0,304.6,304.9,17.0,21.4,18.2,18.1,18910.3,1464149.8,1492261.5,119425412.4,337145303.4,378282134.1,125578.8,389388.3,452136.1
Bulk carrier,593,358,75801.6,122962.7,2011.9,2011.8,2012.1,2012.2,5450.7,5384.5,5449.7,5453.6,487.0,494.1,554.5,560.8,98.0,114.5,119.0,119.7,7691.3,594992.4,606416.2,49463965.3,118244092.6,165845081.0,83413.1,329391.2,408254.7
Vehicle,194,103,41243.4,13342.2,2007.0,2007.6,2007.0,2006.8,5068.8,3784.2,3763.4,3487.7,294.5,251.7,325.1,316.7,14.0,37.8,38.5,38.7,2602.5,201577.2,205447.4,13510742.1,59567886.2,68985683.3,69643.0,264713.0,284889.3
General cargo,146,75,9908.2,14729.5,2007.5,2008.5,2011.1,2011.5,4673.0,3943.8,4219.8,4334.8,358.0,347.1,472.6,480.4,38.0,94.5,114.8,114.6,1281.3,98696.2,100591.2,6289937.8,22303648.8,32699251.0,43081.8,244644.9,332192.0
Chemical tanker,132,76,13446.3,22031.8,2011.2,2011.8,2011.6,2011.5,5174.7,4225.4,4706.3,4704.2,398.0,353.0,451.5,452.5,31.5,71.6,79.0,78.4,1831.4,139958.9,142646.1,5780393.0,34261365.6,39732084.9,43790.9,303095.8,370819.8
Cruise,112,39,13251.2,1268.0,2000.8,1999.8,2003.4,2002.5,1313.6,1413.2,1386.7,1383.4,85.5,91.9,83.7,84.8,10.0,24.3,19.2,19.9,2827.7,218972.1,223176.4,4375004.1,22439173.6,25314297.4,39062.5,177694.4,189841.0
Oil tanker,97,70,21732.4,39180.9,2007.9,2007.6,2007.8,2007.8,5075.5,5048.0,4892.5,4910.6,435.0,492.8,614.0,618.8,45.0,75.9,70.9,71.0,1980.3,153344.3,156288.5,21146933.4,44517931.1,49742319.0,218009.6,584980.6,711604.8
Refrigerated bulk,53,21,3656.6,3945.0,1996.7,1995.7,1996.4,1996.2,5016.0,7558.5,6726.8,6627.0,303.0,483.6,514.9,507.7,23.0,31.9,30.2,29.5,1443.1,110514.9,112636.7,11703481.2,25572674.8,28805213.1,220820.4,470565.8,508069.7
Liquefied gas tanker,22,6,272.9,269.8,2009.9,2009.3,2010.1,2010.3,1623.4,1522.5,1229.8,1261.2,159.0,140.6,119.0,124.7,29.0,31.4,35.2,35.5,76.7,5872.1,5984.8,156248.5,551191.7,555649.2,7102.2,38386.1,51142.5
Service - other,14,11,582.0,526.8,1999.5,1996.9,1997.2,1996.6,2946.4,4318.5,4991.1,5173.1,276.5,431.9,790.3,664.0,66.5,497.1,469.6,283.8,185.9,14179.1,14451.4,3676260.6,7542879.7,8127909.6,262590.0,584307.0,659765.4
Miscellaneous - fishing,7,7,56.7,32.6,1992.7,1992.7,1996.3,1993.1,13288.5,13222.9,12382.6,11264.3,2135.0,1807.7,2095.4,1820.9,52.0,389.7,350.6,452.9,60.0,4501.3,4587.7,229181.9,508369.7,577964.9,32740.3,77052.7,91341.3
Ferry-RoPax,3,3,177.4,54.6,2001.7,2001.7,1998.3,1998.2,1247.8,3192.2,2653.0,2693.7,74.0,276.7,623.4,621.4,405.0,296.7,457.3,457.6,61.4,4694.8,4785.0,339331.3,839139.4,1029629.5,113110.4,241445.6,219906.3
Service - tug,1,1,0.4,0.4,2011.0,2011.0,2011.0,2011.0,1339.9,1339.9,1339.9,1339.9,174.0,174.0,174.0,174.0,99.0,99.0,99.0,99.0,1.1,82.4,84.0,10624.3,25123.2,33638.6,10624.3,27433.7,37040.2
Ferry-pax only,1,1,62.3,22.4,1981.0,1981.0,1981.0,1981.0,5070.0,5070.0,5070.0,5070.0,321.0,321.0,321.0,321.0,10.0,10.0,10.0,10.0,40.2,3112.9,3172.7,617595.4,1739371.7,2253045.4,617595.4,1722826.7,2279748.1
Ro-Ro,1,1,2.4,2.2,2014.0,2014.0,2014.0,2014.0,4855.4,4855.4,4855.4,4855.4,833.0,833.0,833.0,833.0,167.0,167.0,167.0,167.0,7.1,536.5,546.8,8050.6,62066.8,29288.7,8050.6,19646.8,28007.2
