Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Turkey,1361,360,5076.9,6909.0,1985.6,1997.8,2000.1,2002.2,154.0,795.0,583.4,690.8,17.0,133.2,169.3,177.3,19.0,46.2,46.1,37.0,1351.7,103320.5,105304.3,6757403.0,22333351.5,25091234.5,4965.0,17535.7,22236.9
Israel,794,140,2924.7,3015.4,1999.0,2000.2,2000.7,2001.5,193.4,369.8,231.8,244.8,19.0,49.9,28.2,30.3,30.5,75.5,214.2,258.7,936.4,71809.8,73188.6,4731964.9,11920852.3,13943604.8,5959.7,17410.6,20802.6
Greece,705,280,5795.5,6610.1,1996.0,1997.3,1999.6,2001.1,625.3,798.5,762.0,839.0,66.0,131.3,143.1,178.7,27.0,58.5,59.9,70.1,1581.8,121357.7,123687.7,6837713.3,19421344.5,23708698.1,9698.9,34948.9,43452.7
Egypt,433,232,3126.3,4100.4,2001.2,2000.3,2003.2,2003.3,349.8,564.5,449.7,471.9,33.0,130.8,136.7,156.3,39.0,112.4,86.3,95.9,690.0,52920.2,53936.3,4123154.9,11949371.6,14579187.5,9522.3,32055.2,40004.0
Lebanon,254,130,887.5,1074.8,1995.5,1994.0,2000.7,2001.1,147.2,376.3,246.8,245.3,19.0,61.0,83.9,91.6,20.0,103.1,45.6,41.2,264.4,20243.5,20632.2,1139742.7,3794859.8,4637626.1,4487.2,17184.5,21490.2
Italy,122,64,2896.6,3065.7,2003.5,2002.5,2004.8,2005.3,1316.4,1307.6,1281.9,1293.5,102.0,117.7,104.8,119.5,18.5,65.8,42.5,55.5,456.9,35272.3,35949.5,3249760.3,9594236.9,11245273.2,26637.4,85485.3,101963.6
Syrian Arab Republic,54,13,250.3,322.5,2002.9,1991.9,2004.3,2004.1,191.0,467.0,252.1,260.8,17.0,48.6,32.8,35.9,21.5,50.3,30.6,32.9,54.5,4185.6,4266.0,286848.1,1033995.2,1209861.5,5312.0,21218.3,25918.7
Spain,48,29,2007.8,2527.3,1990.0,1997.0,2001.6,2003.2,1802.8,2138.1,2390.4,2688.6,154.0,225.8,365.2,429.2,22.5,68.6,36.1,40.4,307.5,23746.1,24202.0,2224217.6,5754871.1,7013394.4,46337.9,148856.4,183276.3
Malta,38,34,1176.6,1620.8,2006.9,2006.9,2006.8,2006.3,1063.0,1161.5,1143.9,1185.4,125.5,173.2,228.8,275.6,54.0,203.4,305.2,405.4,264.0,20384.2,20775.6,974512.7,2763817.6,3146345.6,25645.1,87481.9,104630.2
Libya,30,21,1274.4,1910.4,2004.2,2004.8,2004.4,2004.4,1188.5,1293.1,2023.8,2118.0,142.5,174.6,835.4,867.4,69.5,90.8,56.5,58.4,259.6,20093.1,20478.9,1423037.7,3894215.3,4454997.4,47434.6,163696.6,194886.4
Togo,13,1,5.1,5.6,1979.0,1979.0,1979.0,1979.0,120.1,120.1,158.2,158.2,29.0,29.0,38.5,38.5,27.0,27.0,47.9,47.9,12.7,951.5,969.8,16492.6,36037.2,40592.5,1268.7,2703.5,2919.0
China,13,2,2.1,1.8,1993.2,1990.5,1984.4,1979.5,106.6,97.0,128.8,127.1,24.0,20.2,175.3,215.7,2.0,4.0,7.1,2.6,5.7,431.4,439.7,8203.3,17462.5,20515.0,631.0,1391.3,1635.1
