Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,11548,1770,34329.5,47612.2,2000.9,2002.9,2003.4,2003.5,428.3,890.7,892.6,882.1,51.0,97.0,255.1,249.2,24.0,42.6,72.0,70.8,8637.9,654794.6,667366.6,77541376.4,229692420.6,328121225.0,6714.7,24887.8,34388.7
Ro-Ro,8278,137,59643.6,29240.0,2003.8,2004.2,2008.8,2008.6,140.7,494.1,296.1,324.0,12.0,52.1,78.9,92.5,6.0,21.7,16.8,17.5,10579.9,800260.1,815625.1,31915359.0,63192702.3,69681466.9,3855.4,9069.8,9708.0
Container,6819,815,371603.9,385662.6,2006.1,2008.5,2012.7,2012.4,259.6,1045.3,1269.8,1209.0,23.0,71.3,367.4,356.2,17.0,25.8,24.4,24.6,36779.7,2823856.5,2878074.5,189081820.6,588995002.4,632221130.1,27728.7,94503.4,112677.8
Chemical tanker,5296,999,46004.4,72912.1,2005.7,2007.8,2009.1,2009.1,387.9,994.9,891.5,916.7,51.0,105.3,207.3,211.4,24.0,36.7,47.6,48.4,11198.0,848932.3,865231.8,41872450.0,163925941.2,195137568.5,7906.4,35473.6,43395.8
Ferry-RoPax,5222,58,50491.1,9840.7,1999.3,1999.0,2002.7,2003.1,132.9,944.6,316.2,297.3,10.0,82.0,1197.8,1117.7,4.0,75.6,62.9,50.4,9922.4,749091.2,763473.8,61208394.2,151337491.5,185710730.2,11721.3,25021.8,22808.1
Vehicle,2781,424,186651.0,65361.5,2003.4,2007.2,2007.6,2007.3,403.2,1846.1,1756.7,1804.9,36.0,123.7,316.1,317.4,14.0,19.6,19.6,20.0,12389.3,952346.7,970631.8,66187008.0,291813738.2,337950050.2,23799.7,90462.7,97357.7
Liquefied gas tanker,1939,243,35801.4,31939.1,2007.2,2008.8,2012.0,2011.8,436.9,1460.3,1661.4,1555.8,44.0,120.3,238.4,234.5,22.0,38.3,44.7,44.5,6209.7,434351.5,442691.1,15321071.4,62383904.9,60553347.0,7901.5,49057.7,68369.9
Oil tanker,1807,664,199859.2,373016.4,2007.7,2008.8,2009.9,2010.0,671.1,2303.0,2265.0,2350.1,89.0,246.0,742.2,758.7,26.0,53.8,58.4,58.3,18045.0,1380082.2,1406579.8,141156037.9,263557405.2,292277548.3,78116.2,202523.9,251046.7
Bulk carrier,1766,1035,83767.3,150271.7,2006.2,2009.8,2010.2,2010.3,860.3,1708.7,1706.0,1739.5,90.0,183.5,326.4,331.3,45.0,87.6,95.9,96.1,6992.1,534988.2,545260.0,42822403.8,104494982.1,129860692.5,24248.2,92435.3,112304.2
Miscellaneous - fishing,1702,442,2406.5,1979.7,1997.3,1997.2,1998.8,1999.2,485.8,1191.7,1361.0,1419.9,60.5,181.0,578.2,581.4,50.0,174.7,479.1,461.9,1701.7,127930.7,130386.9,13922012.7,30881708.0,35109374.8,8179.8,19250.8,22820.6
Cruise,1126,123,48557.7,4945.1,1997.0,1994.7,2003.7,2001.6,455.0,456.7,642.6,649.4,36.0,36.3,73.4,76.9,9.0,12.9,12.5,12.6,10875.5,830153.5,846092.5,11268353.4,81905998.8,100627362.6,10007.4,63615.8,73436.4
Service - other,847,206,3954.3,5991.5,2000.3,1998.3,2004.0,2006.8,265.8,1304.7,846.5,902.9,32.0,430.8,443.6,281.2,14.0,204.4,396.1,407.5,1264.6,95363.3,97194.2,41809518.5,85783953.2,92437404.5,49361.9,109838.5,124023.2
Service - tug,692,228,905.1,671.3,2004.6,2003.5,2008.5,2008.0,365.2,712.4,684.0,721.8,71.0,262.0,453.7,523.4,27.0,133.9,177.9,194.4,745.1,55951.5,57025.7,17171163.8,40604633.2,54367409.2,24813.8,64073.7,86510.4
Refrigerated bulk,293,85,1858.2,1914.7,1998.5,1995.8,1999.6,1999.1,368.3,1089.2,695.3,672.5,26.0,85.4,227.3,223.0,24.0,60.1,47.4,49.5,962.5,72907.8,74307.6,5680296.8,12411724.3,13980640.2,19386.7,41312.8,44605.4
Ferry-pax only,25,12,15.3,3.0,1959.6,1967.1,1987.4,1975.2,150.3,463.0,1090.2,853.9,23.0,63.2,282.7,272.0,22.0,71.1,24.7,23.2,8.9,670.2,683.1,128545.6,309076.1,395425.0,5141.8,13082.7,17280.7
Other liquids tankers,13,4,338.2,428.9,1992.5,2002.8,2008.6,2008.2,1428.2,4118.9,4090.3,3810.5,168.0,319.0,360.6,357.3,31.0,48.8,54.3,49.8,68.3,5242.8,5343.4,220002.0,628172.8,1354340.3,16923.2,58628.5,94737.4
