Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,11496,1756,38308.8,53688.4,2000.9,2002.9,2005.2,2005.2,576.9,1084.1,1001.4,1000.1,67.0,120.2,253.9,252.4,31.5,47.9,60.4,60.8,10122.0,766902.0,781626.6,92140213.7,272028659.5,388902261.1,8015.0,29313.1,40678.9
Ro-Ro,8282,137,63521.0,31050.3,2003.8,2004.2,2008.5,2008.2,140.7,540.6,315.4,344.1,12.0,46.8,72.4,78.8,6.0,16.1,17.5,18.6,11222.3,848378.0,864666.9,33773612.2,65908093.0,73493873.7,4078.0,9591.5,10248.7
Container,6809,815,410110.0,433821.4,2006.1,2008.5,2011.6,2011.3,354.1,1167.6,1403.2,1362.2,36.0,84.3,283.8,274.2,15.0,24.0,36.7,35.6,43618.6,3350284.7,3414610.1,222059940.1,695265338.9,747251679.7,32612.7,110246.5,129747.2
Chemical tanker,5287,998,52865.7,84142.0,2005.7,2007.8,2009.2,2009.3,445.5,1127.1,1028.3,1061.9,59.0,129.2,258.3,263.5,25.0,38.4,50.7,50.9,12887.9,977270.2,996033.7,45650638.2,183421360.3,218022361.0,8634.5,39830.2,48753.9
Ferry-RoPax,5225,61,57141.0,11494.2,1999.3,1999.9,2000.2,2000.4,130.8,2382.1,358.0,347.2,10.0,275.7,1368.5,1474.2,3.0,37.7,148.4,132.7,11836.1,895193.8,912381.5,71513613.6,176809196.7,216973484.5,13686.8,29218.2,26638.9
Vehicle,2776,422,84591.8,28414.9,2003.4,2007.3,2007.6,2007.4,331.2,793.0,798.0,786.2,32.0,61.3,127.6,125.8,12.0,15.2,15.9,15.8,6144.1,466638.2,475597.7,28773783.9,126861535.3,146918587.4,10365.2,39398.1,42401.0
Liquefied gas tanker,1941,248,49808.9,43158.9,2007.3,2008.9,2011.7,2011.6,512.7,1663.8,2246.5,2056.3,59.0,144.4,309.0,301.2,24.0,40.1,42.2,42.7,8293.1,583487.4,594690.4,18837693.7,82781454.1,77992090.0,9705.1,60412.9,84831.0
Oil tanker,1817,664,146807.5,266763.5,2007.7,2008.8,2009.0,2009.0,708.5,2200.1,1645.0,1661.3,91.0,238.2,371.3,374.4,30.0,62.4,82.7,84.2,16931.4,1294661.9,1319519.4,133406564.7,257116077.6,293424654.5,73421.3,186154.7,230082.7
Bulk carrier,1763,1034,107197.4,191173.0,2006.1,2009.8,2010.7,2010.7,1017.5,2317.7,2184.3,2213.3,119.0,250.9,425.8,430.7,46.0,93.5,91.9,91.7,9600.9,737328.0,751484.7,54415003.6,133745331.4,165803060.9,30865.0,119079.5,144628.2
Miscellaneous - fishing,1708,443,1903.5,1522.8,1997.2,1997.2,1997.8,1998.3,461.6,1002.9,1083.1,1097.1,59.0,217.8,524.4,483.3,11.0,64.1,127.8,145.2,1424.7,107063.8,109119.4,10708787.8,23754155.7,27006069.6,6269.8,14755.6,17491.9
Cruise,1128,123,48382.1,4978.4,1996.9,1994.7,2003.8,2001.4,518.9,480.3,639.5,652.9,38.0,41.2,67.6,70.8,10.0,13.2,11.1,11.1,10442.0,796171.5,811458.0,11401478.3,82829956.3,101801558.8,10107.7,64162.3,74016.8
Service - other,834,202,2588.7,2826.1,2000.2,1998.6,2001.8,2002.3,218.7,1125.6,562.3,427.7,28.0,235.7,439.2,281.2,5.0,123.5,109.6,98.2,895.9,67318.3,68610.8,19720968.3,40463097.4,43601437.8,23646.2,52616.9,59411.9
Service - tug,694,235,1046.4,755.4,2004.8,2004.0,2008.3,2007.5,382.0,737.2,759.0,784.2,75.0,178.7,387.2,396.0,17.5,123.3,224.5,236.6,797.9,59957.8,61109.0,19322229.9,45691257.2,61178123.8,27841.8,71892.6,97067.2
Refrigerated bulk,286,80,9716.5,10572.0,1998.6,1995.8,1999.7,1999.6,3904.4,2686.3,3735.7,3810.5,204.0,179.4,284.2,284.5,32.0,26.4,32.5,32.7,3851.1,294581.3,300237.3,31363289.3,68530310.2,77192949.4,109661.9,233688.2,252313.0
Ferry-pax only,25,12,12.3,2.1,1959.6,1967.1,1989.0,1966.4,309.5,522.2,874.4,592.5,83.0,179.1,318.1,266.7,33.0,31.2,25.8,40.6,10.4,782.6,797.6,124619.3,272687.0,345932.0,4984.8,12041.5,15888.1
Other liquids tankers,12,4,50.7,68.6,1992.9,2002.8,2004.8,2003.3,666.9,652.0,627.0,628.2,72.5,66.5,71.7,76.5,43.0,50.2,55.0,51.8,26.5,2019.7,2058.5,35208.5,100531.0,216744.8,2934.0,10164.6,16425.0
