Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,7165,1059,5446.1,7693.4,1997.0,2001.8,2001.8,2002.1,212.8,271.3,298.7,295.4,26.0,35.1,67.4,64.2,24.0,39.1,48.7,45.3,1853.0,139701.8,142384.1,19511618.6,56400223.6,80640529.4,2723.2,9278.5,13058.9
Service - other,6333,198,4154.1,4692.6,1997.8,1998.7,1998.2,1996.7,127.1,576.7,238.7,202.9,20.0,127.5,184.5,119.9,11.0,67.0,142.0,115.1,2751.0,206603.4,210570.2,32745405.9,67186383.9,72397397.3,5170.6,11505.5,12991.3
Miscellaneous - fishing,4308,218,1564.3,1103.2,1998.7,1994.4,2000.1,2001.0,234.9,600.9,382.2,309.7,32.0,91.4,214.8,189.5,13.0,49.9,113.7,91.2,1865.3,140058.6,142747.7,7757947.7,17208623.5,19564462.3,1800.8,4238.2,5024.1
Service - tug,4267,281,2311.2,1580.8,2002.7,2003.1,2008.0,2007.8,157.1,396.5,435.4,433.7,53.0,226.6,368.1,354.9,29.0,64.7,132.2,130.8,2512.2,188634.5,192256.2,40434792.9,95616112.9,128024807.3,9476.2,24469.2,33037.5
Chemical tanker,3433,536,7148.1,10664.7,2005.7,2006.9,2007.0,2007.0,195.6,210.7,230.0,229.3,24.0,32.2,68.4,69.2,23.0,33.9,42.6,43.2,3709.5,280383.0,285766.3,12116208.9,36940336.9,44704506.1,3529.3,12125.3,14746.9
Ferry-RoPax,3193,69,24955.6,4788.6,2000.8,1999.8,2001.7,2001.8,183.4,2188.9,490.2,415.6,11.0,378.8,1249.8,1256.3,4.0,107.4,30.9,31.7,8651.6,657933.5,670565.8,33347917.7,81107999.8,100494100.9,10444.1,22428.6,22006.4
Oil tanker,2688,342,21261.9,37607.9,2004.3,2008.1,2006.8,2006.9,197.2,305.5,370.4,368.4,35.0,61.1,125.6,125.1,19.0,49.5,64.1,64.4,6347.7,479232.6,488433.9,23723554.2,35699449.5,40131908.5,8825.7,22700.3,28411.9
Ro-Ro,2191,58,8254.0,3551.2,2002.7,2003.8,2005.4,2003.4,145.6,252.2,256.0,247.2,11.0,22.6,40.7,39.6,6.0,38.0,26.5,26.9,2380.6,182594.0,186099.8,3911198.1,8031986.8,8612468.6,1785.1,4201.5,4516.9
Container,1845,355,6118.2,6965.9,2004.4,2008.1,2007.8,2007.6,182.7,137.1,136.0,138.2,19.0,14.8,28.2,27.9,15.0,18.8,23.0,22.8,1401.1,106036.8,108072.7,8246714.8,22653791.1,25584310.6,4469.8,13039.9,15048.2
Cruise,1112,86,8598.2,966.2,1983.7,1994.6,2001.7,1997.3,205.0,241.5,308.1,296.4,17.0,20.0,34.0,33.4,10.0,10.1,14.4,13.9,2424.8,184194.2,187730.7,3465333.8,19347247.5,25061152.5,3116.3,15414.6,18551.8
Bulk carrier,586,253,4939.6,8452.7,2001.5,2007.8,2002.3,2002.5,220.5,318.5,352.4,351.9,29.0,58.7,82.7,81.2,41.0,88.3,69.7,70.0,634.7,48230.5,49156.6,2741567.3,6707835.6,8344649.4,4678.4,17910.8,21804.8
Liquefied gas tanker,502,112,1781.5,1903.0,2007.7,2007.5,2010.3,2010.2,343.1,375.0,429.4,437.4,42.0,52.7,88.7,89.4,24.0,36.1,49.6,49.4,719.8,54049.4,55087.1,1327111.6,4069255.3,4387722.8,2643.6,14712.8,19518.8
Vehicle,397,185,4350.8,1440.8,2005.1,2006.8,2006.6,2006.1,152.3,236.4,232.4,229.2,21.0,25.3,36.8,36.2,13.0,16.9,17.8,17.8,347.3,26316.5,26821.8,1458997.5,6432614.8,7449623.5,3675.1,13968.9,15033.6
Ferry-pax only,202,15,84.8,12.4,1980.8,1982.3,1995.4,1990.2,379.2,1680.7,825.0,726.8,62.5,327.6,1065.9,803.0,18.5,50.1,268.9,279.5,138.0,10412.4,10612.3,986231.9,2021827.8,2548586.5,4882.3,11392.8,15020.6
Other liquids tankers,33,2,18.1,19.8,1973.5,1980.5,1973.9,1974.4,1064.8,831.4,1646.5,1538.3,74.0,67.2,360.8,349.1,21.0,21.8,181.5,175.4,50.1,3764.5,3836.8,10176.4,29056.7,62646.3,308.4,1068.3,1726.3
Refrigerated bulk,26,10,37.9,37.5,1999.3,1995.1,1994.7,1993.6,244.0,315.9,290.3,295.7,19.0,28.9,33.9,34.3,5.5,23.8,17.1,17.7,24.2,1820.5,1855.4,111321.5,243242.8,273990.2,4281.6,9124.0,9851.2
