Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Netherlands,15163,2694,79389.6,73750.7,2002.7,2004.5,2006.0,2006.5,204.0,402.5,275.6,316.5,19.0,75.5,774.8,255.9,14.0,58.0,53.0,78.3,18447.5,1388671.5,1415334.0,98340936.4,245237418.7,290192151.1,6485.6,17546.4,20388.1
Belgium,6887,1665,40305.7,30110.6,2003.1,2005.4,2007.2,2007.4,205.6,345.6,233.3,240.4,18.0,43.5,33.5,42.5,13.0,34.6,27.9,35.7,7204.5,541555.0,551952.8,34225543.3,94249576.3,110392117.1,4969.6,14999.0,17578.2
France,5381,1399,40798.9,25858.2,2002.3,2004.6,2006.5,2008.1,187.6,438.4,287.3,303.6,18.0,65.6,130.9,113.1,12.0,39.9,60.7,48.6,7923.2,596792.7,608251.1,41890720.5,113436359.3,137335846.1,7784.9,21147.2,23282.4
Ireland,4579,810,16449.7,8758.6,2002.1,2003.1,2001.9,2004.4,133.4,519.1,260.2,273.9,12.0,79.3,131.8,90.3,10.0,58.6,93.1,59.9,4535.8,347402.4,354072.5,20931772.2,56122478.0,70161020.4,4571.3,12349.2,13918.0
Germany,3305,1312,41703.5,40319.1,2004.1,2004.9,2009.4,2009.1,395.6,516.8,468.9,485.8,37.0,65.0,58.8,74.1,21.0,44.1,31.3,35.3,5890.5,443445.4,451959.6,29845793.3,82639550.8,98734491.8,9030.5,29354.0,35523.1
Norway,2627,1130,25052.4,27343.7,2001.9,2002.7,2006.3,2007.8,527.7,671.7,726.1,757.7,52.0,94.0,95.1,107.7,18.0,44.4,51.1,67.9,5253.1,394134.1,401701.5,28971252.9,80042801.7,100394681.9,11028.3,35837.7,45906.9
Spain,2522,1098,51821.9,43460.3,2003.7,2004.7,2006.3,2007.9,772.8,1197.2,1053.4,1274.9,75.0,133.7,116.6,162.3,17.0,70.3,27.0,35.4,8119.0,621252.8,633180.9,42044196.6,128080088.3,157738529.4,16671.0,55783.1,67862.3
Sweden,1544,585,14955.6,16064.6,2003.7,2005.1,2005.7,2006.6,653.9,860.6,672.1,761.8,63.5,92.2,77.5,98.0,16.0,36.1,23.3,26.9,2961.7,222052.7,226316.1,16829859.6,45511865.0,58705839.5,10900.2,35702.3,45892.1
Denmark,1410,751,13915.2,16988.6,2003.2,2003.0,2007.5,2008.0,572.1,725.1,685.1,752.3,60.0,92.1,156.1,145.2,14.0,58.5,64.2,61.8,3009.4,226025.8,230365.5,18978228.4,47421350.2,59147423.1,13459.7,39787.6,49818.4
United States of America,815,470,146397.2,144723.8,2008.5,2008.6,2008.8,2009.6,3670.5,4041.1,3982.3,4032.4,263.0,359.0,337.4,394.8,30.0,53.4,44.3,58.9,15375.1,1168478.9,1190913.7,81639764.7,278477080.5,319671661.8,100171.5,381624.3,455994.1
Portugal,677,358,13993.4,6535.3,2003.3,2003.8,2004.5,2005.4,987.7,1039.8,1101.5,1037.8,93.0,116.0,87.2,110.7,27.0,51.3,21.2,38.8,2555.6,196329.0,200098.5,10315837.1,37639317.9,46926845.5,15237.6,57732.4,71142.4
Guernsey,546,41,1492.2,369.5,1998.3,1996.5,2002.3,1999.1,111.7,195.7,159.8,141.3,9.0,24.7,16.5,15.0,0.0,21.6,11.9,9.8,431.1,32432.7,33055.4,1326544.0,3917381.5,4756609.9,2429.6,6479.6,6487.3
Russian Federation,538,417,26578.2,42355.5,2006.7,2007.3,2010.3,2009.9,1619.3,1621.7,1737.7,1689.7,154.0,165.6,184.3,184.3,57.0,80.3,71.4,74.0,3043.7,222485.0,226756.7,18525357.1,51994675.7,60597652.3,34433.7,124261.0,158839.5
Jersey,439,26,417.4,259.0,1999.9,1997.4,1998.8,2000.4,135.6,259.7,154.7,157.7,15.0,30.3,17.8,22.9,3.0,10.1,5.1,7.3,147.4,11068.2,11280.7,757864.8,1688290.4,2247576.0,1726.3,4754.4,5909.2
Poland,420,233,6168.7,7313.3,2002.1,2002.9,2010.1,2009.7,873.0,973.0,1053.3,1059.8,81.0,101.3,96.0,103.9,25.0,99.4,86.2,93.1,1119.2,84072.9,85687.0,5618680.4,16381620.3,19911437.2,13377.8,44466.2,55872.3
Canada,284,170,45673.0,45561.9,2007.6,2007.9,2009.0,2008.7,2841.3,2882.9,2804.7,2830.0,209.0,257.2,224.1,250.5,30.5,66.3,55.1,78.8,3664.4,281046.9,286443.0,26479799.4,73191153.8,84507244.8,93238.7,290448.3,330609.1
Latvia,246,161,3302.0,5427.2,2003.7,2005.2,2009.1,2009.3,1087.8,1318.5,1284.3,1290.0,104.0,120.8,126.2,126.7,39.0,70.5,85.5,88.0,542.8,40798.9,41582.2,4107566.7,11235858.1,14916538.0,16697.4,57942.9,75877.7
Finland,229,130,3696.3,4799.4,2003.3,2003.8,2006.5,2007.3,1320.5,1373.9,1415.1,1455.0,113.0,147.4,123.7,133.8,28.0,37.2,43.1,45.4,858.1,64466.0,65703.8,4262886.5,12738565.2,15791302.6,18615.2,66283.1,82760.9
Lithuania,211,138,2691.0,4329.6,2005.2,2004.6,2008.1,2008.4,929.5,1093.9,1177.3,1196.4,95.0,134.4,155.7,162.4,25.0,53.7,56.1,58.8,504.5,37957.2,38686.0,3653663.2,9699491.0,12088929.1,17315.9,55427.7,68702.2
Iceland,203,90,3119.1,1153.1,2000.7,1999.2,2003.7,2002.9,1038.3,869.1,813.1,958.0,85.0,78.2,60.6,83.2,15.0,39.3,24.1,37.4,817.8,62778.4,63983.8,2559215.2,9549982.6,11957965.4,12607.0,49536.9,58860.9
Gibraltar,186,165,11606.0,13086.5,2007.3,2007.4,2007.9,2008.8,1310.1,1418.6,1345.6,1408.3,123.0,137.9,120.2,146.1,8.0,12.5,16.1,16.2,1493.1,114744.2,116947.3,6679021.7,19872462.1,22949256.6,35908.7,128894.8,165203.8
Estonia,177,148,5400.0,8893.6,2005.8,2005.5,2008.2,2008.6,1235.7,1359.6,1425.9,1439.5,120.0,134.9,148.0,150.1,11.0,38.4,24.3,24.8,716.6,53883.3,54917.8,4465561.8,13479365.3,16292893.5,25229.2,92875.8,116493.2
Morocco,170,140,9966.4,10539.5,2008.3,2008.2,2011.2,2011.8,1372.6,1543.2,1516.1,1554.0,118.5,145.8,155.8,183.3,31.0,68.0,36.4,46.5,981.7,75421.4,76869.5,5398707.1,16922504.1,19378380.0,31757.1,120248.3,146739.1
Singapore,147,104,130969.4,117572.9,2011.4,2010.8,2013.2,2013.4,8384.1,8426.0,8428.1,8278.6,520.0,544.2,536.9,539.4,17.0,18.2,21.5,23.7,9202.5,712017.3,725688.1,48360025.6,157556649.1,175470740.1,328979.8,1217659.8,1452952.1
Italy,121,104,7748.6,6369.0,2004.8,2005.2,2006.4,2005.8,2225.2,2384.6,2342.9,2461.0,199.0,218.7,188.5,226.0,28.0,56.0,41.0,62.9,867.7,66731.1,68012.4,5752385.4,17428909.0,21034769.4,47540.4,155393.0,186944.7
Turkey,117,110,10018.1,15611.7,2006.8,2007.1,2009.1,2009.7,3159.2,3169.8,3203.8,3184.2,277.0,289.2,286.9,297.5,61.0,90.0,80.2,86.4,1056.2,81438.0,83001.6,26026280.2,57650073.6,65325901.5,222446.8,573302.5,668245.4
Isle of Man,112,34,359.1,152.4,1984.7,1998.1,1998.0,1996.3,290.4,531.5,721.7,642.3,22.0,132.3,509.6,445.0,12.5,20.8,5.0,8.8,138.1,10573.1,10776.1,623433.5,1624861.1,2039307.0,5566.4,13372.4,13826.4
China,84,56,100445.2,124117.7,2011.3,2009.3,2012.9,2012.6,9904.8,9864.0,10314.8,10618.8,632.0,754.1,859.5,983.0,17.5,42.8,36.8,46.5,7489.5,579579.2,590707.1,38412661.1,115139911.8,114978923.4,457293.6,1485960.4,1814757.5
Faroe Islands,82,61,319.6,171.5,1991.0,1991.4,1988.9,1994.2,494.2,796.8,522.8,618.3,46.5,103.2,150.9,147.9,19.5,79.1,71.0,108.0,125.8,9538.8,9722.0,632236.9,1911508.6,2351726.9,7710.2,23183.3,27823.8
Greece,76,60,20431.1,22810.3,2010.7,2009.5,2013.6,2013.1,2904.5,3387.0,3001.1,3047.4,185.0,288.3,212.0,224.2,18.0,36.8,23.6,25.1,1690.0,130065.4,132562.7,9598088.4,23513284.3,28903856.5,126290.6,447765.3,557168.9
Malaysia,63,52,78776.7,81579.3,2012.0,2011.7,2013.9,2014.7,8245.3,8746.1,8818.4,9327.1,501.0,579.0,620.2,726.4,24.0,23.1,25.8,26.3,5290.3,409265.8,417123.7,25691144.8,93753390.2,92718452.0,407795.9,1477324.5,1779054.8
