Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Netherlands,13695,2481,72130.1,73997.6,2002.7,2004.5,2006.0,2006.8,206.1,425.5,269.3,338.2,20.0,74.5,90.1,118.4,12.0,45.6,124.5,62.0,16435.1,1235401.8,1259121.5,82845422.0,207954699.6,245537254.6,6049.3,16791.1,19854.8
Belgium,6805,1508,43160.2,32280.8,2003.0,2005.5,2007.3,2007.6,209.6,360.1,251.6,273.3,21.0,51.8,43.7,53.7,11.0,35.7,31.8,39.8,7802.6,586461.3,597721.3,35466660.7,97976421.0,114958712.6,5211.9,16132.3,19033.9
France,5054,1298,43954.0,26330.2,2002.0,2004.6,2003.7,2007.0,173.4,551.2,371.0,391.8,16.0,78.0,1205.7,507.9,11.0,42.0,28.6,42.4,8943.4,671971.0,684872.9,49812233.7,130697231.3,159378202.4,9856.0,25716.2,27881.7
Ireland,4704,976,23846.3,11565.2,2002.2,2003.3,2002.4,2005.2,131.2,470.5,367.5,331.4,13.0,79.0,1139.9,548.6,9.5,43.9,66.4,50.5,5880.1,450303.7,458949.6,30722564.7,80822460.1,100486936.7,6531.2,16727.8,18047.0
Germany,3567,1223,45505.7,34820.9,2003.4,2004.3,2008.2,2007.6,414.2,567.7,459.7,475.3,40.0,70.5,52.3,66.4,19.0,35.9,28.6,36.5,6457.0,485360.2,494679.1,28881907.0,89911415.1,107562490.3,8097.0,27747.3,33700.5
Spain,3000,1447,101183.7,99520.4,2004.7,2005.6,2008.7,2009.3,1164.5,1366.3,1321.1,1417.3,99.0,140.6,116.0,131.6,23.0,52.2,39.9,55.7,12457.4,955475.5,973820.7,73010825.1,216119200.3,259111972.2,24336.9,81466.3,98384.5
Norway,2038,823,23487.6,25253.4,2002.0,2002.7,2006.0,2007.0,582.7,764.1,735.7,799.1,60.0,115.0,111.2,132.8,21.0,49.3,46.9,60.2,4889.6,367143.4,374192.6,28070809.9,75837468.1,94661879.8,13773.7,43418.9,55502.2
Sweden,1559,526,14207.5,13740.1,2002.9,2004.9,2004.8,2005.8,696.3,844.0,698.3,774.0,73.0,93.4,77.7,96.4,23.0,41.8,30.4,42.9,3121.8,234342.8,238842.2,15900928.6,44046923.7,57113293.3,10199.4,33958.8,43685.8
Denmark,1149,541,9791.4,10222.7,2003.1,2001.8,2006.5,2006.9,559.9,733.1,604.8,671.1,56.0,100.8,94.8,117.7,19.0,65.0,50.0,59.2,2378.4,178804.0,182237.1,13548789.2,34002699.3,42153520.2,11791.8,34334.7,42629.6
Portugal,1033,455,23422.6,16897.5,2004.0,2004.6,2004.0,2005.5,1002.2,1074.6,1043.3,1064.5,84.0,118.3,86.4,105.0,19.0,44.0,22.7,32.3,4036.5,309657.6,315603.0,19477652.7,64333493.5,77583108.3,18855.4,66285.3,79825.9
