Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,260,39,1244.9,1565.7,2007.6,2006.1,2007.2,2007.3,237.7,874.8,787.5,723.9,35.5,90.0,248.5,239.6,18.0,76.5,84.2,82.3,292.6,22471.8,22903.2,1723647.2,5254764.4,7370778.4,6629.4,28380.0,36766.4
Service - tug,251,10,22.5,20.9,1999.8,2007.0,2008.7,2007.8,76.9,330.8,236.3,199.9,8.0,40.6,154.6,137.9,13.0,130.8,494.1,471.0,38.8,2913.6,2969.6,534362.2,1263605.7,1691899.7,2128.9,5497.3,7422.3
Bulk carrier,50,37,1089.4,1808.4,2004.0,2007.4,2009.6,2009.6,935.1,1043.9,1122.1,1137.0,95.0,115.1,234.1,229.6,113.5,139.6,111.0,108.7,120.8,9295.5,9474.0,692164.2,1646144.2,2317415.9,13843.3,53682.9,66732.3
Refrigerated bulk,42,26,311.8,368.3,1990.0,1990.8,1990.3,1990.3,1189.4,1126.6,1412.5,1398.3,126.5,154.9,370.0,369.5,149.0,135.3,192.0,195.8,272.9,20616.8,21012.7,1092757.1,2387727.4,2689550.3,26018.0,55444.1,59863.0
Container,37,3,43.0,56.5,2008.0,2007.7,2007.9,2007.9,199.2,179.9,184.5,184.4,26.0,22.8,32.5,32.4,38.0,28.2,35.1,35.0,16.4,1241.2,1265.0,122269.9,313988.5,354661.3,3304.6,8642.7,9763.9
Chemical tanker,23,20,358.9,575.8,2007.1,2006.8,2009.6,2009.8,1064.8,1148.6,1034.5,1031.8,130.0,150.3,169.8,170.2,52.0,83.3,80.6,80.1,83.6,6420.2,6543.5,362033.8,1313559.3,1542772.5,15740.6,64670.6,77296.7
Ro-Ro,7,1,8.5,10.3,2017.0,2017.0,2017.0,2017.0,737.4,737.4,862.7,862.7,128.0,128.0,346.1,346.1,18.0,18.0,21.9,21.9,10.8,810.1,825.6,37464.4,288836.0,136299.0,5352.1,13061.3,18619.3
Service - other,6,4,8.8,10.3,1997.8,1997.5,1987.9,1987.4,289.9,554.2,1332.9,1442.7,89.5,169.9,450.4,457.9,45.0,72.2,24.7,21.9,7.0,525.7,535.8,71636.7,146982.9,158382.9,11939.5,26567.3,29998.2
Ferry-RoPax,4,1,8.4,0.6,1976.0,1976.0,1976.0,1976.0,3449.3,3449.3,4795.9,4795.9,276.0,276.0,732.5,732.5,0.0,0.0,40.6,40.6,18.4,1382.8,1409.4,19780.3,42793.6,56896.5,4945.1,11040.0,15732.7
Oil tanker,2,2,91.3,159.2,2012.0,2012.0,2012.0,2012.0,1061.1,1061.1,1061.1,1061.1,243.0,243.0,241.9,241.5,102.5,102.5,102.5,102.5,11.9,925.0,942.7,125573.7,196927.2,266838.4,62786.8,144767.0,182216.5
Miscellaneous - fishing,2,1,0.6,0.6,1986.0,1986.0,1986.0,1986.0,315.4,315.4,315.4,315.4,32.0,32.0,32.9,32.9,189.0,189.0,276.1,276.1,0.7,53.8,54.9,4107.2,9110.6,10357.9,2053.6,4833.1,5729.3
Liquefied gas tanker,1,1,11.3,10.2,1993.0,1993.0,1993.0,1993.0,5072.3,5072.3,5072.3,5072.3,507.0,507.0,507.0,507.0,1916.0,1916.0,1916.0,1916.0,34.5,2598.4,2648.3,7672.8,22229.5,24548.4,7672.8,42008.5,55242.2
