Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,4501,612,160218.6,192660.8,2006.4,2007.0,2007.3,2007.1,1026.9,1315.8,1289.4,1294.7,76.0,94.4,117.1,117.6,21.0,26.6,30.8,30.6,25075.3,1936171.9,1973346.4,159077883.3,522206544.0,586545729.5,35342.8,125034.3,148211.4
Bulk carrier,1616,1195,125773.4,214065.6,2008.6,2009.1,2009.3,2009.5,2094.6,2685.7,2794.9,2792.1,200.0,257.9,412.5,414.5,110.0,171.8,175.7,176.8,11257.4,870997.0,887720.1,78000661.1,175925572.7,226450050.8,48267.7,174465.7,210204.5
Chemical tanker,1369,485,19063.3,30512.5,2007.1,2008.0,2008.1,2008.0,1085.1,1630.0,1533.3,1539.5,104.0,146.6,233.8,233.2,28.0,43.3,56.2,55.9,4808.6,369356.0,376447.7,27978945.5,91455916.9,110497636.1,20437.5,74921.7,91456.6
General cargo,1283,631,26117.1,36535.4,2005.8,2006.3,2007.2,2007.3,1724.4,2202.2,2292.3,2314.3,179.0,212.0,319.8,324.4,52.0,85.6,98.3,99.7,4774.8,366603.0,373641.8,23539907.6,77036893.2,110556685.3,18347.6,89838.9,119606.3
Oil tanker,945,435,133640.7,248929.3,2005.8,2007.0,2006.3,2006.3,1422.5,2680.6,3217.3,3260.0,144.0,262.9,463.5,468.5,38.0,64.7,63.1,62.5,10869.3,840465.7,856602.7,99658364.1,181989747.0,200493862.3,105458.6,275582.0,342563.0
Vehicle,632,231,71905.5,23327.9,2005.6,2006.9,2006.5,2006.4,1541.0,2548.9,2264.2,2275.0,99.0,167.3,221.3,221.6,14.0,21.9,26.2,26.1,4515.5,349717.4,356432.0,23622510.8,104149944.3,120616250.4,37377.4,142071.4,152900.0
Liquefied gas tanker,592,195,43688.1,38824.4,2002.9,2005.7,2008.1,2007.8,1529.8,2783.9,4355.0,4127.9,130.0,217.5,454.3,444.5,30.0,54.3,40.4,41.8,6031.5,420588.6,428663.9,13183773.8,71279294.0,63029828.3,22269.9,150936.2,219571.2
Service - tug,258,132,380.8,324.8,2011.4,2010.5,2009.5,2009.5,578.3,1701.2,1886.4,1839.0,124.5,363.8,1135.8,1076.1,27.5,210.9,946.7,994.8,312.3,23454.2,23904.5,8307751.6,19645331.6,26304037.2,32200.6,83147.7,112263.5
Cruise,181,51,11067.8,1156.2,2001.8,2001.5,2005.5,2005.0,591.1,862.1,762.5,792.3,40.0,76.5,74.8,79.9,12.0,19.9,19.9,20.2,2232.2,172784.2,176101.7,2425260.8,18552069.8,22822207.5,13399.2,89794.4,104246.8
Refrigerated bulk,118,64,2539.6,3101.1,1989.5,1989.3,1989.9,1989.8,4506.3,4661.6,4774.2,4820.5,425.0,522.3,735.3,743.3,332.5,295.5,318.3,322.5,1959.7,148581.5,151434.2,9199974.2,20102390.3,22643452.1,77965.9,166144.4,179386.1
Ferry-RoPax,20,3,385.3,72.8,1984.3,1987.7,1979.5,1979.5,522.6,1051.7,2031.7,2037.0,40.0,94.2,203.1,203.2,20.0,17.3,258.8,258.7,43.9,3326.5,3390.4,452439.9,1118848.0,1372833.6,22622.0,48288.9,43981.1
Service - other,14,11,117.0,47.2,1999.6,1997.5,2004.5,2003.3,1115.1,2699.9,1834.2,1316.2,202.0,764.4,597.7,576.4,80.5,76.7,85.9,82.5,57.4,4350.5,4434.0,329601.4,676269.6,728721.5,23543.0,52387.0,59152.4
Ferry-pax only,13,2,26.7,2.1,1992.0,1992.0,1992.0,1992.0,2204.0,8397.7,4082.8,4082.8,99.0,1044.0,659.3,659.3,56.0,125.5,132.3,132.3,29.7,2229.8,2272.6,170305.7,346843.5,436915.6,13100.4,30464.5,40162.2
Miscellaneous - fishing,9,6,92.3,57.5,1995.4,1999.8,2008.4,2004.0,3780.0,4857.5,5334.8,4356.0,353.0,884.1,1411.3,1030.5,123.0,147.2,106.5,143.4,36.7,2761.3,2814.4,404323.1,896866.7,1019646.6,44924.8,105728.4,125334.7
Ro-Ro,3,3,25.6,18.0,1995.7,1995.7,1997.6,1997.6,205.2,861.8,829.1,926.3,45.0,72.3,148.5,149.6,40.0,34.0,13.5,13.9,6.2,482.6,491.9,20601.5,48334.8,46895.0,6867.2,16193.4,17713.2
