Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Laem Chabang,4131,1212,231969.3,222971.9,2006.9,2007.1,2007.2,2007.3,1244.8,2099.5,1632.1,1596.6,83.0,153.6,176.4,181.4,21.0,55.9,44.8,56.2,27170.1,2100637.6,2140969.9,166803493.0,547288842.1,626872683.2,40378.5,143074.4,167924.3
Map Ta Phut,1533,884,110738.2,162289.8,2007.8,2008.2,2009.4,2009.5,1517.2,2246.5,3144.7,2981.1,138.0,206.1,396.9,384.2,36.0,54.3,62.5,69.0,12515.0,921830.4,939529.5,68445589.4,193946601.6,212577419.3,44648.1,162101.1,210101.8
Ko Si Chang Terminal,946,843,92242.7,163256.2,2008.3,2008.7,2007.8,2007.8,1836.6,2536.6,3043.0,3101.5,168.0,245.3,475.6,488.0,124.0,188.4,152.6,150.3,7980.2,617054.3,628901.7,54776475.7,122166819.4,148790360.8,57903.3,198568.4,243454.6
Siam Seaport,655,401,27360.6,39346.8,2006.1,2007.0,2006.7,2007.1,1560.0,2223.9,2043.1,2069.6,136.0,213.6,316.7,323.7,40.0,91.8,74.6,77.0,3757.2,289744.8,295307.9,22051712.0,62170834.3,75959356.2,33666.7,126842.7,155873.4
Phra Khanong,614,210,8547.5,11035.2,2006.7,2006.4,2006.6,2006.7,831.2,1328.5,1030.1,1040.7,88.0,148.1,161.3,165.4,32.0,58.4,38.3,38.8,2086.7,159955.1,163026.2,10750279.7,37853800.3,44401517.3,17508.6,69886.5,85790.9
Rayong,499,322,39437.2,71415.6,2006.8,2007.0,2005.7,2005.6,1506.8,2328.3,3295.6,3411.2,144.0,215.9,422.8,430.5,41.0,65.0,63.3,62.1,3778.2,291456.7,297052.7,29440738.2,60703577.5,68720651.5,58999.5,176836.5,219520.6
Si Racha Terminal,364,283,19698.5,32625.9,2007.0,2007.1,2007.6,2007.8,1345.0,1963.5,2002.7,2027.5,133.5,193.6,306.8,315.0,31.0,77.1,88.5,91.3,2293.6,177280.0,180683.8,16692325.5,40994329.5,47657638.9,45858.0,145033.6,178082.3
Sattahip,347,247,13676.3,17573.1,2002.5,2003.9,2005.6,2006.3,1467.1,2462.9,2535.5,2464.8,108.0,208.0,296.3,299.7,32.0,91.5,135.4,153.2,1839.2,141529.8,144247.2,12522556.5,33983191.4,42054195.8,36088.1,126148.8,155196.3
Nh Prosperity,300,234,12849.2,19661.1,2003.3,2004.8,2006.0,2006.7,1706.8,2453.0,2648.6,2672.2,131.0,214.3,429.9,454.3,32.5,80.6,79.0,79.6,1780.5,137174.0,139807.7,11082273.8,33085248.2,38870415.2,36940.9,140749.7,180403.3
Siam Bangkok Port,294,158,3939.7,5114.8,2003.2,2002.8,2001.5,2001.6,980.4,1973.9,1328.4,1280.5,97.0,240.6,336.7,339.9,29.0,149.0,123.2,123.4,1421.9,108377.4,110458.2,7781613.4,22585070.1,26751587.7,26468.1,84132.8,101030.0
Bangkok,253,165,3216.9,4613.2,2005.0,2005.6,2005.3,2005.4,946.4,1697.8,1333.4,1343.0,99.0,182.3,218.7,223.0,23.0,71.4,77.0,74.6,935.2,71555.9,72929.8,5441316.0,15399253.1,18821752.2,21507.2,73941.5,91245.9
T S Transport And Logistics,193,104,3370.4,4331.4,2001.2,2003.9,2002.0,2002.1,1223.3,1604.0,1497.7,1471.0,106.0,173.8,230.8,231.9,24.0,56.1,42.6,45.1,785.4,60307.6,61465.5,4421492.1,15736299.6,18918989.2,22909.3,92536.8,114254.2
Bangpoomai,178,137,3033.7,3963.6,2003.7,2003.8,2003.5,2003.8,1374.3,2294.4,1774.0,1746.0,109.5,252.1,277.6,271.7,26.5,73.2,72.0,70.2,924.9,70789.4,72148.5,5391254.5,15250792.7,18160328.1,30287.9,98388.0,118775.0
Phuket Customs House,174,98,3447.2,2756.6,2001.7,2002.7,2005.0,2003.9,788.4,1283.8,693.8,1108.6,76.5,175.6,180.3,246.8,15.5,76.2,62.4,113.2,764.3,58830.3,59959.8,2294088.4,8057206.4,10377014.4,13184.4,56815.0,70739.8
Unithai Container Terminal,173,84,2570.1,3247.2,2005.6,2005.7,2005.9,2006.3,819.9,1595.5,1020.9,1005.9,60.0,152.0,122.1,118.7,17.0,38.0,28.1,28.6,616.4,47387.7,48297.6,3486895.1,11850270.9,13854487.3,20155.5,77388.1,94639.0
