Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Laem Chabang,4509,1230,200701.1,191478.1,2007.0,2007.0,2007.4,2007.6,1033.0,1646.3,1352.1,1295.5,81.0,139.6,157.7,153.0,14.0,45.0,33.7,40.9,25885.6,2000297.9,2038703.6,149707328.9,506255578.1,578788815.9,33201.9,120336.8,141670.8
Map Ta Phut,1429,809,59095.8,86261.4,2007.8,2008.3,2008.8,2009.2,1028.4,1600.9,1727.5,1623.2,127.0,167.2,293.5,281.8,24.0,52.7,82.0,78.1,7802.3,574205.2,585230.0,41532631.7,119249324.6,132849068.8,29064.1,106720.8,138205.6
Ko Si Chang Terminal,1020,899,68232.6,119193.3,2008.3,2008.6,2007.5,2007.5,1442.1,1935.1,2130.2,2155.5,133.0,206.4,361.3,366.1,41.0,89.6,90.2,90.1,5810.8,449188.9,457813.3,40851567.4,96095540.4,117220977.5,40050.6,143411.1,175970.1
Siam Seaport,727,425,22816.0,32699.9,2005.6,2007.0,2006.3,2006.7,1213.9,1745.5,1542.2,1560.6,100.0,176.7,221.5,232.1,22.0,77.0,67.4,70.9,3213.3,247824.1,252582.3,19784698.5,58050311.7,70073894.6,27214.2,102342.3,125235.6
Rayong,543,338,26649.9,47974.5,2006.7,2007.2,2006.1,2006.0,920.3,1580.5,2079.2,2141.9,120.0,174.0,881.8,923.5,23.0,48.1,50.5,50.3,2704.7,208374.3,212375.0,20540085.7,43492774.7,49577847.9,37827.0,116162.9,144708.2
Phra Khanong,420,213,6889.3,9110.0,2005.9,2006.3,2006.3,2006.5,1030.2,1727.3,1400.5,1424.0,97.5,156.6,165.5,168.6,16.0,92.6,66.2,72.3,1516.0,116374.8,118609.2,8506770.7,28796580.1,35021781.1,20254.2,81796.7,101657.8
Si Racha Terminal,373,284,16748.7,27519.3,2006.9,2007.0,2007.5,2007.6,1088.1,1737.3,1757.6,1783.6,116.0,182.1,315.2,329.6,30.0,65.4,79.5,83.6,1980.9,153010.6,155948.4,13769025.3,35566324.2,41313853.2,36914.3,121843.7,149609.5
Sattahip,290,200,8674.2,11002.5,2002.5,2004.2,2005.4,2006.0,1367.3,2455.1,2007.1,1978.4,122.0,302.9,404.5,399.5,19.0,83.6,75.9,84.6,1396.0,107166.2,109223.8,12790116.3,33518172.0,42754449.6,44103.8,142549.0,181952.5
Nh Prosperity,258,206,7786.2,12206.2,2003.5,2004.7,2005.8,2006.2,1168.1,1785.4,1633.8,1667.0,112.0,180.3,265.6,276.3,22.5,112.8,124.4,127.4,1185.3,91208.5,92959.7,7239034.4,20292205.6,24329041.1,28058.3,100037.5,124589.1
Siam Bangkok Port,234,131,2625.2,3483.4,2002.1,2001.7,1999.6,1999.9,1091.9,2159.0,1433.6,1359.4,103.0,231.9,294.1,290.3,23.0,137.1,154.8,150.6,1057.2,80534.6,82080.9,6087053.7,16149423.9,19592951.6,26013.0,77081.9,92827.2
Bangkok,216,150,2983.3,4244.7,2003.9,2004.6,2005.3,2005.9,1015.1,1976.9,1601.7,1566.6,100.0,205.5,291.5,282.7,30.0,113.6,129.5,125.7,902.0,68882.1,70204.6,5020721.5,12984073.2,16135979.2,23244.1,76501.5,94285.0
Phuket Customs House,184,102,3735.9,2499.7,2001.4,2002.6,2004.3,2002.2,742.9,1263.2,750.4,1002.2,66.5,114.3,109.5,163.0,22.5,96.6,66.9,132.6,821.5,63351.9,64568.2,2794001.9,9500965.5,12022768.9,15184.8,62534.6,76922.3
Unithai Container Terminal,151,94,2128.9,2710.3,2005.3,2004.9,2005.9,2006.4,931.5,1544.2,1084.6,1047.8,91.0,147.6,144.6,147.1,14.0,75.0,51.0,55.3,525.7,40311.5,41085.5,2866164.6,9478161.6,11354109.8,18981.2,73111.5,90169.0
Bangpoomai,147,114,2668.1,3675.1,2003.4,2003.4,2003.3,2003.8,1379.7,2363.4,1989.3,2045.1,148.0,237.8,324.2,339.4,22.0,89.5,84.6,78.3,695.5,53298.4,54321.7,4517418.2,12441566.7,15160968.1,30730.7,100846.0,123822.0
T S Transport And Logistics,140,87,2080.8,2843.5,2000.7,2003.9,2003.5,2003.7,1044.3,1692.9,1426.3,1488.3,94.5,192.7,197.0,206.1,21.0,84.4,90.7,94.6,499.6,38311.3,39046.8,2700936.5,9034095.0,11307859.9,19292.4,77677.0,97473.9
Phuket,140,87,3834.9,2252.8,2000.5,2002.2,2003.3,2000.8,698.4,1262.2,696.9,1165.9,63.0,159.7,116.1,218.2,13.5,69.6,38.7,76.2,706.0,54478.5,55524.5,1750683.4,7543348.0,9677034.5,12504.9,63823.8,82687.0
Siamgas And Petrochemicals,97,87,1373.6,2014.3,2003.7,2002.9,2001.6,2002.3,1617.3,2350.2,1919.0,1822.1,175.0,298.5,356.7,340.9,65.0,159.9,233.1,219.1,472.3,35987.8,36678.7,2990797.8,7892900.8,9999763.0,30833.0,96315.7,117405.5
Songkhla Harbor,88,52,845.6,1178.9,2003.1,2002.8,2002.1,2002.1,509.9,1514.2,1210.4,1272.6,70.5,261.6,347.7,325.0,16.5,180.3,242.6,245.5,229.0,17462.9,17798.2,2582347.4,6207870.9,7679880.0,29344.9,82496.6,104342.6
Bongkot Terminal,76,69,886.1,1427.3,2005.2,2005.4,2006.5,2006.8,707.2,1029.1,942.1,918.5,74.5,216.7,141.0,121.7,13.0,92.9,46.5,46.5,111.4,8541.3,8705.3,1166198.4,2642397.3,3390727.7,15344.7,48698.4,61719.4
Nakhon Si Thammarat,62,48,1430.0,1405.6,2005.2,2007.3,2006.2,2009.4,861.6,1900.2,1278.4,1878.1,112.0,247.0,313.4,329.9,40.5,77.5,80.3,99.8,339.6,26085.9,26586.7,959729.2,3034723.7,3904590.7,15479.5,63604.4,77438.3
Pattani,53,33,508.1,747.1,2004.1,2007.1,2002.5,2003.1,581.5,881.6,1166.5,1251.2,69.0,118.3,200.6,208.9,15.0,77.9,92.6,88.3,111.5,8569.3,8733.9,655139.5,2063635.4,2404799.4,12361.1,47813.7,58846.6
Khanom,50,42,573.3,813.1,2007.8,2008.7,2009.5,2010.0,618.1,1220.4,1431.5,1675.5,105.5,156.6,196.8,208.3,23.0,137.1,179.2,168.8,123.8,9523.6,9706.5,531277.8,1326580.7,1890836.9,10625.6,43494.0,56723.4
