Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Moin,56,11,417.9,524.3,2006.3,2005.7,2003.4,2003.4,404.1,368.6,413.3,413.2,61.5,82.5,66.5,64.5,73.0,42.3,87.3,87.9,116.4,8958.2,9130.2,464408.6,1684953.3,1861261.5,8293.0,30796.5,36501.5
Caldera,48,15,366.1,407.9,2000.2,1998.0,2008.8,2009.6,230.0,402.9,668.9,806.5,61.0,64.9,116.7,117.9,18.0,28.2,36.8,38.0,88.4,6741.5,6870.9,407145.4,1569048.8,1906834.5,8482.2,35216.0,44611.3
Limon,43,16,253.6,304.0,2006.1,2007.2,2003.4,2003.4,388.3,401.5,693.4,698.2,44.0,546.1,98.9,97.1,34.0,318.0,37.8,37.1,95.0,7243.1,7382.1,366173.3,1244697.0,1413764.3,8515.7,31212.3,37702.8
Golfito,39,12,62.0,29.1,1988.5,1992.9,1987.0,1980.0,272.4,770.5,316.2,865.2,67.0,112.4,308.0,593.1,11.0,39.7,440.7,901.4,51.0,3841.8,3915.6,279728.3,574550.2,690055.9,7172.5,15959.3,19906.5
Quepos,38,9,48.2,13.0,1989.4,1993.4,1991.7,1989.8,125.3,162.9,153.0,167.7,15.0,23.4,23.6,29.7,8.0,10.1,15.4,12.1,17.5,1331.7,1357.3,59385.1,299150.4,598616.0,1562.8,7927.9,14299.5
Puntarenas,14,3,16.8,1.9,1983.9,1990.7,1992.9,1991.8,261.3,241.4,231.9,226.4,62.0,32.7,26.2,27.3,0.5,8.0,11.1,9.1,11.9,905.8,923.2,27786.6,60952.1,71916.1,1984.8,4504.5,5444.4
Puerto Jimenez,12,4,13.8,4.7,1986.2,1987.0,1986.9,1988.1,143.5,309.9,219.9,228.5,15.5,58.0,44.2,27.2,10.0,8.8,23.7,31.9,8.7,657.3,669.9,35976.5,122471.2,240363.6,2998.0,10862.7,19340.9
Papagayo,5,4,18.9,2.2,1969.0,1978.5,1989.8,1983.3,167.8,188.0,173.8,177.0,28.0,22.5,19.5,20.9,14.0,15.6,16.1,15.3,7.5,580.6,591.7,6256.1,47974.8,70853.8,1251.2,8314.3,11129.0
Turrubares,4,4,11.6,3.2,2004.2,2004.2,2010.1,2010.6,140.9,142.0,80.8,77.8,24.5,25.0,23.5,23.5,4.0,23.8,58.0,65.1,2.6,197.9,201.7,5774.0,20725.3,24472.4,1443.5,4694.8,5291.3
Cabo Blanco,3,3,1.0,0.1,1990.3,1990.3,1990.6,1992.0,89.1,84.9,89.2,80.9,17.0,17.7,16.9,16.5,9.0,8.0,8.4,8.0,1.0,73.4,74.8,1215.4,3497.6,6523.4,405.1,1263.2,2165.4
Sixaola/Talamanca,2,1,15.6,4.9,1990.0,1990.0,1990.0,1990.0,134.4,134.4,134.4,134.4,28.5,28.5,30.9,30.9,7.5,7.5,7.6,7.6,0.8,64.4,65.6,4972.8,21924.9,25391.3,2486.4,9450.9,10171.2
Pital,2,2,8.0,12.3,2008.5,2008.5,2016.3,2016.9,204.0,204.0,290.0,318.6,10.0,10.0,10.0,10.0,24.0,24.0,46.0,47.7,0.7,53.9,55.0,5732.2,12315.5,16670.5,2866.1,9491.7,11624.2
Flamingo,2,1,5.7,2.9,1989.0,1989.0,1989.0,1989.0,284.9,284.9,284.9,284.9,40.0,40.0,39.9,39.9,5.5,5.5,5.6,5.6,1.4,105.1,107.1,11825.1,66784.2,145213.7,5912.6,34156.9,66014.5
Punta Morales,1,1,1.9,2.2,2010.0,2010.0,2010.0,2010.0,260.3,260.3,260.3,260.3,12.0,12.0,12.0,12.0,10.0,10.0,10.0,10.0,0.5,37.2,37.9,4939.3,12527.1,14144.4,4939.3,12729.9,14335.9
Ciruelas,1,1,0.8,1.0,2010.0,2010.0,2010.0,2010.0,118.3,118.3,118.3,118.3,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,0.2,16.7,17.0,2245.1,5694.1,6429.3,2245.1,5786.3,6516.3
Rio Frio,1,1,6.8,2.8,1994.0,1994.0,1994.0,1994.0,161.8,161.8,161.8,161.8,88.0,88.0,88.0,88.0,5.0,5.0,5.0,5.0,0.9,68.9,70.2,2815.8,12414.7,14377.5,2815.8,10702.9,11518.7
