Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1032,138,21794.3,26337.3,2006.5,2006.7,2006.6,2006.7,696.5,995.8,878.0,873.8,58.0,84.7,105.3,105.7,34.0,43.9,46.1,46.3,4351.5,335628.5,342072.5,23582186.3,83352332.0,92159495.1,22851.0,83234.2,98267.0
Refrigerated bulk,301,50,6867.5,6370.0,1998.1,1996.5,2001.6,2001.7,903.3,2224.7,1870.5,1846.9,59.0,142.2,205.6,209.5,32.0,29.9,39.9,39.8,2703.9,206657.5,210625.3,18897437.4,41291818.5,46511350.2,62782.2,133788.1,144451.0
Cruise,216,70,10179.8,993.4,2001.1,2000.1,2003.8,2003.2,579.8,709.1,715.8,701.1,44.0,57.4,63.9,64.0,9.0,24.4,9.7,9.8,2429.4,187986.0,191595.4,4782907.5,19934188.0,21247145.4,22143.1,81815.2,81658.5
Bulk carrier,199,181,21496.2,33003.2,2011.9,2011.8,2012.1,2012.1,1949.2,3234.9,3827.4,3643.9,211.0,345.7,728.9,711.0,100.0,136.8,187.5,177.6,1879.6,145351.2,148142.0,10976699.3,25827812.5,32390794.1,55159.3,208281.1,250964.8
General cargo,141,89,4679.1,6234.4,2002.6,2005.3,2002.9,2003.6,782.7,2187.3,3202.5,3115.6,80.0,204.5,630.0,601.7,23.0,54.9,85.4,84.3,675.1,51977.6,52975.6,2836204.8,9916800.5,14492926.3,20114.9,111259.1,150748.3
Vehicle,126,98,6697.6,2208.7,2007.5,2008.2,2007.4,2007.3,542.9,995.6,929.3,937.2,44.0,82.3,173.6,178.6,31.0,45.5,46.0,45.5,433.4,33533.9,34177.8,2236591.9,9860972.1,11420010.7,17750.7,67470.5,72613.1
Chemical tanker,98,67,3142.6,5255.1,2010.6,2010.9,2011.5,2011.6,1595.0,1435.4,1525.8,1532.5,127.0,118.1,150.8,151.3,59.0,88.6,91.8,91.9,564.3,43490.7,44325.7,1585981.5,8560966.8,9934884.6,16183.5,101504.1,123578.5
Liquefied gas tanker,40,7,851.8,866.7,2002.8,2004.7,2005.4,2005.1,1562.5,1628.6,1850.7,1799.0,124.5,131.8,174.3,170.4,39.5,38.8,23.0,25.2,172.5,13216.2,13470.0,492147.7,1762475.0,1765078.6,12303.7,66425.8,88599.3
Miscellaneous - fishing,28,13,49.2,48.4,1989.9,1992.6,2000.3,1999.4,474.8,1376.2,1461.0,1662.2,62.5,254.7,668.7,820.0,19.5,295.3,570.4,501.2,33.2,2491.2,2539.1,340710.9,755762.5,859225.4,12168.2,28637.4,33947.9
Oil tanker,26,14,657.1,1020.8,2011.9,2009.4,2008.8,2008.2,1516.7,1595.2,1530.4,1530.9,131.5,142.5,136.1,135.3,56.5,100.2,113.7,117.4,165.1,12677.9,12921.3,1034827.9,1843511.2,2116679.2,39801.1,117159.3,145628.3
Service - tug,25,17,6.8,4.4,2009.1,2007.7,2001.1,1995.1,357.5,978.2,779.5,834.5,120.0,767.9,1322.0,1858.4,8.0,200.0,324.4,226.0,33.5,2512.5,2560.7,111666.4,264057.3,353558.5,4466.7,11533.7,15572.5
Ro-Ro,21,3,266.6,240.8,1986.1,1992.7,1985.1,1985.1,1311.9,926.1,1269.8,1286.6,137.0,99.3,162.0,163.2,54.0,89.3,61.2,60.2,63.9,4929.9,5024.6,259733.0,489191.6,560712.0,12368.2,29077.7,30942.8
Other liquids tankers,9,1,82.9,89.3,2018.0,2018.0,2018.0,2018.0,1226.5,1226.5,2111.5,2111.5,125.0,125.0,577.1,577.1,56.0,56.0,37.2,37.2,41.8,3230.2,3292.2,45823.7,130840.6,282092.2,5091.5,17639.0,28502.7
Ferry-RoPax,7,5,25.7,13.7,2005.0,2007.8,2012.4,2014.4,187.0,5312.6,899.5,3781.3,27.0,1430.3,4609.9,6441.4,18.0,25.3,8.2,3.2,29.0,2178.0,2219.8,449918.0,974723.1,1294840.5,64274.0,143431.8,203715.5
Service - other,6,5,48.0,39.6,1994.7,1996.4,1990.1,1987.8,1464.2,1670.4,1429.0,1312.7,276.0,542.2,331.3,280.3,36.0,545.6,98.6,90.1,19.6,1487.0,1515.5,276529.8,567378.5,611384.7,46088.3,102554.2,115798.2
Ferry-pax only,2,2,11.0,2.5,1995.0,1995.0,1997.4,1987.8,867.6,867.6,644.0,513.0,390.5,390.5,428.7,275.8,206.5,206.5,186.3,267.2,6.4,478.6,487.8,68337.3,192462.5,249300.8,34168.6,95315.9,126127.7
