Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,1035,135,32031.2,38553.7,2006.5,2006.8,2006.8,2006.9,771.0,1432.8,1288.6,1276.8,69.0,103.1,163.2,165.0,18.0,22.0,20.2,20.0,6118.6,472065.3,481128.9,33716694.4,117932537.7,130273885.0,32576.5,117589.2,138625.0
Refrigerated bulk,300,52,7141.9,6755.7,1998.0,1996.5,2001.3,2001.2,1137.4,2133.2,1958.8,1973.0,67.0,139.9,234.3,238.3,21.0,43.0,48.0,48.7,2707.5,206795.1,210765.6,20041778.2,43792258.7,49327860.9,66805.9,142362.7,153708.9
Cruise,219,71,11231.7,1141.7,2000.7,1999.1,2003.6,2002.8,642.7,786.6,787.4,801.1,44.0,81.2,67.4,71.3,8.0,13.7,8.8,8.9,2645.5,204607.6,208536.1,5449283.0,22811132.3,24372145.1,24882.6,92378.5,92475.5
Bulk carrier,201,182,11781.1,17119.9,2011.9,2011.8,2012.3,2012.4,880.0,1558.3,2075.1,1869.3,86.0,170.9,580.9,542.0,63.0,90.7,106.4,107.0,982.2,76000.7,77459.9,5254440.8,12755940.6,15720087.9,26141.5,101204.0,122134.7
General cargo,140,87,2088.2,2708.7,2002.4,2005.4,2004.3,2004.7,589.2,1445.5,1439.6,1374.2,64.0,155.2,280.0,265.6,43.5,69.0,66.0,66.1,375.4,28831.9,29385.5,1518214.4,5090758.3,7357079.7,10844.4,55554.4,74494.7
Vehicle,124,97,7326.8,2375.6,2007.4,2008.2,2007.7,2007.6,685.5,1002.1,1029.6,1021.2,53.0,73.1,171.2,167.7,11.0,16.9,21.2,21.0,454.9,35232.6,35909.1,2405585.8,10606054.0,12282891.5,19399.9,73739.0,79359.3
Chemical tanker,98,65,3193.2,5340.8,2010.5,2011.0,2011.5,2011.5,1601.6,1521.0,1564.6,1573.1,143.0,168.2,214.9,216.1,40.5,45.9,53.3,53.5,514.5,39479.2,40237.2,1786280.4,9046067.7,10514100.3,18227.4,106857.3,129763.6
Liquefied gas tanker,40,8,1634.7,1590.5,2002.7,2003.8,2006.6,2006.4,1495.6,2143.4,3509.1,3234.5,114.5,171.4,376.6,362.8,19.0,19.0,25.1,25.2,230.1,17712.9,18053.0,756495.0,3114257.9,2942400.5,18912.4,100978.3,136208.3
Miscellaneous - fishing,28,13,89.0,71.1,1989.9,1992.6,2005.7,2007.3,293.6,1216.8,2641.4,2438.7,39.5,276.3,1750.3,1706.1,29.5,113.5,131.5,143.9,55.2,4141.3,4220.8,499876.4,1108822.2,1260618.5,17852.7,42015.6,49806.9
Oil tanker,27,14,580.7,878.3,2011.9,2009.4,2009.6,2008.9,1561.8,1388.7,1321.9,1293.9,155.0,177.8,252.8,269.6,28.0,39.2,43.1,43.4,156.3,11990.9,12221.1,944399.9,1719832.9,1924263.2,34977.8,106107.8,131613.8
Service - tug,23,15,3.9,2.6,2008.2,2006.1,1996.1,1994.4,304.2,612.8,509.9,523.9,46.0,147.8,253.3,278.1,76.0,126.9,109.3,110.0,20.5,1537.5,1567.0,66555.5,157383.8,210728.3,2893.7,7472.1,10088.6
Ro-Ro,20,3,245.9,221.1,1986.2,1992.7,1985.1,1985.1,1281.4,1011.0,1231.3,1243.4,128.5,478.5,191.6,174.6,40.0,456.3,108.2,87.4,76.0,5845.7,5958.0,238763.5,452005.9,516029.3,11938.2,28068.4,29886.2
Other liquids tankers,9,1,43.4,46.8,2018.0,2018.0,2018.0,2018.0,1156.4,1156.4,1105.9,1105.9,134.0,134.0,190.8,190.8,35.0,35.0,48.3,48.3,39.1,3008.0,3065.7,24001.5,68531.5,147753.9,2666.8,9238.9,14929.1
Ferry-RoPax,6,5,10.1,1.7,2007.7,2007.8,2009.0,2009.8,473.8,933.1,359.4,516.6,184.0,449.4,236.5,544.7,67.5,275.2,139.8,351.0,18.0,1353.5,1379.5,37756.5,83087.4,109319.2,6292.7,13974.7,19085.2
Service - other,4,4,37.1,31.0,2000.2,2000.2,1996.5,1993.7,1807.7,2206.4,1908.1,1894.9,293.5,308.5,406.6,417.6,212.5,367.0,556.0,706.7,15.3,1157.3,1179.5,216620.0,444456.6,478928.9,54155.0,120504.0,136066.0
Ferry-pax only,2,2,12.4,3.5,1995.0,1995.0,1984.9,1978.8,733.7,733.7,729.2,726.6,1377.5,1377.5,786.7,427.3,144.5,144.5,210.3,250.3,13.8,1041.1,1061.1,96779.8,272567.0,353061.9,48389.9,134987.2,178623.1
