Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,98,15,1141.5,1287.6,2009.1,2009.6,2011.7,2011.3,556.1,541.5,649.1,626.2,40.5,43.7,61.3,60.4,22.0,24.5,29.6,29.1,213.3,16434.6,16750.1,1126904.7,4196100.5,4661249.3,11499.0,44424.0,52970.4
General cargo,32,15,209.0,275.4,2006.9,2006.7,2008.2,2008.3,455.2,1385.1,948.1,911.2,41.5,136.7,225.8,220.2,25.5,161.8,124.3,116.9,54.0,4137.0,4216.4,221412.2,701319.1,999661.3,6919.1,31570.2,41900.3
Chemical tanker,26,7,110.5,167.1,2008.5,2007.3,2008.4,2008.3,808.1,1126.3,956.8,956.1,71.0,113.9,128.6,126.1,32.0,34.9,46.5,46.0,58.2,4442.0,4527.3,345008.4,957854.4,1190990.6,13269.6,41848.7,52081.5
Oil tanker,23,1,142.5,185.3,2001.0,2001.0,2001.0,2001.0,977.8,977.8,998.7,998.7,154.0,154.0,153.8,153.8,42.0,42.0,45.1,45.1,66.8,5113.5,5211.7,327608.2,350983.5,330578.6,14243.8,48521.2,64494.6
Liquefied gas tanker,13,1,38.2,38.8,2011.0,2011.0,2011.0,2011.0,789.0,789.0,787.4,787.4,56.0,56.0,73.1,73.1,30.0,30.0,35.3,35.3,22.3,1707.5,1740.3,29292.4,84864.9,93718.1,2253.3,12336.5,16222.8
Vehicle,12,1,179.6,48.8,2010.0,2010.0,2010.0,2010.0,726.3,726.3,740.5,740.5,61.0,61.0,60.9,60.9,4.5,4.5,8.7,8.7,30.1,2321.4,2366.0,49430.2,217934.1,252390.0,4119.2,15657.0,16850.4
Ro-Ro,10,4,312.2,137.3,2003.3,2004.2,2001.5,2001.1,3155.9,2836.1,2207.1,2116.7,280.0,227.8,264.3,264.9,21.5,19.8,28.7,29.9,71.2,5413.7,5517.6,427026.3,3117167.8,1509119.1,42702.6,103943.7,145623.1
Service - other,8,4,25.1,14.6,1984.6,1995.2,2003.2,2000.4,586.8,753.9,932.6,878.6,130.0,185.9,320.8,660.8,96.5,79.6,65.2,125.1,22.5,1692.9,1725.4,101961.8,209203.1,225429.0,12745.2,28360.3,32022.7
Cruise,3,2,47.9,5.7,2015.3,2014.0,2011.5,2011.7,618.9,823.0,914.4,886.3,86.0,73.8,84.0,83.7,8.0,7.0,8.0,7.9,12.3,949.5,967.7,16719.1,125808.4,190488.4,5573.0,36688.6,50469.2
Bulk carrier,2,2,22.4,40.5,2011.5,2011.5,2011.9,2011.9,502.0,502.0,481.8,480.9,45.0,45.0,45.0,45.0,51.5,51.5,12.7,10.9,1.8,135.7,138.3,16409.1,42135.7,49412.4,8204.6,30466.6,37588.9
Service - tug,2,2,0.5,0.3,2016.5,2016.5,2016.8,2016.9,528.3,528.3,595.7,642.6,407.5,407.5,198.1,167.2,42.0,42.0,65.4,68.8,2.1,155.8,158.8,6592.6,15589.6,20873.6,3296.3,8511.7,11492.2
Other liquids tankers,1,1,41.9,54.1,1994.0,1994.0,1994.0,1994.0,2753.9,2753.9,2753.9,2753.9,166.0,166.0,166.0,166.0,63.0,63.0,63.0,63.0,11.1,862.2,878.7,27762.0,79268.9,170903.6,27762.0,96177.9,155413.4
