Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Thailand,153,50,631.6,615.1,2005.3,2004.1,2006.2,2008.3,308.7,618.6,497.1,650.4,30.0,55.2,136.3,200.1,27.0,43.0,61.5,87.7,212.1,16241.8,16553.6,1128089.4,2045123.5,2469771.9,7373.1,22864.1,27968.6
Viet Nam,92,51,954.2,1030.3,2006.2,2006.8,2003.9,2006.4,430.4,707.4,546.1,574.8,33.0,60.2,81.4,63.2,28.0,66.6,109.0,54.6,193.3,14844.8,15129.8,946584.7,3388450.2,3936906.7,10289.0,39852.2,47798.5
Singapore,77,27,1727.1,2250.4,2008.0,2008.1,2008.8,2008.8,609.8,924.6,1330.9,1404.1,53.0,71.5,635.8,643.7,40.0,60.5,56.3,61.7,395.8,30472.1,31057.1,1990770.6,7091650.4,8120548.0,25854.2,101521.0,122837.5
China,44,25,1405.7,1849.8,2006.4,2005.1,2006.6,2006.8,1346.3,2333.7,2141.4,2160.7,93.5,195.0,337.0,335.3,26.0,50.4,43.6,42.5,259.6,20012.4,20396.6,1395415.8,4617697.4,5478118.2,31714.0,123696.7,151381.1
Hong Kong,21,11,298.0,370.4,1999.5,2001.2,2000.2,2000.3,1246.2,2099.5,1729.8,1719.5,90.0,169.8,222.7,217.5,46.0,81.8,62.8,63.0,76.1,5848.5,5960.8,429634.7,1227973.9,1495873.6,20458.8,68532.9,83046.5
Malaysia,20,17,98.0,123.0,2014.2,2013.9,2009.6,2008.6,397.5,972.8,1051.1,1029.9,91.5,175.9,242.2,237.5,32.0,179.0,41.7,47.6,20.0,1530.1,1559.5,120855.0,344969.2,446036.5,6042.7,21238.2,27528.1
Indonesia,18,18,510.3,888.6,2012.1,2012.1,2009.3,2009.2,1295.8,2034.8,1552.2,1550.2,252.5,358.7,194.2,185.8,114.5,114.8,99.6,100.6,54.8,4225.1,4306.2,490717.2,1034512.7,1312998.8,27262.1,84844.0,102273.6
"Korea, Republic of",3,3,65.5,74.9,1998.0,1998.0,1998.1,1997.9,2515.6,2584.2,2602.6,2603.3,209.0,208.0,207.6,207.8,19.0,17.0,17.9,18.1,12.3,950.7,969.0,85450.2,259390.5,362044.3,28483.4,122127.3,156528.9
Philippines,2,2,53.8,18.8,2008.5,2008.5,2005.0,2005.1,687.3,687.3,1171.2,1096.6,64.5,64.5,68.0,67.9,10.5,10.5,9.0,9.0,4.7,361.0,367.9,19821.5,91063.6,99575.2,9910.7,36913.9,40201.7
"Taiwan, Province of China",2,2,24.9,39.4,2004.5,2004.5,2008.4,2009.1,1417.4,1417.4,1521.5,1585.6,122.5,122.5,149.6,154.9,231.0,231.0,211.9,208.2,5.7,438.4,446.8,29923.4,79018.6,104602.8,14961.7,52468.1,64304.6
Turkey,1,1,46.1,51.2,2000.0,2000.0,2000.0,2000.0,6363.0,6363.0,6363.0,6363.0,529.0,529.0,529.0,529.0,17.0,17.0,17.0,17.0,10.0,770.6,785.4,87765.9,257450.8,355041.6,87765.9,351612.1,443343.0
Micronesia (Federated States of),1,1,20.4,23.3,1994.0,1994.0,1994.0,1994.0,4553.0,4553.0,4553.0,4553.0,388.0,388.0,388.0,388.0,8.0,8.0,8.0,8.0,7.5,573.8,584.8,69250.8,151316.4,170443.7,69250.8,147572.7,159334.2
Japan,1,1,24.4,27.2,2000.0,2000.0,2000.0,2000.0,2906.0,2906.0,2906.0,2906.0,169.0,169.0,169.0,169.0,8.0,8.0,8.0,8.0,8.9,692.2,705.5,46713.3,137028.0,188970.6,46713.3,187145.2,235969.0
Kiribati,1,1,19.5,23.8,1986.0,1986.0,1986.0,1986.0,6015.1,6015.1,6015.1,6015.1,1200.0,1200.0,1200.0,1200.0,9.0,9.0,9.0,9.0,16.8,1273.1,1297.5,70700.2,154483.3,174010.9,70700.2,150661.3,162668.9
