,imp_code_str3,imp_name,HS2,Description,USD,tonne
0,324,Guinea,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",8404459.714,466232.266933
1,324,Guinea,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",140999795.158,444643.09445800004
2,324,Guinea,10,Cereals,34010491.542,277426.749246
3,324,Guinea,08,"Fruit and nuts, edible; peel of citrus fruit or melons",250335722.445,100134.460411
4,324,Guinea,17,Sugars and sugar confectionery,21179336.698999997,75223.473705
5,324,Guinea,72,Iron and steel,18162054.61,53877.00977
6,324,Guinea,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",82394724.303,48478.917894
7,324,Guinea,22,"Beverages, spirits and vinegar",13789678.885,35516.972209
8,324,Guinea,39,Plastics and articles thereof,17390581.242,29195.971874
9,324,Guinea,31,Fertilizers,13515865.754,27061.283166
10,324,Guinea,73,Iron or steel articles,17523983.424,19292.040702
11,324,Guinea,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",4935464.4180000005,16546.733089
12,324,Guinea,40,Rubber and articles thereof,18904893.261,13957.91098
13,324,Guinea,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",263377547.93899998,11798.39211
14,324,Guinea,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",5497165.476,9710.399452
15,324,Guinea,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",1472998.5189999999,8045.530826
16,324,Guinea,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",4480034.727,6649.835144000001
17,324,Guinea,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",7295956.234,6460.966659
18,324,Guinea,21,Miscellaneous edible preparations,2856551.864,6192.1349869999995
19,324,Guinea,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",7902078.235,5213.233058
20,324,Guinea,89,"Ships, boats and floating structures",15806214.78,4894.229612
21,324,Guinea,96,Miscellaneous manufactured articles,3150209.3180000004,4653.851817000001
22,324,Guinea,02,Meat and edible meat offal,3386808.23,4299.09376
23,324,Guinea,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",2103414.285,4135.749096
