Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Kingston,1268,511,41669.2,49060.9,2006.0,2006.2,2008.0,2008.1,726.8,1433.6,1505.3,1543.1,63.0,153.7,362.1,373.7,20.0,68.9,51.8,56.7,5524.1,424607.0,432759.5,30956039.4,95335906.4,113713896.9,24413.3,91304.1,111081.8
Port Royal,987,346,63627.7,75310.5,2007.2,2007.3,2008.2,2008.4,768.5,1672.0,2171.9,2107.1,64.0,158.8,486.7,467.5,18.0,54.7,40.1,42.3,7335.6,557668.6,568375.8,40966713.5,125625945.0,144922507.8,41506.3,152726.1,183951.8
Montego Bay,245,66,6225.1,1617.9,2004.8,2005.9,2007.0,2008.4,542.9,918.3,475.4,715.3,36.0,89.0,48.6,118.4,10.0,32.3,17.9,28.1,1367.1,105562.7,107589.5,2844703.5,12431154.5,14196054.2,11611.0,50073.7,56279.2
Ocho Rios,145,41,6389.0,1680.7,2007.7,2004.8,2009.3,2005.6,272.6,864.8,418.0,858.1,17.0,80.1,40.8,93.4,7.0,63.5,24.7,122.6,1191.4,92114.8,93883.4,1105983.2,8313960.9,10510320.2,7627.5,54910.9,66887.3
Falmouth,116,20,13233.8,1108.5,2010.5,2006.7,2010.4,2009.5,580.3,555.0,711.1,723.0,39.0,35.8,51.8,55.3,9.0,9.4,19.7,20.2,2006.3,154818.3,157790.8,-162897.9,11729002.0,16618241.8,-1404.3,89656.8,124065.0
Esquivel,89,70,2670.0,4270.0,2006.8,2007.6,2009.2,2009.2,1105.1,1739.3,1384.5,1307.9,112.0,201.8,333.1,329.9,49.0,104.7,109.5,108.2,450.6,34588.7,35252.8,2032944.0,5936331.3,7681346.9,22842.1,95617.1,119853.0
Rocky Point,89,80,4664.0,6739.6,2005.7,2005.7,2008.1,2008.4,1875.8,2564.9,2552.6,2582.1,225.0,273.2,316.6,326.1,84.0,159.3,102.0,101.3,710.8,52626.2,53636.6,2964271.2,9456809.0,12131102.2,33306.4,151162.6,193711.5
Port Rhoades,63,24,4485.5,7950.5,2002.6,2009.7,2005.3,2004.7,1246.6,3526.6,2108.9,2022.2,142.0,358.9,470.1,443.1,57.0,69.2,97.7,97.3,406.5,31241.9,31841.8,2338222.7,5904637.5,7131631.0,37114.6,147027.9,178000.7
Alligator Pond,63,45,3012.9,4889.5,2009.5,2009.8,2010.7,2010.6,1351.7,2473.9,2368.6,2331.7,205.0,254.4,376.5,374.7,40.0,68.3,81.0,79.9,412.3,31716.7,32325.6,1998750.1,6240557.7,7863160.8,31726.2,137272.8,167521.2
Rio Bueno,40,29,815.3,851.8,2008.7,2009.0,2007.3,2005.9,597.2,836.9,741.5,913.3,54.5,89.2,97.4,136.1,29.0,57.3,55.3,80.2,113.0,8681.3,8847.9,394012.4,1468968.4,2027394.2,9850.3,49694.3,64269.6
Lucea,14,11,811.6,864.8,2005.2,2005.3,2005.9,2005.6,701.6,1820.2,1152.7,3958.7,40.0,151.8,489.6,767.9,10.5,32.1,55.4,83.8,130.6,10091.8,10285.6,817854.8,1835879.1,2193029.8,58418.2,160371.4,187308.2
Port Antonio,9,9,219.7,258.5,2003.9,2003.9,2006.5,2009.4,1147.5,1040.3,1164.8,1257.4,94.0,113.7,139.7,168.4,16.0,55.6,65.9,89.6,38.4,2949.6,3006.3,92443.8,492884.3,625452.7,10271.5,62228.0,77456.2
Saint Ann'S Bay,5,4,159.4,16.1,1997.2,1997.8,1997.5,1998.0,535.0,465.4,468.5,454.2,39.0,29.6,34.8,33.7,6.0,5.8,4.8,5.1,36.3,2808.5,2862.5,36647.7,304911.4,396396.5,7329.5,51785.3,61273.2
Port Henderson,5,5,182.9,260.1,2008.4,2008.4,2005.9,2005.0,1179.7,1072.4,1230.1,1233.8,60.0,70.2,77.9,75.8,13.0,58.0,108.2,133.5,26.1,2009.9,2048.5,178689.4,478171.5,529778.7,35737.9,104083.3,124291.9
Oracabessa,4,4,141.1,36.0,2003.5,2003.5,2003.6,2002.8,562.7,599.9,742.9,521.2,50.0,62.0,51.9,64.2,19.0,22.8,14.7,23.6,33.4,2585.2,2634.8,118485.1,406256.1,405194.2,29621.3,94621.2,90335.5
Savanna La Mar,1,1,44.2,76.0,2008.0,2008.0,2008.0,2008.0,1487.5,1487.5,1487.5,1487.5,359.0,359.0,359.0,359.0,59.0,59.0,59.0,59.0,8.3,636.4,648.6,14660.9,107366.5,123791.5,14660.9,126604.3,155634.2
