Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Abidjan,1143,642,52789.6,63509.2,2003.7,2004.3,2007.9,2008.0,1192.2,2486.8,1915.8,2108.7,113.0,251.2,346.4,357.2,30.0,125.5,66.8,76.9,7086.7,545560.3,556035.1,53300802.2,141620263.7,167432712.5,46632.4,144326.4,170293.7
Port Bouet,490,314,25527.2,37429.8,2006.7,2005.4,2008.1,2008.2,1207.7,2619.6,2149.0,2170.4,171.5,358.8,442.0,466.1,32.0,98.1,72.3,59.4,3926.2,302223.8,308026.5,27117399.0,72568050.9,82728404.4,55341.6,175406.5,210145.1
San Pedro,320,144,18882.1,20990.5,1999.8,2003.0,2004.8,2003.5,1837.5,2085.3,1918.8,1793.9,133.0,200.5,227.0,228.1,27.0,62.6,42.5,47.2,2361.1,182266.9,185766.4,16209551.5,45320360.8,52174477.8,50654.8,162042.2,190261.5
Baobab Marine Terminal,12,12,2089.6,3935.4,2001.9,2001.9,2009.3,2009.4,3365.5,3244.0,3766.2,3787.9,325.0,344.2,419.3,419.3,41.0,187.9,56.9,51.8,219.6,16900.1,17224.6,1533696.9,3138002.6,3569021.8,127808.1,353174.4,427539.3
Assinie-Mafia,10,6,2357.2,4478.2,1989.2,1997.7,2008.3,2008.3,370.6,3353.7,6668.0,6855.7,65.0,328.5,830.3,830.1,8.0,24.2,25.0,25.2,147.9,11431.9,11651.4,1233880.5,2180977.6,2345084.9,123388.0,332460.0,411342.1
Espoir Marine Terminal,8,7,666.0,1264.8,2010.4,2010.4,2011.5,2011.6,975.1,1480.8,1886.6,1926.1,92.5,159.6,285.9,289.0,31.0,179.0,60.3,57.1,56.4,4365.8,4449.6,557466.8,1150513.8,1306087.9,69683.3,183295.7,226439.2
Sassandra,5,5,3.6,3.5,1986.8,1986.8,1987.1,1984.4,1181.6,1106.6,620.1,507.2,135.0,162.6,201.1,190.1,11.0,10.0,10.3,10.3,3.0,225.1,229.4,22760.5,51355.8,59536.0,4552.1,10955.1,13206.6
Kosagi,2,2,3.2,3.4,2001.0,2001.0,2001.0,2001.0,1420.7,1420.7,439.8,421.6,287.5,287.5,252.5,248.2,33.5,33.5,51.2,53.3,2.2,162.4,165.5,7308.7,20097.0,26707.0,3654.4,13089.4,16337.6
Gbabam,2,2,31.9,15.5,2002.0,2002.0,2004.9,1999.9,2951.7,2951.7,477.2,710.4,265.5,265.5,202.6,312.2,6.0,6.0,5.7,6.2,7.6,570.0,581.0,71227.2,171860.5,195979.6,35613.6,88395.6,103474.0
Dabou,1,1,5.9,6.6,2001.0,2001.0,2001.0,2001.0,825.0,825.0,825.0,825.0,431.0,431.0,431.0,431.0,3.0,3.0,3.0,3.0,1.1,84.7,86.3,11371.3,33356.4,46000.7,11371.3,45556.4,57441.4
Fresco,1,1,3.2,4.0,1985.0,1985.0,1985.0,1985.0,1061.1,1061.1,1061.1,1061.1,117.0,117.0,117.0,117.0,86.0,86.0,86.0,86.0,0.7,52.9,53.9,12611.3,36179.5,51992.7,12611.3,41107.2,59122.5
