Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,653,14,86.8,76.5,2010.4,1999.4,2009.4,2009.2,47.1,236.0,69.3,70.5,10.0,205.3,195.9,196.6,5.0,66.8,36.8,36.3,76.4,5737.7,5847.9,1956695.2,4626995.1,6195296.3,2996.5,7737.4,10446.8
Container,104,28,683.9,874.7,2002.1,2001.9,2002.0,2002.0,179.6,146.1,171.8,171.7,17.0,22.7,25.0,24.8,29.5,28.8,29.8,29.8,137.9,10680.3,10885.3,694864.6,1874269.7,2102060.6,6681.4,19743.6,22848.9
Miscellaneous - fishing,49,24,574.2,475.5,1992.5,1991.9,1994.0,1995.7,4160.5,7075.0,7043.2,7129.0,522.0,755.3,1418.9,1344.4,35.0,179.5,548.0,587.0,294.9,22141.7,22566.9,3343979.2,7417590.6,8433049.4,68244.5,160610.2,190393.7
Chemical tanker,48,8,47.1,75.9,1993.6,2006.4,1997.5,1997.2,197.7,304.0,209.6,206.8,48.0,45.5,79.9,80.2,77.0,61.5,84.4,85.5,95.4,7184.3,7322.2,112544.4,347378.7,438566.3,2344.7,8036.3,10246.2
Bulk carrier,41,40,298.2,514.0,2008.8,2008.7,2008.7,2008.6,223.3,258.1,260.2,261.4,148.0,407.7,587.5,601.8,126.0,170.9,181.2,182.3,106.1,8209.8,8367.4,217918.0,461045.4,594406.5,5315.1,18269.6,21726.0
Service - other,34,6,40.5,31.5,2006.4,2008.8,2010.3,2011.0,395.3,984.7,409.7,469.5,65.0,172.5,198.8,200.2,6.0,23.2,103.1,94.5,27.1,2037.6,2076.7,220030.2,451453.7,486468.8,6471.5,14400.1,16259.8
General cargo,30,19,64.2,90.8,1997.6,2001.3,2002.8,2002.9,186.5,226.0,236.2,235.8,22.0,56.9,41.5,41.5,90.5,112.1,118.7,120.6,26.4,1999.9,2038.3,63044.6,204392.7,296212.2,2101.5,9756.3,13368.3
Vehicle,7,4,33.2,11.4,2002.1,2000.2,2002.6,2002.1,72.9,90.0,89.1,94.6,38.0,36.9,43.6,45.4,36.0,38.1,34.1,36.0,4.6,356.9,363.8,11552.8,50935.3,58988.3,1650.4,6273.2,6751.3
Refrigerated bulk,4,4,1.0,1.1,1985.0,1985.0,1982.0,1981.8,52.1,73.6,82.9,85.5,18.0,17.8,17.3,17.5,103.5,93.0,49.8,49.7,5.4,404.4,412.2,3216.1,7027.4,7915.7,804.0,1713.4,1849.9
Liquefied gas tanker,2,1,8.6,9.7,2013.0,2013.0,2013.0,2013.0,186.0,186.0,186.0,186.0,14.5,14.5,14.3,14.3,19.5,19.5,18.9,18.9,1.3,95.4,97.2,7334.9,21250.4,23467.2,3667.4,20079.1,26404.5
Ro-Ro,2,2,19.0,11.1,2009.5,2009.5,2007.4,2009.0,172.7,172.7,175.8,157.6,14.0,14.0,15.5,14.3,40.5,40.5,49.9,42.6,2.9,227.8,232.1,11967.0,22051.5,25710.6,5983.5,14063.4,14928.6
Oil tanker,1,1,3.0,5.6,2005.0,2005.0,2005.0,2005.0,52.2,52.2,52.2,52.2,155.0,155.0,155.0,155.0,9.0,9.0,9.0,9.0,9.4,731.2,745.2,2889.9,6085.9,6701.8,2889.9,7098.0,8871.7
