Domestic by Arr. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Bouet,357,48,504.6,527.0,2009.4,2001.1,2000.6,2002.4,50.5,3424.0,387.0,372.0,15.0,481.9,1056.8,915.7,5.0,218.7,572.3,532.0,289.3,21790.2,22208.6,3318301.6,7528722.7,9014439.0,9295.0,22707.8,28011.5
Baobab Marine Terminal,177,15,47.0,40.8,2011.4,1994.9,1998.0,1998.3,48.0,1532.1,118.1,111.2,10.0,204.2,275.7,263.3,4.0,96.5,86.5,74.4,27.4,2057.2,2096.7,570110.3,1328967.1,1723021.6,3221.0,8194.7,10765.4
Abidjan,157,79,653.9,799.8,2001.0,2001.6,2002.4,2004.7,192.2,1054.8,264.3,247.5,72.0,324.4,623.1,540.5,65.0,125.0,140.1,132.1,265.6,20277.8,20667.1,1427368.5,3326494.6,3925633.0,9091.5,23939.8,28856.0
Espoir Marine Terminal,144,15,40.2,38.6,2010.4,2008.2,2007.2,2008.0,44.1,1043.1,68.1,61.8,9.0,226.6,235.4,175.6,5.0,21.5,14.5,16.1,29.2,2224.3,2267.0,380997.7,903040.6,1187912.6,2645.8,6838.8,9100.0
San Pedro,115,48,541.7,708.4,1998.1,2001.8,1999.9,2000.0,188.2,275.2,198.3,197.8,19.0,149.1,38.5,35.3,34.0,78.3,45.3,46.3,147.3,11271.3,11487.7,604737.6,1635135.5,1942477.7,5258.6,16419.5,19792.5
Grand Lahou,9,6,13.3,14.8,2008.3,2005.8,2011.8,2011.4,366.7,540.6,138.1,126.1,29.0,121.3,63.9,41.4,4.0,9.2,9.9,9.5,3.6,271.4,276.6,45504.2,100496.1,112765.0,5056.0,12120.8,14124.5
Sassandra,6,6,5.1,3.5,1994.7,1994.7,2001.0,2000.3,341.5,689.1,575.8,414.0,35.0,96.0,285.5,246.0,11.0,13.3,8.2,9.2,3.7,279.8,285.2,24460.2,53459.8,61923.4,4076.7,9667.7,11607.3
Fresco,3,3,1.0,1.1,1991.3,1991.3,2001.0,1998.7,115.7,167.5,171.2,161.0,17.0,16.3,17.8,17.6,7.0,11.7,14.9,13.9,0.2,11.8,12.0,5732.7,13610.9,16658.3,1910.9,4912.5,6201.2
Kosagi,2,2,1.4,1.5,2001.0,2001.0,2001.0,2001.0,771.6,771.6,191.8,181.1,150.0,150.0,111.9,105.4,12.0,12.0,10.0,9.6,1.1,79.8,81.3,3328.5,9007.7,11854.4,1664.2,5793.8,7211.5
Jacqueville,2,2,43.3,35.4,2003.0,2003.0,1998.5,1999.1,10204.1,10204.1,10158.8,9907.6,1170.5,1170.5,1255.9,1243.2,15.0,15.0,13.1,13.4,19.6,1470.5,1498.8,248595.9,551433.7,626924.2,124298.0,292529.6,346776.0
Assinie-Mafia,1,1,4.5,5.1,2013.0,2013.0,2013.0,2013.0,195.8,195.8,195.8,195.8,10.0,10.0,10.0,10.0,8.0,8.0,8.0,8.0,0.5,36.2,36.9,3859.7,11182.2,12348.7,3859.7,21131.7,27788.6
Gbabam,1,1,0.7,0.5,1991.0,1991.0,1991.0,1991.0,309.4,309.4,309.4,309.4,16.0,16.0,16.0,16.0,9.0,9.0,9.0,9.0,0.4,29.1,29.7,3589.8,7962.9,9053.0,3589.8,8448.4,10015.1
Dabou,1,1,2.9,1.3,1990.0,1990.0,1990.0,1990.0,705.4,705.4,705.4,705.4,17.0,17.0,17.0,17.0,43.0,43.0,43.0,43.0,0.1,7.3,7.5,9450.4,20962.7,23832.5,9450.4,22241.0,26365.4
