Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Port Bouet,369,58,324.7,337.9,2008.5,1998.7,1998.9,1999.1,48.7,1189.4,185.8,176.6,11.0,229.0,233.7,198.8,6.0,98.9,150.5,127.1,148.8,11266.5,11482.8,1593950.5,3711793.7,4570081.1,4319.6,10967.4,13815.6
Baobab Marine Terminal,179,18,56.5,60.9,2011.5,1999.2,2006.7,2005.7,45.7,476.2,105.4,127.1,10.0,184.5,349.4,513.5,6.0,112.7,62.3,80.6,35.9,2710.8,2762.9,538231.6,1251385.9,1635955.8,3006.9,7689.1,10140.9
Abidjan,161,70,741.8,842.7,1998.7,1999.9,1997.4,1998.8,194.1,2687.7,346.0,298.6,29.0,385.9,770.0,603.0,31.0,107.6,278.1,237.3,353.7,26707.8,27220.6,2833709.4,6535632.9,7609813.4,17600.7,43952.9,52917.3
Espoir Marine Terminal,151,20,70.1,61.4,2009.8,2004.4,2005.7,2006.7,52.4,110.8,93.7,95.6,17.0,41.8,66.0,68.0,4.0,41.4,32.7,36.5,21.9,1666.1,1698.1,566607.7,1363710.0,1802071.9,3752.4,9828.2,13102.8
San Pedro,87,44,529.5,776.4,2003.3,2005.5,2008.1,2008.0,202.8,644.7,246.1,246.9,55.0,353.6,352.1,395.8,79.0,191.1,258.7,213.8,204.6,15705.4,16007.0,698508.9,1687208.9,1977706.9,8028.8,23241.0,27515.4
Grand Lahou,9,6,12.6,14.0,2008.3,2005.8,2011.7,2011.5,118.4,342.1,130.2,119.3,22.0,61.4,58.3,50.5,33.0,136.1,36.2,35.6,4.6,346.4,353.0,51889.6,113730.4,128994.0,5765.5,13730.4,16145.5
Sassandra,7,7,14.7,14.8,1996.4,1996.4,1999.6,2001.2,262.3,823.9,193.8,160.7,22.0,128.0,198.0,129.8,35.0,40.9,39.3,37.1,6.2,470.6,479.7,40073.5,94341.3,106988.3,5724.8,14369.4,16975.8
Assinie-Mafia,4,4,17.7,23.1,2002.8,2002.8,2001.2,2000.8,144.0,155.6,172.9,179.0,20.0,21.5,16.4,16.1,47.0,52.2,48.5,49.3,4.0,305.2,311.1,26469.3,68703.2,81360.2,6617.3,20841.9,25932.1
Fresco,3,3,4.3,4.9,2006.3,2006.3,2004.6,2004.3,312.0,1576.9,153.5,137.0,24.0,56.7,37.0,29.3,22.0,181.3,95.7,61.6,2.9,222.1,226.4,10729.0,28255.5,31528.6,3576.3,9766.8,11507.8
Jacqueville,3,3,1.8,1.5,1998.3,1998.3,2003.5,2003.7,309.4,260.7,199.7,178.4,16.0,18.0,22.2,22.1,35.0,37.7,28.8,30.7,1.5,115.3,117.6,10024.2,22216.4,25244.6,3341.4,7820.9,9227.7
Dabou,2,2,86.2,40.2,1995.5,1995.5,1990.1,1990.4,10292.9,10292.9,7645.6,4047.3,1098.5,1098.5,2075.7,2036.9,64.0,64.0,117.5,115.4,3.9,290.5,296.1,275843.3,613498.1,699098.7,137921.6,326469.4,387352.9
