Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Indah,6988,1976,640114.5,748014.4,2006.2,2007.4,2009.8,2009.9,925.4,2034.2,2245.6,2297.9,72.0,169.8,372.7,405.3,16.0,39.3,25.5,27.7,62755.6,4854876.3,4948089.9,410033334.1,1153627203.6,1316348994.1,58676.8,195330.0,231133.8
Pengerang,5537,3150,1030586.3,1922535.3,2007.5,2008.3,2009.5,2009.6,1777.6,2619.9,3055.3,3069.9,177.0,271.0,490.6,495.2,15.0,40.2,29.3,28.6,57701.1,4456430.5,4541993.9,466966810.8,1007413189.8,1124992735.1,84335.7,253280.3,310241.3
Tanjong Bin,3297,1224,453861.5,555775.9,2007.2,2007.5,2011.3,2010.8,1420.0,2210.8,2551.5,2563.8,109.0,222.4,314.5,339.8,22.0,51.7,37.6,43.8,42657.6,3301357.5,3364743.5,261414177.7,750356259.6,821590214.6,79288.5,262097.0,314660.1
Pasir Gudang,2740,1204,49561.4,78352.6,2007.2,2007.8,2008.5,2008.7,329.8,1434.7,1621.2,1675.4,66.0,181.4,386.8,403.4,20.0,54.6,97.7,81.8,8297.7,635206.5,647402.5,47159923.5,131145762.2,157050026.8,17211.7,60814.0,75509.1
Port Klang,2264,918,87347.1,113365.5,2005.8,2006.5,2008.0,2008.4,636.1,1489.0,1259.4,1554.7,69.5,151.4,300.5,372.7,17.0,49.7,39.9,50.4,11567.0,893973.9,911138.2,67717615.7,197450311.1,228189253.0,29910.6,101425.0,120939.2
Muar,1900,219,13240.6,19744.7,2013.7,2008.2,2012.4,2012.5,82.8,991.2,636.1,629.6,11.0,130.3,448.9,484.7,7.0,43.7,55.2,67.1,1197.2,91689.7,93450.2,19063705.1,43048821.2,47729357.4,10033.5,26468.0,31350.9
Tanjung Gelang,1126,630,18563.2,29415.8,2006.4,2007.2,2007.6,2007.8,593.2,1147.9,1196.1,1244.7,53.0,120.2,220.9,229.8,31.5,97.7,180.3,199.7,3102.5,238424.5,243002.2,16460638.6,49078095.7,60277390.9,14618.7,56654.2,69921.2
Bintulu Port,1030,570,105249.1,101495.2,2005.6,2007.5,2004.5,2005.1,1855.5,1945.7,2708.1,2548.1,135.0,177.4,230.8,238.3,59.0,113.4,136.7,136.5,13632.1,881020.1,897935.7,35924114.3,172389416.1,167439450.9,34877.8,209135.8,299290.6
Tanjung Pelepas,1020,258,33230.4,37852.4,2004.9,2005.9,2006.4,2006.6,627.4,1073.3,1208.3,1174.6,53.0,94.7,178.9,181.4,14.0,16.7,17.6,18.0,4548.0,351636.8,358388.2,28668120.1,89697808.2,100043796.3,28106.0,95405.6,112019.6
Sungai Udang,635,503,102100.5,187933.4,2006.3,2006.7,2009.8,2009.9,789.5,2284.9,3832.2,3976.5,89.0,217.0,713.0,726.3,27.0,73.9,118.1,119.8,8131.2,622567.9,634521.2,60809896.6,123233248.7,134702409.8,95763.6,272534.5,340090.8
Lumut,584,404,111909.1,217984.1,2008.0,2007.7,2011.3,2011.4,1205.0,2061.7,4240.3,4371.5,123.0,211.4,693.9,701.9,101.0,129.3,169.0,170.2,5855.5,453034.2,461732.4,38708935.2,104334638.1,118956690.2,66282.4,220454.4,272969.1
Pulau Pinang,574,235,16722.6,18212.2,2004.1,2005.9,2007.0,2007.4,504.7,1317.9,979.0,1366.1,51.0,126.8,208.6,269.6,20.0,63.2,40.4,54.4,2616.6,201948.1,205825.5,13470819.6,42613528.0,49489370.2,23468.3,83690.6,99613.1
Kampung Tanjung Langsat,548,422,20068.4,33432.7,2008.1,2008.5,2009.7,2009.7,685.6,1685.2,1876.2,1904.1,127.5,222.3,519.2,525.2,31.0,62.3,83.0,80.6,3267.6,252054.4,256893.8,19803088.7,49983807.8,59287689.3,36137.0,119227.5,145979.4
