Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,10705,1544,966365.6,1050869.5,2006.1,2007.5,2010.8,2010.7,863.2,1535.5,1969.2,1887.0,70.0,108.7,264.2,259.5,17.0,28.4,31.4,31.7,99461.4,7695622.4,7843378.4,568119555.9,1713300623.6,1874415024.6,53070.5,177932.2,210391.7
Oil tanker,4826,1602,787848.4,1491088.5,2005.8,2007.6,2009.9,2009.9,572.6,2593.4,3411.5,3475.7,99.0,267.8,564.9,568.3,29.0,70.8,84.1,84.0,50157.7,3879837.3,3954330.2,473197683.4,848758648.2,922040999.6,98051.7,259798.8,323318.4
Bulk carrier,4784,2866,1426367.0,2727265.9,2009.0,2009.1,2008.7,2008.8,2053.9,3495.9,5334.5,5440.5,205.0,333.1,713.0,716.2,67.0,113.4,115.9,115.9,69979.0,5419418.1,5523471.0,517194916.1,1274085234.7,1458098696.9,108109.3,349860.7,424280.3
Chemical tanker,4365,1238,102005.4,164655.3,2008.1,2008.7,2009.4,2009.4,828.5,1824.0,1850.4,1863.0,92.0,175.2,390.2,390.5,32.0,51.1,68.6,68.5,19615.1,1509719.0,1538705.6,80414863.4,335906215.4,396548437.4,18422.6,88045.2,107187.9
General cargo,2785,929,45743.3,62987.0,2004.7,2005.7,2008.1,2008.2,1144.6,1739.0,1919.7,1909.9,118.0,183.5,318.0,317.1,39.0,78.0,89.9,90.6,8027.2,616359.4,628193.5,40520168.1,132664150.1,190587641.4,14549.4,71118.9,94910.3
Service - tug,2343,483,1254.7,1113.0,2009.1,2008.8,2009.0,2008.8,235.3,999.4,941.3,969.9,80.0,343.2,918.2,904.0,31.0,155.2,342.4,362.1,1264.7,95077.2,96902.7,28468862.8,67320290.3,90138230.1,12150.6,31375.0,42361.6
Service - other,1656,117,4352.6,5044.4,2014.0,2008.6,2008.5,2008.9,81.6,1343.7,286.0,224.9,13.0,337.8,1071.2,883.6,2.0,73.3,104.2,80.3,1019.5,77807.2,79301.1,35200494.2,72223686.2,77825395.6,21256.3,47298.9,53407.2
Liquefied gas tanker,928,250,106554.2,85726.1,2004.4,2006.1,2004.6,2004.4,1521.0,1954.8,2908.7,2841.8,131.0,168.3,310.3,306.0,24.0,58.7,73.3,72.3,14211.2,892011.8,909138.4,22970012.6,151778080.8,129424042.5,24752.2,206647.3,314923.8
Vehicle,452,164,35988.8,11827.9,2003.1,2006.2,2006.1,2005.8,935.3,2426.4,1846.9,1843.8,62.0,166.2,270.7,270.5,12.0,18.6,18.1,18.7,2350.1,181827.1,185318.2,11977269.3,52806915.3,61155790.0,26498.4,100720.3,108397.2
Ferry-pax only,340,34,478.9,100.1,1998.2,2000.8,1992.7,1994.2,685.3,1630.7,755.6,748.8,37.0,74.3,133.6,105.6,21.0,52.8,64.1,57.0,324.6,24374.4,24842.4,3672150.1,9272581.2,11911443.8,10800.4,28256.3,37344.2
Cruise,269,50,15044.7,1492.9,2001.7,2001.1,2004.1,2003.9,453.8,720.6,628.9,649.6,32.0,80.3,65.8,76.8,10.0,24.1,33.1,32.1,3072.2,237825.7,242392.0,1522336.0,21183385.8,27939325.0,5659.2,68916.4,86598.3
Ro-Ro,133,24,180.7,154.6,2009.6,2010.2,1999.1,2005.5,118.5,1718.5,704.4,456.9,26.0,275.1,290.3,307.8,10.0,282.5,160.2,198.4,212.1,15954.9,16261.2,359775.8,2277493.3,1182901.3,2705.1,6544.3,8785.0
Ferry-RoPax,38,10,134.7,40.1,1994.3,1996.4,1994.4,1996.6,1007.8,1565.9,1176.2,1349.0,38.0,271.0,173.7,233.1,31.5,79.4,123.9,134.6,62.7,4712.1,4802.6,288819.0,699297.9,868744.9,7600.5,16348.3,16347.4
Refrigerated bulk,29,23,564.6,618.4,1987.9,1985.7,1989.7,1989.4,2477.6,3952.4,4456.9,4497.3,246.0,521.2,1079.6,1088.4,48.0,202.2,150.9,148.7,411.0,31113.8,31711.2,1834669.2,4008841.4,4515582.8,63264.5,134815.9,145560.6
Miscellaneous - fishing,29,9,45.1,37.1,1998.4,1998.4,1993.9,1990.7,933.4,3467.7,1289.1,1655.8,120.0,370.9,607.4,656.7,79.0,122.1,229.0,216.4,61.4,4613.0,4701.6,260680.2,578238.8,657399.0,8989.0,21155.1,25078.1
Other liquids tankers,11,4,9.5,10.9,2013.5,2012.8,2009.2,2009.2,69.2,122.0,271.5,267.0,23.0,47.6,43.6,49.7,7.0,6.4,1.6,1.8,27.8,2087.3,2127.4,5578.5,15928.3,34341.4,507.1,1756.9,2839.0
