Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Indah,1524,519,14567.7,16771.9,2003.0,2005.8,2002.7,2003.6,242.5,556.8,493.6,455.5,34.0,98.0,136.9,128.1,20.0,46.9,39.9,46.4,2994.1,229433.5,233838.6,16943280.0,51040950.0,59012431.1,11117.6,37947.1,45749.9
Port Klang,1169,383,7295.0,7736.7,2001.4,2004.8,2001.1,2002.6,268.2,509.1,387.6,400.5,35.0,83.1,82.6,94.2,24.0,66.4,48.4,67.8,1886.6,144363.6,147135.4,10621506.6,32063298.7,39373583.1,9086.0,30643.7,38084.7
Pasir Gudang,1165,464,6412.7,9095.3,2005.4,2006.5,2005.6,2006.0,284.2,546.5,487.1,484.3,36.0,90.6,138.0,146.3,22.0,65.4,66.2,65.5,1577.9,119507.6,121802.2,7848269.7,23214386.9,27647412.8,6736.7,24323.8,30303.8
Tanjong Bin,874,315,7020.8,9961.5,2001.7,2005.5,2005.4,2004.7,212.4,549.9,387.2,438.6,29.0,132.4,282.8,340.5,24.0,68.2,61.7,65.8,1441.7,110417.9,112537.9,8641219.0,20749604.4,23635221.7,9887.0,30642.1,37011.5
Pengerang,802,481,8179.8,13606.0,2005.3,2006.6,2007.4,2007.3,254.3,542.7,567.5,557.6,33.0,92.9,130.7,130.2,29.0,75.2,103.9,102.2,1281.0,97011.8,98874.4,7311292.4,16362216.0,18959508.8,9116.3,28002.1,35363.6
Pulau Pinang,700,225,6712.6,6320.3,2003.5,2005.2,2001.9,2005.2,248.9,562.5,363.5,353.7,22.0,94.5,214.5,135.6,17.0,55.2,45.6,49.8,1585.2,122016.9,124359.6,7796515.2,24279517.2,28138430.9,11137.9,37469.1,44714.0
Tanjung Pelepas,623,139,3710.4,4665.7,2006.1,2004.6,2006.6,2006.6,185.4,386.5,362.1,365.1,21.0,58.2,80.9,92.6,13.0,50.7,42.7,44.0,705.7,54260.4,55302.2,5614852.7,16254589.1,18064435.6,9012.6,28423.9,33444.6
Bintulu Port,558,224,7427.4,9907.0,2003.8,2006.0,2005.7,2004.8,660.7,885.2,980.9,904.4,64.5,150.2,212.1,165.2,27.0,91.8,71.3,81.4,1510.6,112906.0,115073.8,8990716.1,25831274.7,29739398.6,16112.4,54601.2,69906.1
Labuan,449,156,2842.2,4021.1,2006.9,2006.7,2004.5,2004.9,455.2,1188.5,812.8,771.2,51.0,380.5,309.5,227.0,32.0,231.2,154.0,128.3,991.9,75181.8,76625.3,10354032.5,25898925.7,32188192.0,23060.2,62956.1,82527.9
Senari - Sarawak,431,132,2294.6,2527.2,2003.0,2004.8,2003.0,2004.4,554.3,624.1,682.1,707.6,50.0,77.1,86.1,99.1,26.0,67.4,56.3,63.4,560.6,42814.4,43636.4,4204538.7,11346151.9,13651470.4,9755.3,30582.2,37522.7
Muar,407,162,1033.2,1576.8,2010.1,2007.9,2008.9,2008.8,103.9,417.6,308.8,302.8,19.0,55.8,68.1,64.2,19.0,56.7,75.1,69.4,208.8,15769.6,16072.3,2734343.8,6154269.9,7009816.3,6718.3,17929.7,21577.2
Sungai Udang,397,219,4574.5,6621.8,2007.3,2006.1,2005.2,2005.3,353.8,742.4,805.6,696.7,48.0,140.7,248.2,196.8,28.0,86.8,79.2,68.4,1014.6,74621.8,76054.6,5264345.4,12201171.0,13580361.9,13260.3,43288.8,56230.2
Lumut,391,227,5161.4,9599.4,2007.6,2006.9,2010.5,2010.7,277.6,549.4,447.4,439.1,37.0,87.6,138.4,135.5,17.0,68.5,98.4,98.0,469.7,36084.0,36776.8,3904538.1,9652083.2,11291086.1,9986.0,30574.5,37680.3
Port Dickson,379,224,3444.2,5719.7,2004.6,2005.0,2002.6,2002.5,259.3,618.3,711.5,765.5,30.0,76.7,265.5,272.0,26.0,88.0,70.8,72.2,753.9,57735.7,58844.2,4590353.7,10250375.2,11873924.7,12111.8,35154.9,43936.8
Kemaman,328,126,662.5,751.1,2009.9,2008.1,2008.1,2007.3,341.3,820.7,771.0,757.6,75.0,272.8,660.9,552.3,20.0,108.4,199.3,176.6,410.8,30987.3,31582.3,8395008.2,19742584.6,26269625.4,25594.5,67672.8,90837.5
Tanjung Gelang,307,195,1279.0,1835.2,2007.8,2008.3,2007.6,2008.0,303.1,577.2,461.6,449.4,43.0,126.8,221.1,192.4,19.0,45.8,50.2,45.0,441.2,33622.2,34267.7,2713452.2,7031464.6,8406758.9,8838.6,27547.9,34018.6
Sandakan,280,156,2517.0,3690.8,2004.9,2007.2,2006.1,2006.8,636.2,798.3,778.7,783.1,55.5,84.3,117.9,120.9,34.0,59.5,60.7,62.1,585.6,44872.6,45734.1,3359203.8,10484003.9,12481851.7,11997.2,45321.2,55905.0
Kampung Tanjung Langsat,258,156,1168.0,1839.9,2009.0,2008.3,2008.9,2008.7,234.5,489.9,499.9,504.5,43.0,94.6,118.9,121.6,34.0,71.7,54.7,55.9,335.5,25692.3,26185.6,1879479.5,4719182.2,5653400.2,7284.8,22933.3,28259.9
Sungai Udang Port,210,60,2323.4,3952.4,2007.7,2006.5,2004.1,2003.8,419.6,929.0,723.1,733.2,56.0,334.1,127.6,123.8,30.5,98.4,47.8,45.3,489.2,37476.1,38195.7,3019255.5,6594637.5,7466434.8,14377.4,42547.1,53307.1
Tawau,203,79,1265.6,1692.8,2002.4,2004.8,2003.9,2004.2,466.4,914.8,708.6,703.9,29.0,107.0,134.7,138.0,31.0,65.7,56.6,59.3,378.1,28910.3,29465.3,2041648.0,5975503.6,7084224.7,10057.4,36223.7,44859.8
