Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,3724,385,33997.8,41769.2,2002.9,2005.8,2003.7,2003.5,266.9,321.4,391.7,401.5,25.0,28.9,69.7,71.9,19.0,22.3,35.9,36.5,6841.9,526381.5,536488.1,41527172.6,138260402.3,155538243.8,11151.2,39261.4,46563.8
Service - tug,2498,353,1414.6,1259.5,2010.6,2009.5,2011.0,2010.9,208.8,657.8,755.0,740.1,52.0,252.9,1069.3,1020.6,19.0,119.0,360.0,363.8,1322.6,99323.2,101230.2,32216818.6,76183077.7,102005023.5,12897.0,33302.5,44964.0
Oil tanker,2442,358,25920.7,45095.0,2001.8,2004.4,2004.5,2004.3,307.7,504.3,682.2,684.3,44.0,96.7,146.4,145.6,28.0,81.9,84.4,84.6,5718.8,437692.4,446096.1,33975645.2,54158101.7,59313984.8,13913.0,38319.2,48476.3
Chemical tanker,1868,531,10697.8,16884.4,2007.7,2008.4,2008.7,2008.8,381.0,530.8,574.2,576.3,40.0,62.7,111.6,112.1,26.0,44.0,49.2,49.3,3267.7,250001.8,254801.8,14866399.7,49431242.3,59739108.5,7958.5,29746.9,36394.3
General cargo,1578,352,4880.2,7020.3,2000.6,2004.7,2002.3,2002.7,536.5,590.4,634.9,642.5,52.5,62.6,187.9,193.9,32.0,78.1,124.7,125.4,1365.0,103624.2,105613.7,12095469.0,35678978.0,50837448.0,7665.1,28264.3,38859.4
Bulk carrier,1151,494,18847.5,34148.3,2007.9,2008.2,2007.4,2007.6,333.2,576.9,546.9,538.7,37.0,68.9,199.4,195.8,51.0,93.9,103.6,101.5,1840.0,141990.6,144716.9,10420017.7,25689006.0,32573987.3,9053.0,33843.5,41625.0
Service - other,820,74,1980.6,2490.1,2009.5,2007.9,2009.4,2008.9,119.4,725.5,443.5,378.6,19.0,161.1,608.9,587.8,13.0,173.2,213.4,267.6,700.7,53169.8,54190.6,17376317.2,35652388.1,38417607.2,21190.6,47152.7,53242.1
Ro-Ro,307,22,533.9,852.0,2009.6,2010.9,2007.8,2007.8,292.5,1241.5,957.9,934.5,59.0,354.3,345.4,314.5,25.0,387.5,150.5,114.5,860.5,64611.5,65852.0,1152610.0,4106590.8,2979744.8,3754.4,8923.4,10450.3
Liquefied gas tanker,295,61,5898.0,5019.4,2005.1,2004.0,2007.3,2006.7,747.0,1017.4,1666.0,1573.6,75.0,97.0,323.2,307.0,31.0,53.9,91.8,91.8,1271.6,88478.2,90177.0,1814415.3,9287824.4,8452987.6,6150.6,44337.9,64759.0
Ferry-pax only,210,21,84.2,21.9,1998.8,1996.9,1996.7,1997.4,795.1,2215.2,1961.5,2399.6,48.0,93.8,579.3,585.8,28.5,63.5,241.3,250.1,292.3,21945.8,22367.2,1790667.8,3652376.0,4601574.6,8527.0,19844.7,26162.4
Cruise,179,37,3898.4,441.2,1995.5,2001.2,1994.0,1992.7,209.3,351.1,371.9,409.5,16.0,43.3,229.4,260.4,9.0,12.4,23.5,21.6,989.9,76456.4,77924.4,1005422.7,8471067.9,11252023.0,5616.9,40291.5,48725.0
Vehicle,103,11,4886.0,1579.4,1998.6,2002.1,1997.8,1998.0,762.8,533.7,1048.9,1051.5,55.0,36.7,140.3,141.2,20.0,13.5,32.2,32.4,302.5,23422.3,23872.0,1599381.2,7051556.2,8166420.8,15528.0,59021.8,63520.4
Refrigerated bulk,5,3,33.9,40.1,1983.0,1981.0,1980.7,1980.5,664.9,3459.6,1417.2,1535.7,62.0,298.3,708.8,734.0,23.0,210.8,187.5,190.2,34.9,2630.0,2680.5,118969.4,259953.8,292813.5,23793.9,50704.5,54745.6
Miscellaneous - fishing,3,3,1.5,1.5,1992.3,1992.3,1987.0,1983.1,621.8,568.5,357.3,538.1,72.0,68.0,84.3,94.1,4.0,10.0,16.9,20.5,1.1,86.3,88.0,10304.9,22858.4,25987.6,3435.0,8084.1,9583.2
