Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Haifa,427,139,1063.6,1120.0,2003.1,2001.7,2003.4,2003.7,89.6,183.8,112.9,115.1,9.0,39.4,135.3,115.8,32.0,66.6,48.4,53.9,410.6,31356.5,31958.6,1249336.5,3631222.8,4222047.7,2925.8,9503.1,11266.8
Ashdod,410,129,1469.2,1630.6,2003.2,2003.9,2004.7,2005.0,87.9,134.4,112.0,112.6,9.0,46.6,39.0,45.5,21.0,37.6,34.0,38.0,453.3,34804.9,35473.2,1408670.1,4097737.1,4681814.4,3435.8,11012.8,12867.3
Akko,11,11,26.8,39.7,2005.5,2005.5,2004.9,2004.9,81.4,98.0,80.7,85.7,46.0,124.3,129.5,138.2,69.0,82.6,71.4,72.2,24.9,1912.1,1948.8,20447.6,67776.3,80372.2,1858.9,7565.0,9177.1
Ashkelon,8,7,252.1,494.3,2009.0,2009.6,2007.4,2007.4,256.3,322.4,415.9,421.2,286.0,280.6,438.2,443.2,84.5,81.1,68.3,68.0,31.8,2462.5,2509.8,110382.9,245401.2,282640.6,13797.9,42687.5,49695.8
Caesarea,5,4,239.4,467.7,2007.4,2008.0,2004.9,2005.0,426.2,570.5,915.1,945.5,45.0,95.1,229.9,234.6,65.0,70.2,185.0,187.8,16.4,1269.6,1294.0,111244.9,220867.3,254969.4,22249.0,62810.3,72321.8
Hadera,4,4,26.2,38.2,2007.2,2007.2,2006.0,2008.2,113.7,384.1,134.3,104.9,45.5,53.8,60.4,53.4,97.5,376.2,600.0,383.4,17.0,1315.6,1340.8,17936.7,35900.4,43145.0,4484.2,11747.2,13476.5
Kfar Vitkin,3,3,54.3,102.9,2012.0,2012.0,2013.1,2013.1,321.1,267.0,278.9,279.9,303.0,273.3,318.8,317.9,151.0,135.3,124.1,123.2,9.1,707.0,720.6,22202.1,52704.9,60446.9,7400.7,26238.4,31234.5
Eilat,2,2,55.6,15.2,2011.0,2011.0,2012.3,2010.3,623.6,623.6,631.0,619.3,76.5,76.5,64.2,83.3,12.0,12.0,12.6,11.7,12.2,943.2,961.3,38809.7,130743.4,129013.5,19404.8,69373.4,71321.8
Tel Aviv-Yafo,2,2,14.9,25.3,2008.5,2008.5,2008.2,2008.3,244.8,244.8,199.6,191.8,63.5,63.5,54.8,57.8,17.0,17.0,16.8,16.9,2.1,161.9,165.0,4992.0,26740.8,30762.0,2496.0,17005.9,20868.6
Binyamina-Giv'At Ada,1,1,0.1,0.1,1984.0,1984.0,1984.0,1984.0,50.8,50.8,50.8,50.8,77.0,77.0,77.0,77.0,15.0,15.0,15.0,15.0,0.2,13.7,14.0,390.7,801.6,863.8,390.7,869.4,981.6
Herziliyya,1,1,3.8,7.0,2010.0,2010.0,2010.0,2010.0,74.9,74.9,74.9,74.9,63.0,63.0,63.0,63.0,141.0,141.0,141.0,141.0,1.3,102.8,104.7,1419.2,4165.8,4759.0,1419.2,6485.2,7925.8
