Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Haifa,2408,679,73904.6,83213.5,1999.8,2001.8,2006.8,2007.0,601.3,1263.1,1673.5,1679.4,60.0,118.8,240.3,243.6,36.0,86.9,42.0,48.2,10487.2,809170.3,824706.4,52314000.3,149186917.1,180517377.8,21725.1,77269.0,94275.1
Ashdod,1642,578,53948.3,62382.2,2000.4,2003.1,2007.1,2007.6,397.4,1330.1,1391.7,1485.1,49.0,129.1,245.1,266.2,47.5,95.5,60.8,71.2,7336.7,566501.2,577378.0,40531797.8,108721951.2,128798503.3,24684.4,80533.0,95927.2
Eilat,254,188,19017.0,15316.6,2004.7,2006.0,2003.9,2005.4,1191.4,1768.3,2129.0,1499.5,115.5,165.1,290.9,255.1,34.5,65.2,60.1,75.1,1828.5,137052.3,139683.7,8614299.5,31420191.3,36844397.6,33914.6,139854.4,168612.8
Ashkelon,91,46,11969.2,22737.3,2007.8,2008.2,2011.0,2011.0,802.9,2385.8,3186.0,3340.5,89.0,249.6,554.3,561.5,56.0,85.5,109.8,110.9,1015.0,78539.2,80047.2,6920051.1,16609036.1,18806508.2,76044.5,240082.7,289618.9
Hadera,40,36,11790.8,19234.2,2010.4,2010.4,2010.5,2010.8,5087.3,4128.7,4272.4,4075.3,545.5,512.0,557.7,584.1,133.0,160.2,167.4,179.5,1070.1,75580.9,77032.1,4180966.5,12898861.8,13496003.5,104524.2,453666.3,586512.3
Akko,17,17,1240.9,1442.9,2005.6,2005.6,2009.2,2009.0,845.0,1316.6,2121.0,1897.4,69.0,110.2,240.8,230.6,17.0,56.4,28.7,32.0,162.6,12574.5,12816.0,696486.5,2014992.9,2395916.2,40969.8,152989.6,185232.7
Gush Halav,7,2,160.3,43.8,1987.3,1985.5,1987.8,1987.8,1091.3,1073.6,1778.6,1774.4,76.0,104.8,163.6,163.5,5.0,10.0,8.3,8.3,25.0,1920.5,1957.4,44373.3,195638.8,226569.6,6339.0,24094.7,25931.2
Caesarea,4,3,829.3,1610.0,1991.2,1996.7,2006.5,2006.5,2628.0,3784.7,5655.9,5704.7,513.0,490.8,508.9,508.4,40.0,55.5,85.9,87.4,55.4,4278.2,4360.4,366051.9,822785.7,951096.7,91513.0,300076.2,355688.1
Tel Aviv-Yafo,2,2,298.8,542.9,2008.5,2008.5,2009.7,2009.8,3254.1,3254.1,3994.0,4122.1,456.0,456.0,483.6,484.4,6.5,6.5,7.7,7.8,26.4,2048.4,2087.7,110099.4,361265.2,413376.4,55049.7,269199.9,329266.5
Tiberias,1,1,1.8,2.3,1993.0,1993.0,1993.0,1993.0,99.5,99.5,99.5,99.5,16.0,16.0,16.0,16.0,151.0,151.0,151.0,151.0,0.8,64.0,65.2,1746.8,5060.6,5588.6,1746.8,9563.4,12576.2
Binyamina-Giv'At Ada,1,1,72.3,118.7,1984.0,1984.0,1984.0,1984.0,4234.4,4234.4,4234.4,4234.4,302.0,302.0,302.0,302.0,14.0,14.0,14.0,14.0,10.9,842.7,858.9,48653.7,135066.2,209919.5,48653.7,229217.1,297081.8
Karmei Yosef,1,1,0.2,0.1,2013.0,2013.0,2013.0,2013.0,927.4,927.4,927.4,927.4,845.0,845.0,845.0,845.0,37.0,37.0,37.0,37.0,0.9,66.5,67.8,2362.8,5587.3,7481.1,2362.8,6101.1,8237.6
Herziliyya,1,1,261.0,474.2,2010.0,2010.0,2010.0,2010.0,5097.3,5097.3,5097.3,5097.3,558.0,558.0,558.0,558.0,31.0,31.0,31.0,31.0,23.3,1804.4,1839.1,96592.9,283527.9,323896.9,96592.9,441385.3,539431.4
Magshimim,1,1,10.7,16.9,2007.0,2007.0,2007.0,2007.0,360.3,360.3,360.3,360.3,124.0,124.0,124.0,124.0,12.0,12.0,12.0,12.0,3.3,255.0,259.9,3255.7,23842.7,27490.2,3255.7,28114.8,34561.4
Acre,1,1,107.4,172.9,2000.0,2000.0,2000.0,2000.0,4621.2,4621.2,4621.2,4621.2,394.0,394.0,394.0,394.0,8.0,8.0,8.0,8.0,17.2,1332.1,1357.7,33353.3,244256.2,281622.8,33353.3,288022.0,354064.2
Ofra,1,1,24.2,42.8,2012.0,2012.0,2012.0,2012.0,763.1,763.1,763.1,763.1,70.0,70.0,70.0,70.0,71.0,71.0,71.0,71.0,2.2,172.5,175.8,19111.4,37824.7,46914.9,19111.4,61011.5,70937.2
Kfar Vitkin,1,1,202.7,368.5,2011.0,2011.0,2011.0,2011.0,3958.0,3958.0,3958.0,3958.0,327.0,327.0,327.0,327.0,72.0,72.0,72.0,72.0,20.3,1560.8,1590.8,75064.1,220334.8,251706.3,75064.1,343008.7,419202.2
