Inventory,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
All Global Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
All International Voyages,1229088,41343,71953336.7,102531467.9,2003.7,2003.8,2009.2,2009.4,668.4,1825.5,2058.1,2438.9,67.0,228.6,428.3,471.9,22.0,79.5,68.9,76.8,7386879.1,561972489.7,572762361.5,42427448653.6,117844885887.1,135247567981.6,34519.5,120548.3,148093.0
All Domestic Voyages,2658748,54999,81267189.4,114150482.3,2002.5,2002.4,2008.8,2009.1,366.3,1368.5,1510.2,1787.3,41.0,222.0,402.2,445.0,19.0,83.5,69.5,77.4,9296550.7,707533845.5,721118495.4,52903800408.8,144910309539.1,167566454197.9,19898.0,67928.9,83364.7
Int. Arr. Inventory,4473,1296,173839.3,207719.8,2000.6,2003.6,2007.1,2007.9,602.9,1527.1,1747.2,1808.3,59.0,151.0,292.8,321.1,41.0,90.1,63.0,76.1,22085.8,1693763.6,1726283.8,114058266.9,323187140.6,383604369.6,25499.3,89365.3,108275.9
Int. Dep. Inventory,4472,1300,122676.9,145764.1,2000.5,2003.5,2006.4,2007.0,651.5,1260.9,1229.4,1266.1,74.0,177.3,220.0,235.7,22.0,51.6,37.4,40.2,16211.5,1245933.4,1269855.3,93505449.1,266907001.9,317718688.3,20909.1,71932.1,86767.7
Domestic Inventory,874,225,3206.2,3940.8,2003.3,2003.2,2004.8,2005.2,88.7,149.7,131.7,144.2,9.0,48.2,122.8,146.2,27.0,56.0,58.9,69.9,978.9,75049.8,76490.8,2985832.5,8514061.7,9790834.7,3416.3,11004.2,12914.8
