Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,659,112,2030.1,2290.2,2003.5,2004.2,2004.2,2004.5,86.9,106.6,102.3,103.1,8.0,15.9,21.3,21.6,26.0,32.1,35.4,35.3,624.7,47945.0,48865.5,1941357.2,5793117.2,6502345.9,2945.9,9550.2,11183.6
General cargo,79,40,91.5,130.9,2000.0,1994.8,2001.5,2000.8,102.7,176.5,215.3,218.3,17.0,64.3,117.3,120.2,58.0,102.7,75.9,78.8,45.2,3429.2,3495.1,228677.1,671042.8,933446.8,2894.6,11318.1,14593.8
Chemical tanker,39,20,71.2,111.3,2005.4,2005.8,2005.6,2005.6,108.2,193.5,199.6,198.2,20.0,51.0,197.8,186.7,49.0,70.7,107.2,104.1,120.5,9107.6,9282.5,118422.1,368463.7,443937.1,3036.5,10838.8,13188.1
Bulk carrier,33,26,620.0,1205.6,2010.9,2011.3,2007.8,2007.7,132.7,185.5,351.1,366.1,107.0,154.3,314.2,318.6,79.0,105.9,128.2,128.6,70.0,5413.3,5517.2,286719.0,595612.3,702050.1,8688.5,26383.4,30919.9
Vehicle,23,5,82.7,33.2,1998.7,1999.0,1998.6,1997.6,81.4,82.1,96.9,98.6,8.0,8.1,10.1,10.5,15.0,14.2,16.2,15.9,8.7,671.3,684.2,33591.0,148100.3,171515.2,1460.5,5551.3,5974.4
Cruise,16,13,143.0,15.5,2006.2,2004.8,2010.6,2010.5,88.1,150.0,154.6,156.8,10.0,16.0,34.1,34.7,12.0,14.0,14.1,14.7,42.7,3305.5,3369.0,77953.2,337252.4,366564.2,4872.1,18360.6,18251.3
Service - other,11,4,15.8,22.7,1996.5,1994.2,2001.5,2002.5,351.2,333.3,452.6,472.3,156.0,144.5,247.2,242.8,16.0,75.4,66.8,61.5,7.3,550.6,561.2,158542.0,325293.4,350523.4,14412.9,32071.2,36212.9
Ro-Ro,5,1,134.2,110.0,1999.0,1999.0,1999.0,1999.0,1237.8,1237.8,3043.8,3043.8,83.0,83.0,894.1,894.1,65.0,65.0,132.2,132.2,44.1,3415.0,3480.6,118087.3,217598.2,253705.3,23617.5,55509.8,58924.6
Oil tanker,3,1,6.9,10.8,2004.0,2004.0,2004.0,2004.0,90.3,90.3,90.1,90.1,9.0,9.0,8.7,8.7,62.0,62.0,84.5,84.5,11.3,876.2,893.1,9665.2,23209.8,26182.7,3221.7,9803.8,11465.1
Service - tug,3,1,0.3,0.2,2016.0,2016.0,2016.0,2016.0,200.2,200.2,245.9,245.9,405.0,405.0,743.5,743.5,26.0,26.0,33.9,33.9,1.7,127.9,130.3,4642.6,10978.3,14699.3,1547.5,3996.0,5395.2
Miscellaneous - fishing,2,1,0.2,0.1,1968.0,1968.0,1968.0,1968.0,150.4,150.4,150.4,150.4,48.0,48.0,45.7,45.7,19.5,19.5,22.0,22.0,0.3,20.0,20.4,431.6,957.3,1088.3,215.8,507.8,602.0
Liquefied gas tanker,1,1,10.3,10.3,2009.0,2009.0,2009.0,2009.0,611.7,611.7,611.7,611.7,96.0,96.0,96.0,96.0,11.0,11.0,11.0,11.0,2.4,188.2,191.8,7744.1,22436.0,24776.5,7744.1,42398.7,55755.3
