Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,4856,749,178020.4,199984.3,2006.1,2008.2,2007.9,2007.6,284.2,701.5,686.2,694.4,26.0,50.2,151.0,151.4,20.0,28.2,27.9,27.8,22320.2,1702549.6,1735238.6,128054345.3,370010931.8,413593341.0,26370.3,85528.2,100472.4
Chemical tanker,4487,1134,65429.4,105492.8,2006.3,2008.0,2008.9,2009.0,291.4,1387.6,1385.4,1422.4,44.0,135.8,348.7,352.3,24.0,36.7,45.4,45.8,13432.0,1023940.1,1043599.8,43727399.0,200417669.4,236407855.6,9745.4,51582.7,63236.5
General cargo,4102,1494,23145.2,32430.9,2002.7,2003.7,2004.8,2004.7,403.9,843.3,1084.2,1089.4,56.0,95.3,290.4,292.3,28.0,39.8,48.8,48.7,4761.9,361776.4,368722.6,31324161.3,97192326.1,139433254.2,7636.3,32220.1,43913.3
Ro-Ro,3539,92,47938.2,23789.4,2004.0,2006.3,2006.1,2005.9,203.4,733.4,442.9,474.6,14.0,53.6,78.5,81.9,7.0,24.2,29.6,29.9,7984.0,602831.0,614405.4,25639071.9,48086541.1,55298093.3,7244.7,17031.4,18115.2
Vehicle,2433,470,97413.0,33528.7,2003.9,2007.0,2007.2,2006.6,358.8,998.6,964.0,973.9,32.0,72.7,189.0,188.6,20.0,25.2,30.6,31.6,6922.8,528133.5,538273.7,33952134.3,149692508.2,173359181.0,13954.8,53042.4,57085.2
Liquefied gas tanker,1251,244,35857.6,32579.0,2007.6,2008.7,2011.5,2011.3,369.3,1750.3,2216.2,2044.9,36.0,151.6,367.8,360.3,25.0,42.8,45.1,46.3,5208.2,361780.7,368726.9,12615967.5,61082883.5,56049410.3,10084.7,67158.6,96356.2
Bulk carrier,833,657,48410.0,82942.3,2009.1,2009.8,2010.1,2010.1,1343.4,2087.0,2085.5,2100.4,138.0,216.7,436.2,441.7,59.0,68.7,76.8,77.6,4747.1,364160.9,371152.8,27619659.9,66421806.0,85627803.8,33156.9,128509.0,156446.7
Service - tug,653,95,43.9,30.6,1999.7,2003.2,2003.0,2002.5,87.0,223.0,186.8,196.9,44.0,80.9,139.7,139.7,9.0,60.8,58.4,53.1,120.3,9029.8,9203.2,783609.2,1852999.8,2481066.6,1200.0,3098.7,4183.7
Oil tanker,610,298,34893.0,61922.7,2007.6,2008.8,2010.6,2010.7,448.3,1780.1,1877.3,1898.9,64.0,209.9,418.1,420.8,30.0,64.1,82.9,84.2,4571.0,347970.0,354651.1,37317808.5,73806729.3,85244087.7,61176.7,155535.0,191843.3
Service - other,535,98,1100.0,1698.8,1997.4,2002.7,2001.5,2001.3,180.1,635.3,516.1,529.1,25.0,197.8,303.5,299.7,7.0,176.5,191.6,191.8,440.2,33087.1,33722.4,11854795.1,24323437.0,26209976.4,22158.5,49306.4,55673.9
Miscellaneous - fishing,252,60,59.6,36.1,1993.6,1991.9,1990.7,1990.6,280.2,564.6,444.2,508.2,45.0,137.2,696.7,702.8,10.0,28.4,36.4,40.5,103.1,7741.8,7890.4,254062.3,563559.2,640709.7,1008.2,2372.7,2812.7
Cruise,194,67,3508.5,330.2,2003.2,2000.6,2007.0,2005.0,210.3,238.6,235.6,240.1,15.0,19.5,22.5,24.1,9.0,10.9,9.7,10.0,813.1,61216.5,62391.9,747852.0,5512027.3,6873813.6,3854.9,24856.8,29075.7
Ferry-RoPax,176,4,1142.3,228.1,1987.3,1998.2,1987.3,1987.1,204.5,360.1,205.6,204.8,14.0,49.2,15.6,14.9,9.0,18.5,9.0,8.9,267.7,20100.5,20486.4,1417225.5,3504559.3,4300208.0,8052.4,17188.9,15658.2
Refrigerated bulk,72,25,2943.8,2960.3,1995.1,1996.3,1995.3,1995.4,3874.1,3548.7,3765.6,3780.6,217.0,266.7,342.6,351.7,1.0,118.0,38.5,39.6,1368.6,104458.8,106464.4,8782161.4,19189449.0,21615109.6,121974.5,259926.2,280642.2
Other liquids tankers,31,5,2434.7,3165.3,1994.8,1996.0,1999.4,1999.4,5498.3,4576.2,4557.6,4510.0,332.0,310.7,364.6,364.0,42.0,47.3,55.7,55.7,646.2,49882.0,50839.7,1623644.2,4635999.9,9995214.5,52375.6,181449.0,293202.5
Ferry-pax only,6,4,4.3,1.2,1949.0,1951.2,1974.1,1972.2,168.9,2748.4,3059.7,1662.4,24.5,416.1,2961.4,2956.2,30.0,78.6,210.1,206.8,8.0,600.4,611.9,94936.3,193346.7,243557.0,15822.7,36795.0,48507.9
