Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Nieuwpoort,1842,1208,3956.6,5245.3,2006.4,2007.0,2007.3,2007.5,80.7,88.7,83.7,83.8,10.0,21.6,23.9,27.4,29.0,47.8,47.7,48.8,2227.5,167449.8,170664.8,3368817.1,10056616.4,11657714.6,1828.9,6460.6,7804.9
Kallo,713,187,477.2,351.8,2005.2,2006.1,2003.0,2001.9,64.1,97.9,81.7,77.8,23.0,37.1,45.2,44.0,15.0,46.3,115.1,193.9,302.1,22699.7,23135.6,1519515.0,3569704.0,4176455.8,2131.2,5350.7,6458.9
Doel,706,175,300.4,291.1,2006.7,2005.7,2005.9,2005.7,57.7,63.4,63.5,60.0,28.0,43.8,57.0,61.2,11.0,37.1,46.5,52.8,309.1,23228.9,23674.9,1004886.6,2395169.5,2901017.0,1423.4,3766.5,4682.0
Zandvliet,640,378,543.9,924.9,2007.0,2006.6,2008.6,2008.6,29.0,56.4,83.5,92.2,23.5,50.6,359.4,385.9,24.0,39.1,48.5,46.8,583.4,43855.0,44697.0,671837.7,1661366.3,1975106.4,1049.7,3114.8,3916.6
Antwerp,635,296,263.0,389.1,2007.0,2006.2,2007.3,2007.1,60.4,58.9,53.3,52.8,32.0,61.3,48.7,40.9,10.0,42.7,79.1,81.1,441.1,33126.8,33762.9,573567.1,1466565.9,1812996.0,903.3,2828.8,3577.4
Zeebrugge,510,125,647.0,582.1,2005.6,2004.3,2007.5,2007.8,65.5,264.1,100.7,153.3,15.0,82.8,531.7,965.1,12.0,63.0,16.9,14.1,246.7,18550.8,18907.0,2717384.6,5723643.6,6241806.4,5328.2,12637.5,14550.0
Lillo,367,62,56.5,73.5,2006.4,2006.3,2006.6,2006.3,66.0,108.8,117.4,104.9,27.0,41.6,146.8,138.8,11.0,20.7,35.7,34.2,78.7,5907.4,6020.8,572893.4,1146125.4,1384362.5,1561.0,3825.5,4752.0
Adinkerke,343,269,293.5,370.7,2005.5,2005.5,2006.8,2006.9,81.0,84.3,83.8,83.9,10.0,17.0,14.6,15.5,24.0,36.2,39.6,40.4,184.7,13876.2,14142.6,403261.0,1140166.9,1408223.3,1175.7,4092.4,5103.3
Berendrecht,222,60,44.7,64.1,2009.9,2008.5,2009.9,2009.6,53.3,40.9,36.5,34.0,15.0,47.1,48.5,43.3,19.0,34.1,76.1,81.8,100.2,7521.0,7665.4,115352.2,298449.5,382503.7,519.6,1583.2,2052.7
Pijp Tabak,195,126,111.3,160.4,2005.3,2006.1,2006.4,2006.8,63.6,77.0,69.2,70.6,12.0,35.6,33.0,31.0,19.0,49.3,124.4,129.0,102.3,7683.9,7831.5,389864.8,799666.8,924307.8,1999.3,5250.7,6331.8
Oostende,135,76,294.3,383.3,2000.2,2002.4,2004.1,2004.1,127.8,309.1,155.6,168.4,30.0,160.4,181.4,181.3,19.0,54.2,98.3,114.1,140.8,10572.4,10775.4,1411993.4,3037878.7,3319055.7,10459.2,24540.1,28039.5
Terdonk,101,61,20.1,30.7,2000.3,2001.9,2005.4,2005.6,58.9,78.9,68.5,66.9,27.0,57.0,60.1,44.0,8.0,20.3,31.6,32.9,34.7,2606.6,2656.6,61931.8,142314.5,185338.6,613.2,1856.6,2404.7
Rieme,101,47,32.4,49.5,1995.3,2001.1,2002.6,2003.0,78.1,119.7,121.3,121.2,26.0,33.6,45.7,45.3,10.0,156.7,58.4,59.7,30.9,2319.5,2364.0,154070.1,349564.5,416139.8,1525.4,4027.9,4870.6
Ekeren,51,41,13.8,21.1,2002.2,2002.9,2003.2,2003.3,45.4,59.3,44.3,45.4,15.0,26.5,55.6,60.8,10.0,31.3,84.6,91.5,16.4,1229.6,1253.2,30156.5,82646.0,114609.7,591.3,1989.0,2710.8
Jupille-Sur-Meuse,49,11,8.0,10.9,1997.4,1998.8,1998.3,1998.3,93.2,97.7,92.6,92.8,14.0,16.6,16.1,16.2,0.0,0.5,2.9,2.9,2.8,210.2,214.3,34036.4,97644.1,140321.9,694.6,2264.1,3256.4
