Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,2061,66,87.7,71.3,2007.3,2002.2,2007.4,2006.5,63.5,111.9,107.0,101.5,27.0,132.2,143.6,134.8,11.0,39.9,42.5,44.2,256.4,19248.5,19618.0,1824874.1,4315277.8,5777923.7,885.4,2286.3,3087.0
Chemical tanker,1665,698,1520.1,2416.7,2007.1,2007.8,2008.4,2008.5,77.0,69.1,68.8,68.9,11.0,28.5,31.7,31.8,26.0,36.0,48.1,48.7,1981.8,148981.8,151842.3,1465626.5,5598286.9,6667125.3,880.3,3860.7,4718.3
General cargo,990,432,296.1,420.6,2002.8,2003.9,2004.8,2004.6,66.6,62.4,66.5,66.4,13.0,30.4,31.2,31.0,18.0,39.3,45.1,46.4,194.7,14626.6,14907.5,728638.3,2147336.2,3050120.0,736.0,2733.4,3726.2
Container,599,258,2107.6,2383.2,2003.5,2005.5,2006.3,2006.1,79.0,76.3,77.8,77.4,8.0,13.4,11.7,11.7,20.0,26.8,30.1,30.2,522.9,39267.0,40020.9,1645557.9,4763004.3,5313912.7,2747.2,8823.2,10332.1
Oil tanker,465,137,1004.3,1791.1,2007.0,2008.5,2008.9,2008.9,77.1,81.0,104.6,105.9,12.0,39.1,206.1,212.1,14.0,61.7,57.4,57.2,973.4,73149.1,74553.6,1397149.0,2121094.0,2438920.1,3004.6,7668.7,9558.0
Service - other,446,38,585.9,870.7,1999.2,2002.1,2003.6,2003.6,155.7,591.6,641.4,662.1,39.0,235.4,731.6,793.0,12.0,47.6,131.9,126.0,288.3,21640.0,22055.5,6075810.2,12466228.6,13433116.2,13622.9,30313.2,34227.9
Liquefied gas tanker,310,106,215.0,235.6,2006.9,2007.3,2009.0,2008.9,81.8,82.4,79.6,79.0,10.0,16.7,16.8,16.7,29.0,42.2,52.1,51.7,226.1,16963.3,17289.0,171462.5,509704.0,557082.4,553.1,3060.8,4044.8
Ro-Ro,270,24,248.0,128.1,2002.4,2005.5,2002.6,2001.4,60.7,66.5,64.1,64.0,8.0,18.0,9.9,10.2,14.0,42.5,36.8,36.9,130.6,9835.4,10024.2,167884.2,562224.3,424895.5,621.8,1475.8,1708.4
Bulk carrier,187,145,369.7,619.7,2008.0,2009.0,2007.4,2007.4,74.4,68.1,70.6,70.8,11.0,40.2,28.2,28.0,65.0,73.0,89.0,88.9,96.6,7289.4,7429.4,210453.3,490380.1,644906.8,1125.4,4201.4,5121.7
Vehicle,185,142,885.5,298.4,2005.7,2006.5,2006.7,2006.5,70.0,84.9,84.1,83.7,9.0,20.1,30.6,30.2,21.0,28.8,44.6,42.9,109.2,8242.0,8400.3,302145.7,1332138.7,1542752.4,1633.2,6207.9,6681.0
Miscellaneous - fishing,13,8,5.4,3.6,1992.5,1993.0,1993.3,1993.3,691.4,682.5,242.2,298.9,93.0,117.4,211.1,253.8,22.0,63.4,112.2,138.5,5.9,445.2,453.8,25568.9,56716.7,64481.2,1966.8,4628.9,5487.2
Refrigerated bulk,11,9,9.6,9.6,1994.6,1994.8,1993.8,1993.8,74.8,82.1,79.5,80.4,36.0,109.4,74.3,79.8,0.0,534.2,2239.5,2254.4,160.1,12019.6,12250.4,28443.8,62151.2,70007.5,2585.8,5510.3,5949.5
Ferry-pax only,6,2,0.1,0.0,1963.3,1951.5,1969.2,1948.0,80.8,74.4,81.7,75.6,14.5,15.0,16.8,16.5,62.0,261.0,1301.5,787.9,8.4,634.1,646.3,3196.0,6509.0,8199.4,532.7,1238.7,1633.0
Other liquids tankers,2,1,4.6,6.0,2002.0,2002.0,2002.0,2002.0,69.3,69.3,69.3,69.3,49.5,49.5,42.2,42.2,31.0,31.0,36.0,36.0,3.0,227.5,231.9,3063.3,8746.6,18857.8,1531.6,5306.2,8574.3
Cruise,2,2,2.5,0.4,2008.0,2008.0,2007.2,2006.3,84.2,84.2,69.3,67.0,18.5,18.5,19.0,19.6,8.5,8.5,8.3,8.1,1.8,135.3,137.9,1178.6,8146.0,13770.0,589.3,3724.3,5742.9
