Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Container,2198,406,435603.9,486700.9,2006.9,2007.3,2008.7,2008.7,1593.2,3273.7,3367.8,3314.8,107.0,199.9,289.3,288.3,18.0,23.6,27.6,27.5,50497.3,3908917.9,3983969.1,275362527.2,760531435.1,874203404.1,125278.7,415000.1,486292.2
Bulk carrier,1666,973,152807.2,265542.4,2008.6,2010.7,2010.4,2010.3,1619.0,3392.8,2926.7,2991.1,169.5,325.6,474.2,477.0,93.0,120.9,121.8,123.4,13156.8,1015986.9,1035493.8,87517269.3,197394506.4,247965505.4,52531.4,188512.9,225859.8
Cruise,1608,117,116052.7,11014.3,2003.5,2003.0,2005.7,2005.2,566.3,682.6,696.9,702.1,39.0,46.5,64.2,64.0,9.0,27.7,23.5,25.3,23049.8,1774767.5,1808843.1,17598654.0,158855195.1,195812888.9,10944.4,87391.3,103481.2
Chemical tanker,1562,497,59301.6,98460.8,2009.2,2010.1,2010.0,2010.1,788.5,2071.4,1723.7,1721.1,102.5,218.9,375.4,367.8,50.0,85.0,121.9,120.7,10912.8,840629.7,856769.8,26906943.5,155011847.1,179729662.3,17226.0,115718.6,141314.3
General cargo,988,431,32111.1,45865.3,2006.2,2007.6,2008.6,2008.6,909.2,2644.5,2737.2,2738.4,97.0,235.1,466.0,465.9,49.0,86.7,91.3,90.7,5017.7,385416.2,392816.2,22953286.5,78681086.6,114494720.2,23232.1,123654.8,167116.0
Oil tanker,938,408,106939.5,201092.1,2007.6,2008.2,2009.4,2009.4,839.4,1989.3,2044.9,2092.5,111.5,247.5,676.0,691.0,52.0,70.0,74.8,74.1,10166.7,783554.1,798598.4,80369586.4,149108863.4,169378036.1,85681.9,221817.6,274611.0
Vehicle,705,309,119734.8,38892.6,2007.7,2008.0,2008.3,2008.2,1869.7,3248.8,2964.8,2986.2,145.0,220.8,337.0,338.4,22.0,27.9,27.2,27.1,7338.7,567603.0,578501.0,39383791.3,173640291.6,201093154.9,55863.5,212337.3,228521.5
Liquefied gas tanker,394,102,40450.3,36520.5,2011.9,2011.7,2013.5,2013.4,714.2,2948.3,2790.0,2559.7,72.0,222.4,417.4,398.0,60.0,71.2,68.0,71.2,5321.8,353444.9,360231.0,11274597.1,65929163.5,57922575.3,28615.7,222556.2,332539.7
Service - tug,91,52,67.2,53.8,1990.2,1992.7,2000.4,2001.1,644.3,1311.5,1234.3,1184.4,111.0,307.0,668.1,629.6,29.0,152.6,164.8,199.6,119.7,8987.1,9159.7,1376843.7,3255820.8,4359368.1,15130.2,39068.8,52749.5
Ro-Ro,43,10,1971.9,1337.3,1993.2,2004.0,1999.9,1995.7,846.4,2232.8,2230.3,1947.5,114.0,182.4,380.0,352.5,16.0,86.0,171.6,217.9,235.3,18129.0,18477.0,1471920.8,3015321.4,3239295.5,34230.7,80563.0,86586.2
Service - other,42,33,336.1,327.2,1999.5,1997.9,1999.7,2001.5,1077.6,1521.1,869.2,807.9,138.5,317.3,521.7,444.3,45.5,109.2,100.9,86.2,118.1,8957.9,9129.9,2283435.9,4685109.1,5048488.8,54367.5,120976.9,136600.0
Miscellaneous - fishing,32,21,209.8,201.5,1985.4,1989.0,1989.0,1992.2,1269.1,5648.9,5552.3,7355.8,125.0,507.3,1114.8,1083.5,26.0,323.5,734.4,909.9,119.8,9057.6,9231.5,1416888.2,3142931.2,3573194.6,44277.8,104205.7,123529.5
Refrigerated bulk,18,18,791.4,847.1,1994.0,1994.0,1994.3,1994.0,6289.5,5641.5,5631.0,5591.7,472.0,570.4,569.7,584.6,98.0,182.2,140.7,147.2,406.5,30925.9,31519.7,2513048.0,5491131.9,6185243.7,139613.8,297515.4,321227.2
Ferry-pax only,6,5,16.9,5.6,1983.7,1980.4,1975.7,1971.9,1136.9,1030.8,1134.2,1148.0,222.0,295.3,458.5,464.9,98.0,444.2,1458.3,1476.4,14.4,1083.9,1104.7,198265.9,508075.1,653438.4,33044.3,87188.4,115249.7
Ferry-RoPax,4,3,21.0,3.1,2005.2,2004.7,2009.7,2007.2,561.3,1435.0,683.9,840.8,61.0,172.5,218.7,229.6,156.0,206.8,194.4,241.8,10.1,761.9,776.5,19332.2,47807.1,58659.6,4833.1,10316.6,9396.3
