Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Service - tug,2787,83,661.2,602.6,2006.8,2002.0,2007.5,2007.3,122.4,528.3,206.0,200.6,26.0,431.8,444.0,446.9,14.0,97.4,139.7,125.9,830.4,62447.7,63646.7,15413729.1,36448829.2,48803012.3,5530.6,14281.0,19281.7
Chemical tanker,2096,331,24552.1,40578.0,2009.8,2010.3,2010.2,2010.2,341.2,385.3,430.1,429.8,32.0,45.5,89.7,89.9,48.0,65.5,79.3,79.2,6321.9,489177.9,498570.1,8956927.1,59591555.2,68850220.4,4273.3,33386.8,40941.7
Container,1571,297,34730.3,39077.6,2006.6,2007.4,2008.2,2008.2,245.6,376.7,380.6,380.3,21.0,31.3,54.3,54.9,20.0,20.5,26.7,26.8,4331.1,335116.0,341550.3,25728108.8,71344899.6,80723151.0,16376.9,52000.6,60415.9
Ro-Ro,1326,9,2516.9,1440.8,1988.1,1991.2,1991.3,1990.4,225.0,655.9,212.3,225.5,16.0,39.3,28.3,33.0,7.0,99.2,91.0,136.4,867.8,66527.5,67804.8,3587052.9,23610604.0,12023202.5,2705.2,6554.9,8899.5
Service - other,1239,33,526.0,539.2,1990.4,1992.5,1999.4,2002.3,106.8,1093.1,661.2,891.1,13.0,354.7,943.4,953.1,8.0,102.4,343.6,317.9,332.0,25018.4,25498.7,3762446.7,7719714.5,8318459.9,3036.7,6757.1,7629.7
Bulk carrier,741,289,10399.3,17830.1,2000.5,2010.8,2005.1,2005.1,339.7,597.9,599.2,599.2,44.0,70.0,135.6,136.5,75.0,110.6,113.6,111.4,1216.4,93964.9,95769.0,5989488.6,14279592.4,18125581.8,8083.0,30881.3,37433.6
Cruise,576,50,19648.8,2006.9,1999.1,2000.7,2000.2,2000.0,261.7,493.6,451.9,458.8,17.0,31.9,121.6,122.3,8.0,11.6,25.2,25.9,4898.2,377650.9,384901.8,5862108.9,33336323.8,38160590.2,10177.3,51363.2,56012.6
Oil tanker,503,119,4810.0,8325.5,1999.3,2006.3,2005.9,2006.1,261.9,385.5,353.8,354.1,32.0,81.4,154.8,154.5,33.0,59.6,113.5,103.4,2610.1,201346.6,205212.5,6108299.0,11620291.1,13611663.8,12143.7,33694.0,41181.5
Vehicle,283,113,4059.0,1231.0,2007.9,2007.4,2008.2,2007.9,247.3,261.1,268.5,269.5,18.0,26.9,36.1,36.5,23.0,32.4,32.8,33.0,315.4,24434.7,24903.9,1246533.1,5495874.5,6364782.8,4404.7,16742.3,18018.4
General cargo,282,146,1676.2,2407.2,2006.6,2008.3,2008.9,2008.8,321.0,423.0,460.6,458.2,39.0,54.5,117.2,120.2,45.0,85.2,78.8,80.1,402.7,30685.3,31274.5,1403916.6,4678607.5,6786169.2,4978.4,24844.1,33698.7
Miscellaneous - fishing,148,28,957.5,1156.0,1991.3,1989.4,1995.3,2000.1,925.4,5878.0,4942.3,6109.2,148.0,843.2,1796.0,1890.2,22.5,214.0,519.4,409.9,652.9,49020.1,49961.3,8129659.2,18033151.4,20501867.1,54930.1,129275.5,153248.3
Ferry-RoPax,123,5,755.3,163.7,1994.0,2007.8,1992.6,1992.8,254.7,958.9,272.7,275.1,14.0,173.3,163.0,189.3,10.0,385.2,30.2,38.2,353.2,26922.2,27439.2,1245916.5,2994608.1,3736373.7,10129.4,21844.6,22503.2
Liquefied gas tanker,114,13,768.0,914.9,1988.7,2009.1,2012.3,2012.2,124.5,760.8,665.4,650.5,14.0,68.8,95.5,94.4,57.5,57.8,50.8,50.5,254.4,19332.2,19703.4,310699.9,1675738.3,1503514.2,2725.4,20230.9,29817.2
Refrigerated bulk,76,4,7.4,8.0,1978.5,1987.2,1985.5,1986.2,54.3,265.5,127.1,149.9,10.0,25.0,23.2,25.0,30.0,40.0,77.2,71.0,78.1,5865.2,5977.8,23684.6,51752.0,58293.7,311.6,664.1,717.0
Ferry-pax only,42,8,49.5,10.4,1990.6,1993.0,1992.2,1986.9,633.7,1806.2,1023.1,716.7,130.5,330.9,1706.4,1340.1,34.5,73.6,167.4,202.4,71.9,5404.0,5507.8,623526.8,1359820.5,1724529.2,14845.9,35798.1,47231.5
