Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Honiara,284,153,5491.5,6538.0,2006.2,2006.3,2005.5,2006.2,1182.4,5136.9,1484.2,1442.3,96.0,533.3,343.9,333.8,27.0,346.2,154.2,114.7,1410.5,107717.6,109785.8,9093350.2,25996339.1,30483214.3,32018.8,102617.5,124207.4
Noro,155,78,6751.2,10889.3,1998.7,1999.6,1997.4,1997.3,3164.6,3131.0,2924.7,2950.8,303.0,322.9,353.4,354.0,65.0,95.2,121.1,120.9,803.2,61893.3,63081.6,5112369.8,14913050.1,22172922.2,32983.0,153018.0,197092.2
Rannell Island,23,11,3091.1,5758.2,1998.3,1997.5,1998.4,1998.4,3836.4,3792.2,3515.7,3514.2,369.0,470.5,468.0,467.7,82.0,63.8,89.0,89.4,257.4,19933.7,20316.4,1217592.2,3559817.7,4168384.3,52938.8,242454.0,297658.5
Gizo,9,7,929.1,1674.4,2002.2,2002.0,2002.9,2002.9,3465.1,2599.6,2646.1,3164.8,320.0,266.3,307.6,314.6,122.0,196.1,268.8,276.2,93.7,7247.7,7386.9,383564.3,1166313.7,1361375.4,42618.3,196223.8,240434.6
Ringgi Cove,8,6,220.1,363.0,2005.1,2003.8,2003.9,2004.0,3121.9,3944.6,3586.3,3574.4,316.0,388.8,406.3,406.1,133.0,99.8,101.1,99.9,47.8,3668.3,3738.7,307348.4,965509.6,1363188.5,38418.6,175923.5,228794.4
Lever Harbour,5,5,297.2,478.0,2000.2,2000.2,2001.0,2001.0,3290.0,3444.2,3457.0,3458.8,352.0,414.4,418.6,420.0,64.0,179.4,161.0,159.1,36.4,2804.3,2858.1,193438.7,562834.0,866382.0,38687.7,189774.8,248417.6
Aola Bay,4,4,34.7,53.4,1993.2,1993.2,1995.6,1996.2,2631.0,2849.8,2449.9,3393.0,388.0,655.0,742.8,853.5,15.0,124.5,122.7,147.9,30.9,2330.1,2374.9,154685.7,91053.1,113903.7,38671.4,113650.5,149780.7
Nemba,2,2,1.4,0.4,1994.0,1994.0,1991.4,1988.9,403.0,403.0,402.5,427.8,62.0,62.0,67.0,71.8,15.0,15.0,15.5,15.9,2.4,182.8,186.3,23316.4,28568.8,28986.5,11658.2,17854.3,21833.6
Choiseul Bay,2,2,7.7,10.4,2009.5,2009.5,2014.4,2013.8,1068.2,1068.2,369.2,326.2,140.0,140.0,181.9,176.9,26.0,26.0,11.1,12.9,2.1,163.1,166.2,29152.3,73541.0,91596.4,14576.1,43819.1,53898.3
Yandina,1,1,30.4,50.2,2001.0,2001.0,2001.0,2001.0,5735.3,5735.3,5735.3,5735.3,875.0,875.0,875.0,875.0,8.0,8.0,8.0,8.0,9.0,692.4,705.7,86171.6,252774.2,348592.2,86171.6,345225.0,435289.7
Viru Harbour,1,1,1.8,0.3,1991.0,1991.0,1991.0,1991.0,425.7,425.7,425.7,425.7,39.0,39.0,39.0,39.0,15.0,15.0,15.0,15.0,0.8,58.2,59.4,1101.9,6223.4,13532.0,1101.9,6365.9,12303.4
