Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Noro,144,74,888.3,1422.2,1999.3,2000.1,1997.6,1997.3,278.6,392.4,412.1,416.5,47.0,161.9,361.7,362.5,92.5,123.8,143.2,144.8,204.2,15506.6,15804.3,698485.0,1989288.8,2896565.9,4850.6,21436.1,27549.4
Honiara,94,52,545.8,852.6,1997.6,1997.2,1997.4,1997.3,264.9,902.9,378.9,380.3,110.5,147.6,307.5,318.0,33.5,168.2,135.9,99.6,144.3,10950.6,11160.8,521848.0,1462592.0,2021683.9,5551.6,21957.6,28341.1
Viru Harbour,47,35,234.2,382.1,1999.3,1999.1,1997.5,1997.5,229.3,328.3,381.4,386.4,48.0,143.9,451.8,455.8,16.0,63.3,85.5,86.0,48.3,3672.0,3742.5,182249.2,523266.8,769794.9,3877.6,17536.2,22725.8
Tulagi,26,19,130.1,214.0,1997.5,1996.9,1995.1,1995.1,331.0,366.4,368.6,369.9,122.0,139.5,163.8,162.9,84.5,125.9,180.9,183.8,30.5,2312.2,2356.6,93883.0,274738.9,401717.4,3610.9,16597.6,21612.4
Rannell Island,26,22,197.3,338.9,1999.5,2000.2,1999.9,1999.8,335.6,442.9,365.2,360.7,41.0,194.6,156.9,151.9,8.5,69.7,35.1,32.9,33.7,2581.3,2630.9,127674.7,357194.1,506866.0,4910.6,21685.9,27938.7
Kirakira,24,21,146.4,239.0,1995.6,1995.5,1994.9,1994.8,355.0,390.1,371.8,372.6,42.0,129.0,172.9,174.7,35.5,74.7,62.9,63.0,22.7,1733.3,1766.6,100381.3,292036.5,431268.4,4182.6,19448.4,25242.2
Choiseul Bay,21,19,133.9,219.6,1995.1,1994.8,1995.1,1995.0,343.6,427.5,460.8,465.0,118.0,178.8,378.5,385.6,16.0,70.0,62.6,63.1,23.5,1788.4,1822.8,99320.3,271426.9,414472.0,4729.5,21383.6,27821.1
Aola Bay,15,15,58.9,93.6,2003.3,2003.3,2002.0,2002.0,328.8,449.4,356.1,351.6,195.0,301.1,263.7,261.2,14.0,136.8,104.8,106.2,26.6,2009.5,2048.1,64988.2,179621.8,233589.4,4332.5,16090.5,20882.1
Yandina,10,8,33.2,50.7,1994.2,1994.5,1997.0,1997.6,219.6,404.6,310.8,328.7,44.5,170.0,347.5,371.5,16.0,73.7,74.2,72.1,10.5,790.7,805.9,28730.5,77907.1,117989.6,2873.1,11775.0,15410.4
Gizo,8,7,38.6,17.1,1996.6,1997.1,1994.5,1994.2,197.2,208.4,213.1,165.3,26.5,39.7,28.6,49.0,10.5,27.6,17.6,37.9,9.9,758.4,772.9,23375.5,113544.0,155000.8,2921.9,13947.4,17309.1
Nemba,7,7,65.7,102.3,1998.9,1998.9,1998.1,1998.2,565.3,516.5,515.7,511.1,50.0,155.6,197.7,182.4,6.0,23.0,16.2,17.1,8.0,615.8,627.7,41938.4,116424.1,180946.0,5991.2,28225.7,36582.6
Lever Harbour,3,3,7.1,11.0,1992.7,1992.7,1995.9,1996.3,209.4,239.2,197.8,194.3,19.0,699.7,115.7,48.7,114.0,188.7,104.2,95.7,5.3,396.4,404.0,5605.3,14921.4,22130.1,1868.4,7901.9,10142.0
Ringgi Cove,2,2,4.9,7.8,1989.0,1989.0,1993.9,1994.8,259.9,259.9,266.8,268.0,73.5,73.5,103.5,108.5,34.5,34.5,53.0,56.1,1.6,118.1,120.4,11705.4,19184.4,24141.9,5852.7,13927.4,17569.8
