,exp_code_str3,exp_name,HS2,Description,USD,tonne
0,688,Serbia,85,"Electrical machinery and equipment and parts thereof; sound recorders and reproducers; television image and sound recorders and reproducers, parts and accessories of such articles",901182632.3,98633.353095
1,688,Serbia,87,"Vehicles; other than railway or tramway rolling stock, and parts and accessories thereof",673705802.452,76122.04987500001
2,688,Serbia,72,Iron and steel,496644468.342,789448.23818
3,688,Serbia,39,Plastics and articles thereof,355997769.376,140794.862241
4,688,Serbia,84,"Machinery and mechanical appliances, boilers, nuclear reactors; parts thereof",335425631.971,55554.15554
5,688,Serbia,40,Rubber and articles thereof,291916984.667,78538.36126
6,688,Serbia,94,"Furniture; bedding, mattresses, mattress supports, cushions and similar stuffed furnishings; lamps and lighting fittings, n.e.c.; illuminated signs, illuminated name-plates and the like; prefabricated buildings",248699188.101,73892.97535200001
7,688,Serbia,27,"Mineral fuels, mineral oils and products of their distillation; bituminous substances; mineral waxes",192008289.131,358240.136176
8,688,Serbia,24,"Tobacco and manufactured tobacco substitutes; products, whether or not containing nicotine, intended for inhalation without combustion; other nicotine containing products intended for the intake of nicotine into the human body",145382985.998,7489.456093000001
9,688,Serbia,73,Iron or steel articles,144299049.973,76063.251148
10,688,Serbia,48,"Paper and paperboard; articles of paper pulp, of paper or paperboard",140009502.914,97809.449951
11,688,Serbia,76,Aluminium and articles thereof,99241565.954,25727.132622
12,688,Serbia,44,Wood and articles of wood; wood charcoal,89899928.476,143278.152052
13,688,Serbia,34,"Soap, organic surface-active agents; washing, lubricating, polishing or scouring preparations; artificial or prepared waxes, candles and similar articles, modelling pastes, dental waxes and dental preparations with a basis of plaster",80911713.175,35914.577495
14,688,Serbia,08,"Fruit and nuts, edible; peel of citrus fruit or melons",78854089.359,51659.134918
15,688,Serbia,74,Copper and articles thereof,78795148.939,12035.662657
16,688,Serbia,29,Organic chemicals,68302634.24,122988.711491
17,688,Serbia,15,"Animal, vegetable or microbial fats and oils and their cleavage products; prepared edible fats; animal or vegetable waxes",63699423.653,93688.31108
18,688,Serbia,10,Cereals,54965039.875,213283.405172
19,688,Serbia,22,"Beverages, spirits and vinegar",41077456.375,135384.437429
20,688,Serbia,90,"Optical, photographic, cinematographic, measuring, checking, medical or surgical instruments and apparatus; parts and accessories",38120536.995,5644.932422
21,688,Serbia,23,"Food industries, residues and wastes thereof; prepared animal fodder",36759964.543,45453.344689
22,688,Serbia,07,Vegetables and certain roots and tubers; edible,36556811.502,34732.438259
23,688,Serbia,21,Miscellaneous edible preparations,33674973.963,14423.416342
24,688,Serbia,04,"Dairy produce; birds' eggs; natural honey; edible products of animal origin, not elsewhere specified or included",33488059.287,16073.513721
25,688,Serbia,26,"Ores, slag and ash",32030229.812,34582.856131
26,688,Serbia,20,"Preparations of vegetables, fruit, nuts or other parts of plants",30540754.384,20975.000618000002
27,688,Serbia,70,Glass and glassware,30073755.605,17040.527299
28,688,Serbia,32,"Tanning or dyeing extracts; tannins and their derivatives; dyes, pigments and other colouring matter; paints, varnishes; putty, other mastics; inks",28773282.11,98920.95465900001
29,688,Serbia,83,Metal; miscellaneous products of base metal,25595775.616,3447.085581
30,688,Serbia,17,Sugars and sugar confectionery,23215316.401,68044.706907
31,688,Serbia,12,"Oil seeds and oleaginous fruits; miscellaneous grains, seeds and fruit, industrial or medicinal plants; straw and fodder",20443857.596,46714.300641
32,688,Serbia,86,"Railway, tramway locomotives, rolling-stock and parts thereof; railway or tramway track fixtures and fittings and parts thereof; mechanical (including electro-mechanical) traffic signalling equipment of all kinds",19017455.582999997,4909.390889
33,688,Serbia,19,"Preparations of cereals, flour, starch or milk; pastrycooks' products",17446643.442,9409.35293
34,688,Serbia,62,Apparel and clothing accessories; not knitted or crocheted,17066818.501,604.4609859999999
35,688,Serbia,28,"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",17063208.013,62858.77046
36,688,Serbia,89,"Ships, boats and floating structures",15296633.249,1879.563969
37,688,Serbia,63,"Textiles, made up articles; sets; worn clothing and worn textile articles; rags",14941976.39,3046.5405440000004
38,688,Serbia,68,"Stone, plaster, cement, asbestos, mica or similar materials; articles thereof",13811536.841,47062.4835
39,688,Serbia,93,Arms and ammunition; parts and accessories thereof,13803949.222,1322.199152
40,688,Serbia,57,Carpets and other textile floor coverings,10854839.791,4724.507508000001
41,688,Serbia,56,"Wadding, felt and nonwovens, special yarns; twine, cordage, ropes and cables and articles thereof",10219513.849,3695.8791119999996
42,688,Serbia,61,Apparel and clothing accessories; knitted or crocheted,8862983.818,292.64212599999996
43,688,Serbia,38,Chemical products n.e.c.,8566406.897,13194.571836
44,688,Serbia,64,Footwear; gaiters and the like; parts of such articles,8511042.077,349.116044
45,688,Serbia,31,Fertilizers,8160585.595,38307.769956000004
46,688,Serbia,59,"Textile fabrics; impregnated, coated, covered or laminated; textile articles of a kind suitable for industrial use",6708924.585,2135.08122
47,688,Serbia,96,Miscellaneous manufactured articles,6322076.367,2186.410641
48,688,Serbia,02,Meat and edible meat offal,6159453.079,3000.676292
49,688,Serbia,95,"Toys, games and sports requisites; parts and accessories thereof",5736019.743,758.4616430000001
50,688,Serbia,42,"Articles of leather; saddlery and harness; travel goods, handbags and similar containers; articles of animal gut (other than silk-worm gut)",5658802.907000001,205.010468
51,688,Serbia,16,"Meat, fish, crustaceans, molluscs or other aquatic invertebrates, or insects; preparations thereof",5389484.932,1589.506477
52,688,Serbia,03,"Fish and crustaceans, molluscs and other aquatic invertebrates",5110247.413,424.22362999999996
53,688,Serbia,30,Pharmaceutical products,5026300.535,324.779532
54,688,Serbia,82,"Tools, implements, cutlery, spoons and forks, of base metal; parts thereof, of base metal",4953772.044,333.565329
55,688,Serbia,35,Albuminoidal substances; modified starches; glues; enzymes,4893905.772,2636.421584
56,688,Serbia,09,"Coffee, tea, mate and spices",4212141.878,791.44938
57,688,Serbia,25,"Salt; sulphur; earths, stone; plastering materials, lime and cement",4183957.396,57190.925685
58,688,Serbia,11,"Products of the milling industry; malt, starches, inulin, wheat gluten",4094069.108,11524.757746
59,688,Serbia,78,Lead and articles thereof,3344814.4860000005,1615.1444989999998
60,688,Serbia,49,"Printed books, newspapers, pictures and other products of the printing industry; manuscripts, typescripts and plans",3123984.928,770.5670650000001
61,688,Serbia,36,Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations,3044651.572,2930.139195
62,688,Serbia,33,"Essential oils and resinoids; perfumery, cosmetic or toilet preparations",2368246.172,304.01565400000004
63,688,Serbia,18,Cocoa and cocoa preparations,2327490.472,677.9851679999999
64,688,Serbia,88,"Aircraft, spacecraft, and parts thereof",1279278.675,3.931477
65,688,Serbia,06,"Trees and other plants, live; bulbs, roots and the like; cut flowers and ornamental foliage",1078911.64,242.798721
66,688,Serbia,79,Zinc and articles thereof,901054.286,144.367515
67,688,Serbia,51,"Wool, fine or coarse animal hair; horsehair yarn and woven fabric",863180.8200000001,709.4829649999999
68,688,Serbia,54,Man-made filaments; strip and the like of man-made textile materials,855917.475,200.418581
69,688,Serbia,69,Ceramic products,839081.423,5937.8127890000005
70,688,Serbia,05,Animal originated products; not elsewhere specified or included,782536.148,253.761469
71,688,Serbia,71,"Natural, cultured pearls; precious, semi-precious stones; precious metals, metals clad with precious metal, and articles thereof; imitation jewellery; coin",768075.054,153.170349
72,688,Serbia,52,Cotton,655838.459,62.963905
73,688,Serbia,65,Headgear and parts thereof,644872.3640000001,18.968516
74,688,Serbia,47,Pulp of wood or other fibrous cellulosic material; recovered (waste and scrap) paper or paperboard,627244.348,4509.988626
75,688,Serbia,60,Fabrics; knitted or crocheted,406902.12799999997,56.128524999999996
76,688,Serbia,97,Works of art; collectors' pieces and antiques,384961.406,24.729143
77,688,Serbia,43,Furskins and artificial fur; manufactures thereof,297713.15,5.387554
78,688,Serbia,37,Photographic or cinematographic goods,262169.516,32.531303
79,688,Serbia,13,"Lac; gums, resins and other vegetable saps and extracts",251646.171,16.673836
80,688,Serbia,55,Man-made staple fibres,149433.054,62.069073
81,688,Serbia,41,Raw hides and skins (other than furskins) and leather,128933.526,8.794592
82,688,Serbia,91,Clocks and watches and parts thereof,112530.94499999999,3.490049
83,688,Serbia,81,"Metals; n.e.c., cermets and articles thereof",93092.435,52.596091
84,688,Serbia,58,"Fabrics; special woven fabrics, tufted textile fabrics, lace, tapestries, trimmings, embroidery",70057.572,8.802588
85,688,Serbia,66,"Umbrellas, sun umbrellas, walking-sticks, seat sticks, whips, riding crops; and parts thereof",58486.334,32.605388
86,688,Serbia,75,Nickel and articles thereof,52250.626000000004,55.085336
87,688,Serbia,45,Cork and articles of cork,36686.772,6.930426
88,688,Serbia,46,"Manufactures of straw, esparto or other plaiting materials; basketware and wickerwork",29337.76,71.986467
89,688,Serbia,92,Musical instruments; parts and accessories of such articles,17812.429,0.522119
90,688,Serbia,67,"Feathers and down, prepared; and articles made of feather or of down; artificial flowers; articles of human hair",16954.149,2.1340939999999997
91,688,Serbia,80,Tin; articles thereof,12895.667000000001,0.7334930000000001
92,688,Serbia,53,Vegetable textile fibres; paper yarn and woven fabrics of paper yarn,3541.815,0.42751
93,688,Serbia,14,Vegetable plaiting materials; vegetable products not elsewhere specified or included,441.296,0.314398
94,688,Serbia,01,Animals; live,116.464,0.005509999999999999
95,688,Serbia,50,Silk,0.0,0.0
