Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,4855,770,16855.9,23325.5,2001.1,2003.4,2005.3,2005.5,505.1,799.7,768.4,776.1,54.0,82.9,221.9,223.3,22.0,37.9,39.3,39.7,4794.2,361235.3,368171.0,35298839.9,104949795.3,148724883.3,7270.6,27978.2,37700.8
Ferry-RoPax,3231,30,35664.3,5294.3,1997.2,1996.8,2000.1,2001.2,167.8,794.9,258.3,277.9,12.0,168.7,47.2,62.7,3.0,25.0,15.7,15.6,6790.5,502578.1,512227.6,33037262.3,81644168.4,100216893.6,10225.1,21831.8,19946.6
Ro-Ro,1976,45,28983.0,16319.6,2003.6,2001.2,2005.7,2004.8,586.0,882.2,657.0,671.9,34.0,59.2,56.1,58.8,10.0,20.4,15.8,16.1,7719.2,579772.9,590904.6,18203977.3,39249534.3,40559012.7,9212.5,21697.2,23469.1
Container,1445,111,14661.3,17247.9,2006.5,2006.1,2006.1,2006.3,746.2,735.9,737.0,741.9,59.0,61.3,80.5,80.7,13.0,20.7,19.6,19.4,3780.3,283388.0,288829.0,19193485.7,66386746.1,75393144.6,13282.7,48792.0,58444.9
Chemical tanker,1422,291,12472.8,19112.0,2005.1,2006.8,2007.3,2007.4,680.9,979.5,914.6,938.8,63.0,94.7,164.7,171.0,20.0,38.8,46.1,47.4,3595.2,269771.3,274951.0,15334029.0,52484158.6,63149904.9,10783.4,41639.8,50853.3
Cruise,600,75,6443.7,689.6,2003.6,1998.9,2006.0,2005.0,97.7,279.5,222.8,216.7,10.0,21.1,26.3,25.9,4.0,20.7,15.0,14.8,1846.0,138606.1,141267.3,2298810.0,13163484.1,15802473.1,3831.4,19102.4,21182.9
Bulk carrier,401,203,18103.7,31407.2,2007.8,2010.0,2010.6,2010.6,641.8,2282.3,1875.4,1888.7,71.0,213.9,485.8,483.3,36.0,67.9,101.9,103.2,1930.0,146940.4,149761.7,10723182.3,25171539.3,31541870.4,26741.1,100187.2,120818.6
Service - tug,345,53,60.8,28.1,1980.8,1983.2,1985.2,1984.4,151.8,368.5,189.9,210.9,23.0,149.6,93.0,119.6,20.0,209.9,178.5,262.2,140.0,10508.9,10710.6,719180.1,1700644.4,2277070.9,2084.6,5382.8,7267.6
Oil tanker,281,56,3048.2,4997.0,1996.0,2005.2,2007.4,2007.5,154.3,517.1,314.2,305.0,22.0,79.1,104.6,104.9,26.0,43.2,36.5,36.8,762.7,57308.6,58408.9,3242478.2,6066555.0,6857336.9,11539.1,29959.9,37202.9
Vehicle,221,22,3458.1,1180.3,2005.7,2003.5,2006.6,2006.9,895.3,955.6,682.1,653.0,63.0,68.1,69.2,68.4,15.0,17.2,17.6,16.7,475.0,34920.3,35590.8,1195245.7,5269752.2,6102910.1,5408.4,20557.1,22124.0
Liquefied gas tanker,177,32,1204.8,1197.9,2006.1,2008.7,2012.1,2011.6,639.1,931.0,820.9,798.8,54.0,80.9,122.0,127.0,17.0,31.0,36.7,37.2,359.8,26208.5,26711.7,904220.1,2619673.1,2892958.1,5108.6,27969.3,36780.3
Miscellaneous - fishing,116,27,30.1,17.2,1980.0,1983.3,1982.4,1983.3,300.6,948.3,801.8,798.4,45.5,213.1,632.2,746.4,17.0,193.1,563.1,549.4,88.9,6675.4,6803.5,120895.6,268169.8,304882.0,1042.2,2452.8,2907.6
Service - other,69,34,230.7,153.5,1992.0,1993.0,1994.6,1997.0,442.4,699.0,615.3,731.7,48.0,246.2,258.4,370.9,19.0,155.5,202.9,285.9,128.4,9530.3,9713.3,1070947.2,2197348.5,2367776.1,15521.0,34536.8,38996.9
Ferry-pax only,9,1,0.9,0.2,1969.0,1969.0,1969.0,1969.0,189.7,189.7,242.1,242.1,31.0,31.0,148.3,148.3,25.0,25.0,22.6,22.6,2.1,159.5,162.6,14878.2,30300.8,38169.7,1653.1,3844.3,5068.0
Refrigerated bulk,5,5,13.0,12.9,2000.6,2000.6,1999.2,1999.8,173.6,332.8,393.8,387.6,24.0,44.0,101.8,101.4,39.0,64.6,32.6,32.0,14.3,1072.2,1092.8,38325.5,83743.0,94328.6,7665.1,16334.2,17636.1
