Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Vuosaari,1300,130,21939.9,12969.2,2005.0,2004.8,2005.7,2006.9,619.0,1052.1,707.6,780.6,31.0,103.5,148.3,238.2,8.0,37.5,12.6,16.5,5451.6,409764.9,417632.4,25024155.0,66710703.0,80538039.7,19249.4,51516.8,55160.6
Helsinki,1095,97,15283.3,1733.1,1994.6,1998.1,1997.9,1999.0,259.5,285.0,291.8,288.5,18.0,23.1,21.5,24.4,6.0,29.5,16.7,21.4,3309.3,247245.9,251993.0,8101160.7,25494394.0,30638545.4,7398.3,20473.1,20263.0
Hanko,1050,89,12244.2,6661.5,2004.2,1998.8,2006.7,2006.5,511.5,449.5,537.0,538.9,30.0,60.5,45.6,46.1,10.0,29.5,15.5,15.9,3078.8,230426.9,234851.1,7359850.7,15310905.0,17968703.7,7009.4,17508.5,18862.6
Naantali,994,131,4688.0,2218.8,2000.9,2002.0,2003.0,2003.8,120.2,543.9,157.3,246.6,10.0,60.8,39.3,69.2,2.0,32.7,11.6,22.1,931.6,69924.9,71267.5,6450719.5,16250656.8,20146086.5,6489.7,15735.1,16440.8
Kilpilahti (Skoldvik),873,224,9865.6,15339.2,2005.4,2006.4,2008.1,2008.2,564.4,924.2,652.8,642.3,50.0,96.3,160.1,164.3,22.0,37.1,46.0,47.0,2503.3,188271.6,191886.4,8611939.0,29510489.3,34876594.9,9864.8,40489.2,49927.1
Kotka,856,319,10041.9,13551.2,2006.6,2005.7,2007.4,2007.5,774.4,1001.2,978.1,1017.5,70.0,99.5,207.8,230.2,18.0,41.6,43.9,48.1,2270.7,170636.8,173913.0,11407049.9,37548900.2,45191477.4,13326.0,51363.9,63115.6
Rauma,830,218,8621.7,8777.5,2001.8,2002.8,2004.4,2004.8,755.8,819.0,949.7,911.3,63.0,84.5,87.8,87.6,22.0,41.9,22.3,23.1,2383.8,179195.3,182635.9,9670737.3,33370739.3,36303652.4,11651.5,41384.7,51302.1
Turku,824,89,6800.7,1622.6,2002.1,1998.1,2005.9,2007.8,170.0,595.5,227.8,360.0,12.0,75.1,28.9,67.9,0.0,34.7,10.3,17.2,1206.3,89412.8,91129.5,5120550.4,12605323.2,15875015.2,6214.3,14809.0,15588.5
Mariehamn,726,29,2902.6,335.5,1994.0,1992.6,1992.5,1994.2,81.2,229.3,101.2,112.5,8.0,23.2,13.3,15.7,2.0,16.0,54.1,66.6,563.7,42324.5,43137.2,1598027.0,5359134.0,6841875.4,2201.1,6352.0,6548.9
Uusikaupunki,548,149,6720.2,4438.4,2005.0,2002.0,2009.2,2009.6,604.3,838.6,775.4,903.9,46.5,89.5,114.9,214.1,14.0,65.6,20.3,27.9,1415.2,106398.6,108441.5,4494354.9,11884717.0,15029254.8,8201.4,26657.3,32233.8
Sunila,523,140,2661.6,1924.7,2001.3,2001.4,2003.5,2002.9,480.7,623.2,509.5,494.1,39.0,67.3,64.6,79.7,15.0,31.6,21.2,22.1,813.4,61103.4,62276.6,2880974.5,7349504.4,9560672.6,5508.6,17490.4,21679.5
Lakulahti,395,202,2193.8,3162.6,2002.7,2004.0,2005.7,2005.6,634.8,726.6,877.7,889.9,63.0,80.7,173.9,176.6,20.0,36.2,62.6,64.5,662.6,49747.1,50702.2,3615475.5,10527859.0,13673256.0,9153.1,33086.2,42240.6
Kokkola,384,189,4127.4,7092.4,2004.7,2005.0,2010.5,2011.0,804.2,920.4,1102.4,1149.2,86.0,97.4,182.1,188.6,24.0,36.7,37.3,37.7,669.8,50444.1,51412.6,4356386.4,12387990.2,16515859.8,11344.8,43451.9,56308.6
Mustola,366,49,312.9,434.6,1994.3,1995.9,2000.9,2002.1,174.6,421.9,467.1,498.0,31.0,58.7,114.4,118.0,14.5,17.6,31.0,29.5,95.5,7172.2,7309.9,1373578.9,3928160.5,5639687.2,3752.9,12194.9,17528.1
Roytta,365,123,2114.0,2710.0,2005.1,2006.2,2005.4,2005.3,1276.4,865.1,954.3,947.6,101.0,90.1,136.7,142.5,18.0,41.8,29.9,30.3,706.8,52854.0,53868.8,4124994.0,12299483.4,16916087.4,11301.4,45292.8,58420.7
Inkoo,326,111,507.4,722.3,1995.1,1999.4,2003.7,2003.8,156.7,452.4,467.6,477.3,17.0,83.1,89.3,90.0,14.5,39.6,40.5,39.9,169.7,12620.2,12862.5,956861.3,2939784.9,3915599.3,2935.2,10651.2,14008.1
Oulu,320,112,4744.8,4575.5,2003.4,2005.4,2000.7,2002.5,1006.5,1043.5,1154.5,1155.2,90.0,110.3,125.4,135.7,17.0,54.1,40.9,47.3,1234.1,92656.9,94435.9,5571697.8,13713103.1,16750725.4,17411.6,51738.4,61055.5
Lapaluoto,312,85,758.1,1065.7,1999.0,2003.3,2003.5,2004.1,524.0,695.5,643.3,699.4,58.0,91.3,100.6,102.6,19.0,32.5,30.4,31.3,270.5,20319.0,20709.1,2536352.0,7257433.5,10252390.8,8129.3,27734.8,38411.4
Kaskinen,265,109,950.8,1300.9,1996.8,2001.1,2001.6,2003.8,567.1,856.3,541.3,760.3,66.0,112.7,200.6,235.5,23.0,42.4,38.9,38.9,249.2,18742.8,19102.7,2172950.2,6163376.8,8592050.0,8199.8,28459.7,38494.6
Kallviken,240,77,8995.4,15731.1,2003.7,2005.0,2010.2,2010.3,126.9,2888.6,1686.9,1826.6,29.0,264.3,595.6,594.7,37.0,87.1,128.0,131.8,974.9,74344.3,75771.7,5242043.7,12075493.7,14606882.0,21841.8,79506.8,94801.6
Mantyluoto,223,149,1271.9,1743.6,2003.4,2005.0,2005.8,2005.8,751.5,903.1,951.1,942.6,65.0,91.1,182.5,181.2,22.0,47.1,70.1,71.5,361.2,27257.6,27780.9,2323559.8,6780139.9,9463183.0,10419.6,39127.4,52061.8
Korrvik,215,21,3000.2,322.4,2000.4,1988.5,2009.5,2009.4,82.8,247.2,328.4,333.2,8.0,18.5,79.5,79.0,2.0,68.2,5.5,6.5,418.7,27289.0,27812.9,1903501.2,5116718.7,6344973.6,8853.5,20508.3,19391.9
Vasklot (Vaskiluoto),201,59,762.2,653.1,1990.6,1999.8,1994.6,2002.1,250.7,789.2,323.4,534.4,10.0,82.4,79.8,109.9,23.0,52.5,58.3,53.6,232.1,17200.4,17530.6,1370539.6,3747700.6,4861379.1,6818.6,20315.1,24329.2
Hamina,185,86,458.4,624.6,1999.5,2001.7,2002.8,2003.2,652.1,719.1,785.4,800.2,66.0,87.7,114.6,115.7,29.0,34.3,36.5,36.5,151.7,11393.6,11612.4,1471675.8,4461914.0,5896746.4,7955.0,27749.4,37587.0
Loviisa,156,76,574.3,820.3,2000.6,2001.1,2006.3,2006.6,630.9,808.5,758.8,736.2,54.0,80.6,169.8,166.6,31.0,46.2,41.9,43.5,161.9,12221.5,12456.2,1484549.8,4222317.6,5866811.2,9516.3,34797.0,45937.8
Ajos,155,78,1562.1,1518.1,2005.6,2005.4,2006.5,2006.9,919.8,839.7,873.4,900.5,70.0,76.9,94.0,105.5,12.0,39.4,23.9,30.6,418.3,31415.6,32018.8,1754652.3,4360225.8,5539427.4,11320.3,35653.5,43356.7
Pietarsaari,152,75,753.1,1020.7,2001.9,2001.9,2003.4,2004.2,788.9,761.7,864.1,878.3,75.0,69.9,110.8,113.2,24.0,37.5,32.8,32.1,221.6,16660.7,16980.6,1407562.0,4314830.9,5628609.7,9260.3,35780.8,46169.1
