Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,1678,346,1732.7,2420.6,2000.1,2003.0,2002.9,2003.1,150.8,217.9,245.4,244.1,18.0,27.0,43.9,44.2,25.0,40.5,45.2,45.1,600.9,45120.3,45986.6,3898919.7,11537772.5,16323745.8,2323.6,8854.7,11908.0
Ro-Ro,974,29,2331.6,1366.1,1990.0,2000.4,2003.1,2003.5,82.2,147.5,146.1,154.3,7.0,12.1,15.3,15.3,9.0,16.5,14.4,14.5,796.1,59771.0,60918.6,1807515.3,6172425.5,4604895.5,1855.8,4406.5,5119.4
Chemical tanker,753,97,2609.0,3748.2,2004.5,2004.9,2004.7,2004.6,267.0,289.3,370.2,370.9,30.0,38.5,56.7,57.3,20.0,23.8,32.7,32.8,1124.5,84392.2,86012.5,4513012.3,13126847.6,15729049.9,5993.4,19321.5,23042.6
Service - tug,689,50,51.5,30.5,1978.4,1976.1,1981.0,1979.2,157.3,309.4,234.1,231.0,33.0,561.5,374.8,466.4,15.0,127.7,190.3,220.9,283.1,21255.9,21664.1,778987.9,1842071.9,2466434.7,1130.6,2919.4,3941.7
Ferry-RoPax,603,30,3643.9,402.2,1990.9,1990.5,1996.7,1997.2,180.8,1964.4,243.5,263.4,12.0,719.7,159.5,317.1,6.0,191.4,33.4,58.7,1084.6,80687.6,82236.8,3840768.2,8990982.4,11395401.7,6369.4,13862.2,15744.4
Container,392,47,683.5,821.4,2008.4,2006.9,2006.9,2007.0,82.7,164.7,144.6,146.9,8.0,15.8,30.5,31.3,17.0,17.7,22.4,22.8,251.8,18890.3,19253.0,925649.9,3195098.7,3630185.8,2361.4,8655.8,10367.4
Service - other,362,23,704.4,301.8,1987.5,1984.3,1994.5,1995.3,198.6,366.1,465.7,492.7,35.0,199.3,147.7,168.6,21.0,175.5,175.3,192.4,487.5,35057.7,35730.9,2106334.2,4321735.4,4656931.6,5818.6,12947.4,14619.4
Oil tanker,221,10,524.7,794.4,1988.6,1996.5,2004.4,2004.2,204.8,208.9,274.5,271.8,19.0,37.6,40.7,40.7,15.0,16.4,46.3,45.2,258.2,19394.0,19766.4,856388.5,1457434.6,1575700.3,3875.1,10914.9,13801.3
Bulk carrier,160,17,322.3,500.1,2016.2,2010.4,2014.9,2014.7,293.8,297.0,286.2,288.5,29.0,44.7,41.6,42.6,17.0,107.9,58.1,60.7,76.5,5746.0,5856.4,625666.1,1442693.8,1758122.1,3910.4,12321.0,15357.6
Miscellaneous - fishing,106,16,50.1,23.3,1980.8,1980.6,1979.2,1979.4,363.1,1052.7,1088.5,1067.6,68.5,117.3,1084.0,1228.6,28.0,232.6,767.9,668.6,122.3,9185.5,9361.9,163714.2,363149.7,412864.4,1544.5,3634.8,4308.9
Cruise,15,10,192.9,19.9,1992.6,1990.3,2009.7,2002.8,193.0,293.0,474.3,353.8,17.0,24.2,68.2,53.1,7.0,18.2,79.7,56.6,53.3,4004.3,4081.2,28144.4,340209.5,510778.4,1876.3,19887.3,27698.2
Ferry-pax only,7,4,3.6,0.9,1959.3,1965.2,1967.3,1958.5,1107.2,4449.6,2764.6,2012.6,786.0,1249.5,2728.1,2141.8,146.0,457.6,395.6,294.7,20.2,1516.0,1545.1,72370.0,147388.3,185663.7,10338.6,24041.9,31695.1
Liquefied gas tanker,3,3,11.9,12.5,2008.7,2008.7,2016.3,2016.3,75.6,251.1,427.6,417.5,29.0,34.3,63.5,63.3,25.0,29.3,51.1,51.0,4.2,316.4,322.4,9423.9,27302.6,30150.8,3141.3,17198.5,22616.4
Vehicle,3,3,6.8,2.3,2003.7,2003.7,2004.5,2004.3,142.2,121.9,116.9,117.1,11.0,10.0,10.2,10.2,20.0,38.3,34.5,34.4,2.3,169.9,173.2,2305.3,10164.0,11770.9,768.4,2920.8,3143.5
