Int. Dep. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,4433,559,19672.4,8519.6,1993.4,1999.6,1994.1,1999.3,168.1,442.6,217.8,285.0,11.0,64.0,31.7,46.4,5.0,32.0,20.5,25.3,4550.5,341626.8,348186.1,28095072.7,72181868.6,89770003.3,6337.7,15361.1,15800.6
Denmark,1136,508,3876.0,5341.2,1991.8,1997.5,2005.5,2006.3,332.7,427.1,452.7,508.3,37.0,59.5,70.0,77.4,12.0,27.8,25.7,28.2,951.3,71369.5,72739.8,5007004.7,13457168.1,16588721.0,4407.6,13899.9,17502.7
Russian Federation,1133,570,10618.2,16162.2,2003.7,2003.9,2007.7,2008.0,568.2,549.1,522.9,551.9,52.0,77.8,88.6,93.7,37.0,76.9,68.4,72.8,1997.4,149993.8,152873.7,10424627.5,29134144.4,35281551.5,9200.9,31551.9,39492.4
Germany,1087,466,19643.7,19169.4,1998.8,2000.1,2013.3,2013.2,374.2,460.2,784.3,792.8,45.0,64.2,68.6,70.5,23.0,60.4,35.6,36.9,2085.7,156577.5,159583.8,10030816.5,34719568.5,37241362.6,9228.0,33080.8,40719.0
Lithuania,672,372,1654.1,2060.9,1999.4,2000.6,2005.5,2005.6,142.4,228.7,172.5,183.0,21.0,53.4,38.6,44.8,25.0,46.2,45.5,52.4,500.9,37595.0,38316.9,2069590.7,5977013.4,7507049.4,3079.7,10353.0,13071.8
United Kingdom of Great Britain and Northern Ireland,648,215,5654.5,5937.2,2001.6,2000.6,2005.9,2005.8,906.0,1019.4,1003.5,1014.2,73.0,113.4,82.7,87.1,18.0,35.0,23.9,26.8,1357.4,101538.0,103487.6,9563517.3,26780728.8,32207813.3,14758.5,43350.0,52828.1
Finland,617,231,2946.5,3207.6,2002.4,2002.9,2004.5,2004.9,487.2,613.1,468.6,505.0,48.0,68.9,49.2,56.9,26.0,49.8,34.2,42.3,828.4,62195.5,63389.6,4172841.3,12330140.5,15779666.3,6763.1,23833.2,30231.8
Latvia,562,361,1861.3,2944.2,1997.5,2000.4,2007.6,2007.9,350.4,483.9,503.6,504.5,35.0,66.8,67.2,62.2,34.0,59.7,78.6,82.2,421.2,31641.1,32248.6,2527128.6,7170656.9,9591371.9,4496.7,16141.4,21196.3
Netherlands,429,224,4205.0,5732.9,2003.6,2003.1,2007.9,2007.9,726.9,825.8,903.7,918.3,84.0,121.6,129.4,140.3,26.0,69.4,58.4,61.0,1119.1,83992.2,85604.8,5586582.8,16740461.5,20137675.2,13022.3,44347.2,53874.6
Norway,393,221,1651.8,2224.6,1997.4,1997.9,2002.4,2002.8,636.3,787.0,750.5,725.6,66.0,91.6,92.0,88.0,22.0,49.6,44.5,44.6,422.2,31525.6,32130.8,3316450.2,9323287.2,12469932.5,8438.8,28100.5,37632.7
Estonia,313,219,2171.5,2922.4,2003.2,2003.1,2007.3,2007.1,427.0,499.1,463.2,478.5,44.0,69.9,73.1,83.5,14.0,63.9,43.1,52.3,505.2,37928.5,38656.7,2271320.2,7411681.4,9258364.6,7256.6,27842.4,35153.1
Spain,112,94,1999.7,3055.1,2005.5,2005.4,2007.6,2007.5,1726.2,1915.4,2191.6,2222.3,164.5,188.0,210.8,210.7,26.0,48.9,54.9,52.5,331.0,25116.4,25598.6,2697235.8,7477072.8,10198954.0,24082.5,88096.3,114515.0
Belgium,105,71,1846.7,1945.9,2000.6,2002.2,2000.1,2000.4,932.1,882.7,1054.7,1047.2,79.0,97.8,96.8,96.5,22.0,30.5,25.4,25.6,399.5,29859.5,30432.8,1841191.2,6014229.1,6926454.8,17535.2,62133.6,75491.6
France,82,74,531.6,566.3,2001.4,2001.5,2002.2,2004.5,1018.2,1105.2,1085.9,1054.5,107.5,138.2,118.0,125.8,46.5,51.9,56.9,63.8,146.4,10899.8,11109.0,1104065.2,3168723.3,4299043.3,13464.2,43801.1,57592.5
Gibraltar,22,19,5808.5,5973.3,2008.9,2008.8,2008.7,2008.9,2316.9,2582.9,2425.3,2511.6,159.0,223.9,196.1,230.6,17.0,16.7,18.6,17.9,525.9,40096.4,40866.3,1962669.3,8756671.7,7912221.1,89212.2,420573.5,567462.8
United States of America,19,15,3124.5,4451.8,2002.1,2006.9,2006.0,2009.3,4826.5,5481.3,5499.0,5667.6,429.0,469.2,484.7,514.4,77.0,79.5,84.7,92.8,285.9,21879.0,22299.1,1451967.0,4284976.3,5380492.8,76419.3,306324.7,374039.5
Ireland,19,19,74.9,110.5,2001.9,2001.9,2003.7,2003.7,1282.3,1333.7,1357.9,1355.3,149.0,153.7,150.3,150.1,28.0,40.3,46.8,46.4,21.5,1615.9,1646.9,287084.3,829890.0,1193773.3,15109.7,50404.7,72310.5
Iceland,18,13,88.7,101.9,1992.7,1992.3,1998.5,1999.9,1489.1,1459.8,1544.6,1564.6,156.5,160.9,166.6,173.7,33.0,80.8,57.3,51.1,36.3,2741.4,2794.1,241285.7,647938.5,878501.3,13404.8,40944.9,55450.2
