Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,373,267,234.4,320.4,1997.6,1999.7,1998.3,1998.3,154.5,180.0,193.0,186.2,20.0,32.0,126.7,122.5,31.0,61.2,54.6,56.1,105.6,7958.3,8111.1,779034.2,2254748.1,3212364.8,2088.6,7235.3,10063.4
Service - tug,349,44,52.3,29.9,1993.1,1991.1,1997.0,1998.4,244.1,392.3,429.5,435.5,77.0,229.8,965.2,964.6,30.0,93.0,228.6,195.6,240.3,18041.4,18387.8,765476.7,1810121.9,2423655.5,2193.3,5663.6,7646.8
Service - other,253,27,152.0,177.2,1986.8,1986.5,1994.4,1992.8,207.2,383.9,483.6,534.0,39.0,209.4,312.6,257.6,27.0,261.5,148.0,152.3,244.0,18320.6,18672.4,1236606.0,2537244.0,2734034.1,4887.8,10876.1,12280.7
Miscellaneous - fishing,173,34,42.5,23.1,1984.0,1985.8,1986.1,1986.9,322.5,1125.9,630.8,655.2,65.0,255.8,1451.6,1575.2,44.0,132.2,417.5,450.9,194.9,14634.9,14915.9,162707.7,360917.0,410326.0,940.5,2213.4,2623.9
Oil tanker,112,5,58.2,102.6,1976.9,1995.8,1998.9,2000.2,213.6,238.9,331.2,356.2,28.0,311.3,69.3,64.2,6.0,280.6,17.4,15.5,94.6,7108.8,7245.3,125140.9,80960.4,97609.2,1117.3,2913.9,3659.6
Container,79,20,162.1,197.4,2007.5,2006.9,2009.5,2009.1,240.9,161.1,182.3,187.1,19.0,25.2,27.8,28.5,10.0,56.6,13.7,13.9,55.5,4168.8,4248.8,350107.7,917574.5,1041072.1,4431.7,12072.5,13773.8
Bulk carrier,67,59,551.6,990.7,2006.9,2007.3,2008.4,2008.3,239.0,284.4,332.4,344.1,24.0,52.8,42.7,41.5,121.0,169.2,183.3,187.0,79.6,5975.9,6090.7,276829.1,719371.7,904757.1,4131.8,16945.6,20829.8
Chemical tanker,25,14,16.2,25.0,2001.5,2001.9,2004.0,2004.0,232.3,155.5,163.8,162.5,22.0,60.3,107.8,107.3,30.0,27.1,30.6,30.9,25.3,1896.4,1932.8,65957.4,173313.0,214081.9,2638.3,7998.3,9850.3
Ferry-pax only,22,4,15.5,2.5,1981.0,1982.5,1980.8,1980.9,354.9,1310.5,1185.7,1362.0,134.5,194.9,775.3,744.0,24.0,29.5,155.8,143.5,22.6,1700.6,1733.3,207970.4,423551.2,533543.6,9453.2,21983.0,28980.8
Liquefied gas tanker,15,7,4.5,4.5,2010.2,2007.6,2007.2,2007.1,46.6,48.2,54.4,54.4,7.0,12.8,18.0,18.0,25.0,51.0,71.3,71.2,14.2,1064.9,1085.3,3409.4,9877.7,10908.2,227.3,1244.4,1636.5
Refrigerated bulk,13,11,9.8,7.9,1991.5,1990.7,1993.2,1993.1,230.5,194.4,175.5,166.3,19.0,22.9,26.7,27.4,19.0,286.3,233.3,252.0,56.4,4237.0,4318.3,23470.0,51283.1,57765.6,1805.4,3847.3,4153.9
Ferry-RoPax,7,5,39.5,10.6,1997.6,1996.8,1990.9,1990.3,233.9,278.5,362.8,323.4,30.0,55.9,38.1,36.4,47.0,754.8,318.6,346.3,66.8,5013.7,5110.0,68589.0,168520.2,207560.4,9798.4,20965.2,19675.2
Ro-Ro,3,3,7.0,3.5,2000.3,2000.3,2009.7,2008.1,120.3,177.1,116.1,120.5,10.0,11.7,9.5,9.8,4.0,9.3,3.0,4.2,1.8,132.9,135.4,4649.8,16033.7,11885.4,1549.9,3681.1,4284.4
Vehicle,2,2,3.3,1.2,2000.0,2000.0,1997.6,1997.3,149.3,149.3,101.3,104.5,54.5,54.5,71.3,72.9,287.5,287.5,190.5,181.3,7.3,548.7,559.2,1197.9,5281.3,6116.2,598.9,2276.5,2450.0
Cruise,2,1,13.0,2.7,1973.0,1973.0,1973.0,1973.0,228.6,228.6,228.6,228.6,17.5,17.5,18.1,18.1,6.5,6.5,6.1,6.1,4.8,356.8,363.7,7108.0,58833.6,78458.7,3554.0,24545.0,29180.7
