Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Sweden,4415,530,21622.9,8280.9,1993.4,1999.7,1993.9,1998.3,167.3,400.9,238.6,285.3,12.0,45.5,67.1,66.5,5.0,75.9,24.4,40.7,5214.4,391449.5,398965.4,30982248.7,78943130.6,97358363.5,7017.5,16496.5,16486.2
Denmark,1369,635,5200.2,7030.4,1993.6,1998.7,2006.9,2007.5,362.7,439.7,455.1,480.0,38.0,57.1,69.4,76.6,30.0,87.9,91.4,105.2,1452.9,108956.4,111048.3,6164850.3,17721518.3,21783766.7,4503.2,15048.0,19318.6
Germany,1116,533,16002.5,17071.6,1998.5,1999.6,2010.4,2010.3,375.4,527.8,766.8,772.6,42.0,82.6,65.9,67.0,28.5,95.6,70.9,71.5,2191.1,164492.1,167650.3,11452214.9,35645615.4,39595942.0,10261.8,34002.0,41398.9
Russian Federation,968,390,7127.8,9976.4,2003.6,2002.6,2007.7,2007.7,574.7,570.1,542.2,552.8,56.0,84.1,109.9,109.1,31.0,68.4,49.6,46.5,1676.9,125784.6,128199.7,7856129.2,22963083.8,28057433.3,8115.8,28757.0,36155.3
Finland,740,247,4544.8,4775.1,2003.0,2002.9,2004.0,2003.8,474.4,592.3,463.0,496.9,43.0,63.6,46.5,55.5,15.0,62.3,38.0,38.0,1340.3,100614.0,102545.8,5624699.4,16413097.0,20058249.6,7600.9,25247.8,31221.3
Netherlands,631,396,13832.7,16050.6,2003.2,2003.5,2010.9,2010.3,720.5,775.7,959.2,948.1,71.0,92.1,76.1,82.8,40.0,114.9,79.6,90.7,2093.2,157032.3,160047.3,9035933.5,29606089.6,34221598.0,14320.0,52688.6,65400.2
Lithuania,589,209,1047.5,1199.6,1998.7,1997.7,2003.4,2003.2,138.4,260.5,194.3,208.0,17.0,54.0,46.6,52.4,19.0,90.2,33.8,37.8,382.0,28665.8,29216.2,1745114.6,5454520.1,6683973.5,2962.8,10113.4,12724.3
Norway,572,333,2531.3,3258.4,1997.9,2000.3,2004.5,2004.7,694.4,742.7,811.7,780.4,71.0,87.7,108.6,98.1,27.5,66.8,55.1,61.3,687.5,51386.5,52373.1,4830771.6,13734605.4,18827643.1,8445.4,29112.1,39292.0
United Kingdom of Great Britain and Northern Ireland,420,233,6168.7,7313.3,2002.1,2002.9,2010.1,2009.7,873.0,973.0,1053.3,1059.8,81.0,101.3,96.0,103.9,25.0,99.4,86.2,93.1,1119.2,84072.9,85687.0,5618680.4,16381620.3,19911437.2,13377.8,44466.2,55872.3
Latvia,301,143,517.8,660.6,1994.2,1997.9,2004.0,2004.6,342.3,466.6,362.6,357.9,41.0,108.0,79.2,70.2,35.0,90.2,79.7,75.4,293.4,22034.6,22457.6,875199.5,2616009.1,3269506.6,2907.6,10035.4,12749.3
Estonia,159,117,806.2,805.3,1999.6,2000.4,2006.1,2005.5,431.5,489.2,520.7,532.3,48.0,57.2,60.1,66.4,34.0,74.1,43.5,61.4,226.6,17013.1,17339.7,1022138.8,3496287.8,4489572.8,6428.5,24312.1,31157.3
Spain,145,125,4592.0,7634.9,2005.1,2004.9,2009.3,2009.4,1563.6,2016.5,2588.4,2537.1,177.0,221.1,355.2,277.7,62.0,111.7,256.9,145.6,660.1,50018.2,50978.5,4049054.3,10875671.6,14295030.8,27924.5,101040.5,128634.3
Belgium,120,110,1315.1,1741.3,2004.8,2005.1,2006.9,2007.9,791.6,846.9,999.1,1005.8,78.0,93.9,109.9,117.8,40.0,102.6,135.4,171.8,296.8,22287.9,22715.8,1383707.0,4121351.4,5223213.9,11530.9,42369.3,53131.6
France,71,68,796.7,1232.1,2004.2,2004.0,2008.0,2008.7,945.9,996.0,1168.4,1194.3,95.0,112.0,135.7,144.2,41.0,130.3,206.9,188.8,186.1,13995.5,14264.2,948295.1,2755316.3,3580883.8,13356.3,47910.4,61428.2
Portugal,41,34,284.0,398.2,2005.4,2005.2,2002.6,2003.2,1505.1,1550.4,1691.0,1687.2,165.0,180.2,187.5,182.7,39.0,49.1,53.1,56.0,69.7,5257.5,5358.4,853072.0,2419379.1,3439072.3,20806.6,69021.3,94899.6
United States of America,32,32,5221.5,8063.6,2010.5,2010.5,2011.8,2012.1,4619.8,4910.5,4810.8,4750.1,416.0,439.8,483.0,484.9,85.5,128.8,145.6,125.3,552.5,42247.6,43058.8,2738388.5,7541265.8,9302694.6,85574.6,341950.0,421669.9
Morocco,28,22,1154.5,1817.0,2008.0,2007.9,2008.0,2007.9,2251.6,2296.7,2375.1,2377.8,226.0,276.2,308.0,309.9,101.0,139.3,171.6,172.8,156.6,11894.3,12122.6,950605.9,2231115.3,2975387.4,33950.2,121981.6,148720.4
Faroe Islands,16,15,199.1,115.9,1989.4,1989.4,1990.8,1993.3,1168.0,1792.0,2387.8,1854.9,108.5,271.5,790.5,614.8,71.0,241.6,509.7,387.7,55.0,4138.5,4217.9,578696.1,1438540.9,1541977.0,36168.5,87891.3,105205.8
Iceland,15,13,142.7,191.6,1996.7,1997.6,2003.5,2005.5,1375.2,1559.9,1480.7,1458.6,130.0,164.4,149.3,141.7,26.0,497.0,335.0,258.6,59.6,4493.6,4579.9,255685.5,607054.9,704196.0,17045.7,44735.9,51644.2
Brazil,15,15,2874.4,5063.1,2011.9,2011.9,2012.4,2012.6,5295.6,5230.0,5543.1,5542.5,514.0,503.5,548.2,549.1,118.0,142.3,156.8,155.7,259.6,19908.6,20290.8,1208645.2,3690503.8,4508717.4,80576.3,372794.9,461648.7
Egypt,13,11,3575.5,6522.0,2011.3,2011.6,2011.3,2011.3,4132.4,4174.1,4173.4,4173.4,364.0,371.4,371.0,371.2,28.0,52.5,61.9,61.7,317.0,24221.6,24686.6,3054318.6,6357921.6,7029625.2,234947.6,585084.7,725772.9
Turkey,12,12,1196.9,2103.1,2004.7,2004.7,2012.2,2012.9,3956.8,3918.7,4021.7,4032.7,361.0,376.2,358.2,356.9,42.0,55.5,45.7,45.0,132.3,10121.7,10316.0,1115349.2,2572340.4,3193894.5,92945.8,288786.3,360639.8
Algeria,10,10,403.0,627.9,2005.9,2005.9,2006.8,2006.7,2906.2,2886.7,2871.3,2872.7,283.5,288.9,287.9,288.2,94.5,91.5,97.5,98.1,53.7,4090.5,4169.0,380073.4,1057749.4,1505100.5,38007.3,162757.1,208845.9
Canada,9,9,2371.9,4377.5,2008.4,2008.4,2011.7,2011.7,9904.7,7144.9,9193.4,9403.4,843.0,680.3,956.5,965.8,73.0,116.7,73.4,72.7,217.4,16719.4,17040.4,983602.7,2833093.4,3306205.5,109289.2,484440.5,595736.2
Colombia,9,9,2899.3,5321.0,2011.0,2011.0,2010.6,2010.5,5396.6,5470.7,5471.5,5474.8,516.0,597.3,579.5,578.6,90.0,104.1,108.2,108.4,217.5,16729.1,17050.3,1296448.4,2745308.2,3198402.3,144049.8,453111.1,530213.5
Argentina,8,8,2337.2,4306.2,2011.9,2011.9,2012.1,2012.1,7544.6,7479.2,7481.0,7481.9,639.5,649.2,644.5,643.8,157.5,156.8,161.1,161.8,187.3,14411.5,14688.2,1183080.5,2934419.8,3461354.1,147885.1,578857.4,694085.5
Gibraltar,8,8,1136.6,1101.0,2008.8,2008.8,2008.9,2008.9,2322.6,2354.9,2352.0,2357.1,216.0,269.0,193.9,206.6,90.5,176.6,78.0,99.1,159.4,12092.0,12324.2,488557.3,1973194.2,1908914.3,61069.7,274996.3,369858.9
Italy,7,7,469.1,810.1,2008.6,2008.6,2016.0,2016.2,2833.3,3330.5,4725.2,4827.4,319.0,343.6,446.5,451.0,32.0,31.3,31.2,31.3,54.3,4148.6,4228.2,554662.4,1336264.7,1675651.4,79237.5,227468.4,299009.6
Greece,7,7,919.1,1655.4,2002.6,2002.6,2004.9,2005.0,3704.8,4040.3,4601.5,4621.9,345.0,366.7,417.8,417.5,92.0,132.4,60.8,57.3,98.6,7539.3,7684.1,796359.8,1789118.6,2160979.6,113765.7,336469.1,419332.8
Ireland,7,7,122.0,133.9,2007.3,2007.3,2007.8,2010.0,1366.8,1352.5,1342.4,1303.6,107.0,157.3,161.8,141.0,80.0,292.3,164.4,148.1,44.7,3369.4,3434.1,80602.1,199653.7,271512.1,11514.6,46002.0,59513.3
Nigeria,6,4,911.8,1693.0,2010.5,2012.2,2014.2,2014.2,2998.5,4187.5,5354.7,5416.7,272.5,410.8,555.2,558.1,27.0,35.2,38.0,37.2,75.6,5794.4,5905.7,738353.7,1533972.6,1793544.5,123058.9,335665.7,417276.7
Cabo Verde,5,5,751.2,1347.9,2010.0,2010.0,2011.2,2011.3,3529.3,3500.9,3501.3,3501.3,291.0,297.8,301.2,300.6,161.0,231.8,236.4,238.8,65.1,4974.7,5070.3,303084.7,802711.8,965212.5,60616.9,248804.4,303694.3
Malta,4,4,823.9,1470.8,2013.8,2013.8,2014.0,2014.0,3268.2,3737.7,3837.6,3825.1,361.5,373.8,373.9,371.7,55.5,113.8,77.6,76.7,61.0,4660.4,4749.9,492335.7,1110104.4,1243321.9,123083.9,363917.6,445818.4
Svalbard and Jan Mayen,4,3,14.3,4.7,1993.5,1991.3,1992.6,1990.9,1927.6,1928.7,1942.7,1939.5,236.0,219.0,226.0,217.4,112.0,351.3,398.4,448.5,15.0,1128.1,1149.8,100476.3,144436.5,151625.2,25119.1,42901.4,51728.0
Malaysia,3,3,870.6,1704.6,2012.3,2012.3,2013.0,2013.0,207.8,3271.3,7884.6,8415.2,38.0,293.3,808.7,810.0,26.0,57.3,140.4,140.7,47.3,3644.8,3714.8,388083.3,777369.0,894956.6,129361.1,367951.4,425317.8
Singapore,3,3,435.9,771.9,2016.3,2016.3,2014.3,2014.2,2191.8,4042.1,7112.7,8124.9,177.0,373.0,862.0,890.8,100.0,98.0,95.8,97.6,37.3,2866.7,2921.7,181123.9,528638.9,600651.7,60374.6,282751.2,350438.5
Uruguay,3,3,751.0,1391.5,2011.7,2011.7,2010.8,2010.6,7203.8,7214.5,7197.2,7194.1,618.0,612.3,610.0,609.7,270.0,319.3,372.9,386.3,64.3,4937.8,5032.6,336081.1,969830.2,1227575.1,112027.0,516854.6,643818.3
Australia,3,3,3144.3,6042.3,2012.3,2012.3,2012.9,2012.9,13889.6,13681.0,13638.2,13633.2,1341.0,1375.0,1387.1,1385.1,99.0,101.0,100.4,100.8,173.8,13407.8,13665.2,1335054.7,2869646.6,3298247.8,445018.2,1395584.2,1635541.4
South Africa,3,3,1242.3,2282.3,2011.0,2011.0,2011.0,2011.0,6993.7,7286.4,7217.1,7222.0,632.0,656.3,651.2,651.9,140.0,163.7,166.5,165.9,103.8,7987.8,8141.2,499436.6,1118444.1,1284320.8,166478.9,549398.2,648232.6
Indonesia,3,2,487.5,880.7,2016.3,2015.5,2013.0,2013.0,1361.2,5068.0,8586.0,9219.0,296.0,574.0,991.4,995.6,41.0,105.8,188.8,189.7,50.7,3899.9,3974.8,191006.8,552081.3,630541.7,63668.9,282100.9,344420.3
Ecuador,3,3,250.7,251.8,2002.0,2002.0,2004.2,2003.9,6719.9,6764.8,6697.6,6705.2,428.0,429.0,423.1,423.7,49.0,50.3,47.8,48.1,92.5,7051.0,7186.3,747026.2,1632288.6,1838619.6,249008.7,530634.9,572926.2
Senegal,3,3,162.5,270.5,2002.3,2002.3,2003.3,2003.3,3610.9,3603.6,3602.5,3602.5,381.0,372.7,371.8,371.8,98.0,112.7,102.0,101.4,21.2,1616.4,1647.5,110865.4,307770.6,478336.2,36955.1,174103.0,225650.0
Panama,2,2,520.1,985.8,2013.0,2013.0,2012.9,2012.9,5556.0,5556.0,5549.6,5549.9,564.5,564.5,558.9,559.1,146.5,146.5,145.9,146.0,38.0,2922.8,2978.9,200785.7,589363.7,673277.9,100392.8,458749.3,560652.5
Romania,2,2,144.2,194.0,2004.5,2004.5,2007.5,2007.4,4228.1,4228.1,4222.6,4222.7,431.0,431.0,396.7,397.3,64.0,64.0,52.0,52.2,20.7,1581.2,1611.5,75188.9,253388.0,379340.9,37594.5,209567.2,282227.0
