Int. Dep. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,3802,1166,9926.7,13556.6,1997.4,2000.9,2001.6,2002.0,439.1,689.2,738.5,728.3,49.0,85.6,177.0,173.3,29.0,43.1,55.7,55.2,2671.8,201382.8,205249.3,23041372.6,68035050.6,97002927.6,6060.3,22372.1,30798.2
Ferry-RoPax,3286,42,16000.7,3635.7,1991.9,1996.6,1992.1,1993.0,115.9,350.3,195.3,187.1,9.0,58.3,24.7,21.4,3.5,20.0,20.1,23.4,3632.5,272631.2,277865.7,22606236.9,55896619.8,68590397.3,6879.6,14685.8,13383.4
Container,1569,180,28553.0,29928.3,2005.8,2007.0,2011.1,2010.6,539.6,558.5,655.5,640.2,47.0,48.3,66.8,66.7,18.0,25.7,26.5,26.2,4055.1,304362.0,310205.8,22024804.6,72935606.0,78633495.0,14037.5,47480.3,56270.4
Chemical tanker,689,269,5444.7,8374.6,2004.2,2005.9,2006.9,2006.9,591.7,754.2,778.1,778.9,67.0,93.7,163.5,165.1,24.0,42.1,54.7,53.9,1709.8,128691.7,131162.6,7427392.0,24334539.3,29207182.7,10780.0,39960.1,48507.6
Bulk carrier,598,413,19219.8,34288.3,2005.4,2008.8,2009.7,2009.8,546.5,1083.5,1152.6,1165.6,52.0,119.7,328.8,331.8,43.5,83.1,92.6,91.5,1708.9,129540.0,132027.2,9776117.0,23406174.8,29312259.8,16348.0,61017.0,74081.5
Miscellaneous - fishing,379,80,165.7,81.7,1985.3,1987.4,1990.6,1990.8,424.8,850.1,826.0,778.9,73.0,199.6,636.1,651.2,14.0,112.0,253.8,228.7,292.8,21991.9,22414.2,574518.4,1274392.6,1448855.3,1515.9,3567.6,4229.1
Ro-Ro,365,29,2401.8,1416.7,1998.6,2002.8,2001.6,2000.8,331.5,518.1,371.7,366.6,20.0,41.8,40.7,40.8,5.0,27.2,15.3,14.7,697.1,52360.9,53366.2,1561154.9,3212689.0,3439373.8,4277.1,10067.0,10825.7
Service - tug,274,85,59.6,37.4,1985.1,1991.1,1991.2,1991.4,414.8,547.6,543.8,577.5,79.0,150.8,261.2,253.5,23.5,136.4,304.8,313.4,155.1,11644.2,11867.8,955558.0,2259606.9,3025491.6,3487.4,9005.2,12158.5
Liquefied gas tanker,206,57,5949.1,5121.7,2011.2,2007.5,2008.7,2008.8,545.7,963.7,1534.3,1498.4,46.0,89.6,141.2,139.4,21.0,37.3,22.0,22.3,757.7,57017.6,58112.4,2067633.0,9721568.0,8750955.0,10037.1,54091.8,74236.9
Oil tanker,204,107,5963.6,10713.4,2002.7,2008.3,2009.9,2009.9,547.2,622.7,685.5,686.0,53.5,107.5,162.0,162.6,29.0,46.5,48.9,49.4,877.8,66023.4,67291.0,5631694.8,11592186.0,12823923.7,27606.3,69746.0,86583.1
Refrigerated bulk,135,44,387.3,390.6,1991.3,1992.9,1997.2,1997.6,315.1,899.9,686.4,750.5,32.0,101.3,256.9,285.7,12.0,57.2,67.2,75.1,262.5,19745.7,20124.8,1158633.9,2531671.3,2851689.6,8582.5,18289.2,19746.8
Service - other,133,47,199.9,228.0,1990.3,1991.2,2001.1,2001.9,237.2,799.4,879.4,849.1,43.0,98.2,170.5,183.9,20.0,221.1,633.1,603.6,113.3,8510.2,8673.6,1590981.9,3264345.6,3517530.1,11962.3,26618.1,30055.6
Vehicle,127,26,2474.3,892.3,2000.5,2001.6,2001.7,2001.9,798.4,1105.5,1234.8,1291.1,65.0,83.7,222.0,229.8,10.0,14.9,26.4,26.5,308.0,22851.4,23290.2,903539.6,3983640.8,4613462.1,7114.5,27042.2,29103.3
Cruise,121,43,2003.2,222.0,2001.0,1996.5,2007.3,2005.5,286.4,411.6,391.8,381.6,19.0,37.7,41.8,42.3,8.0,9.0,10.5,10.1,493.0,37022.4,37733.2,899338.5,4443643.1,5303888.4,7432.5,32462.9,36077.5
Ferry-pax only,48,4,15.3,1.9,1986.1,1983.8,1986.4,1986.3,324.3,316.5,462.8,455.6,18.0,66.6,191.6,191.7,21.0,21.1,106.7,107.1,20.4,1534.1,1563.5,153484.0,312584.6,393760.0,3197.6,7435.8,9802.9
Other liquids tankers,5,1,4.2,7.3,1988.0,1988.0,1988.0,1988.0,438.3,438.3,443.0,443.0,50.0,50.0,51.4,51.4,25.0,25.0,63.7,63.7,9.6,722.4,736.3,3746.1,10696.3,23061.2,749.2,2595.6,4194.2
