Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
La Plata,716,587,14045.4,21942.7,2009.2,2009.6,2010.4,2010.7,229.8,699.2,665.2,721.0,23.0,80.6,392.4,431.4,10.5,23.1,21.5,20.9,1421.5,109647.5,111752.7,8310255.2,23602508.7,28779290.8,11606.5,45793.2,55653.1
Puerto Madero,516,145,15171.9,13352.8,2009.5,2007.3,2010.5,2011.4,156.5,541.6,432.7,417.0,23.0,73.3,85.3,92.0,30.0,84.4,35.2,40.0,2280.8,176416.6,179803.8,10308772.7,32217842.4,36466725.7,19978.2,68166.8,78501.7
Dock Sur,449,202,9674.5,12180.9,2007.1,2008.0,2009.1,2009.0,166.5,741.1,489.0,500.2,49.0,104.7,164.5,185.8,35.0,72.4,46.2,49.5,1434.3,110563.0,112685.8,7782409.9,21130586.7,24834036.1,17332.8,59259.2,72170.4
Rosario,385,331,18973.4,33705.0,2008.0,2009.9,2010.3,2010.3,363.0,1627.6,1861.4,1934.8,38.0,167.0,575.9,587.7,71.0,86.5,93.2,93.8,1444.9,111768.6,113914.6,9860024.2,26218409.5,32104195.0,25610.5,104968.5,127764.1
Campana,300,178,6184.8,9804.9,2008.0,2009.3,2009.6,2009.8,204.2,1374.9,1163.0,1130.1,32.0,139.1,401.7,396.7,54.5,97.3,95.3,95.7,1201.0,92310.2,94082.6,5342484.3,16206267.8,19969813.8,17808.3,71320.1,88263.0
Ushuaia,293,57,2453.7,491.7,1993.6,1995.2,1995.5,1993.6,651.6,866.2,670.6,883.9,65.0,152.7,104.0,165.6,12.0,38.9,33.9,67.5,957.2,73210.7,74616.3,3327712.5,11913824.1,17470461.0,11357.4,39905.1,56082.9
Zarate,267,156,6972.5,5395.7,2005.9,2007.3,2007.2,2006.9,291.1,857.3,742.7,849.5,56.0,88.9,181.0,284.6,35.0,56.1,51.9,62.7,721.7,55741.3,56811.6,3103375.9,12286454.1,14384106.2,11623.1,49672.2,58384.0
Puerto Alumbrera,263,243,12811.0,22811.1,2010.2,2010.6,2010.8,2010.7,388.0,1552.6,1772.3,1824.9,44.0,168.7,625.4,635.4,61.0,73.4,72.3,72.5,1051.9,81396.7,82959.5,6451033.8,17566527.4,21465407.7,24528.6,102792.4,125175.3
Resinfor,233,225,7011.8,12366.2,2010.7,2010.8,2012.2,2012.2,386.9,916.9,938.5,940.7,76.0,139.9,469.1,474.8,44.0,59.3,67.4,67.4,636.6,49251.4,50197.0,3371502.5,9633088.6,11672635.0,14470.0,62890.5,76752.4
San Lorenzo,161,142,4157.0,7389.6,2008.1,2009.9,2011.0,2011.0,382.6,894.8,1016.8,1044.6,40.0,146.5,465.8,478.4,28.0,47.1,61.1,61.6,394.5,30462.5,31047.3,1935098.7,5960459.9,7084639.5,12019.2,54486.1,66744.0
San Nicolas,132,123,2500.2,4276.9,2010.4,2010.7,2011.7,2011.8,296.9,711.2,726.5,730.4,44.0,133.5,416.6,420.1,117.5,124.8,145.8,145.0,315.0,24325.2,24792.3,1351858.1,3666236.6,4834926.0,10241.3,44249.2,55103.7
Escobar,124,118,8738.5,8139.2,2010.2,2010.2,2008.8,2008.9,180.7,916.6,1446.3,1081.4,19.5,88.7,518.4,514.8,9.5,15.8,29.1,25.4,957.8,60466.0,61627.0,2094891.0,11932369.5,10651226.1,16894.3,121828.7,181407.4
Quequen,122,111,9448.1,16390.2,2008.9,2009.3,2009.9,2009.8,1240.5,2713.4,2945.7,3011.7,120.0,257.9,549.5,561.1,114.0,141.0,154.2,156.0,848.9,65640.6,66900.9,4784531.0,14229520.7,17543134.0,39217.5,173855.6,212221.8
Puerto Galvan,119,101,18390.7,21932.0,2009.3,2009.4,2011.4,2010.7,2087.1,3762.6,4769.2,4399.1,281.0,364.9,561.0,581.8,63.0,82.7,67.4,76.8,1893.9,131517.6,134042.8,7221640.2,29440671.4,30569995.8,60686.1,349734.2,485817.6
Bahia Blanca,103,75,9057.1,12249.3,2010.1,2009.7,2010.7,2010.8,2244.0,2822.0,2887.6,2834.2,178.0,279.5,436.7,483.4,47.0,61.7,64.9,68.8,958.2,69764.1,71103.6,5445435.8,17209981.0,19662537.9,52868.3,219236.3,279373.1
Madryn,94,60,10376.7,14184.9,2008.2,2007.3,2010.5,2011.1,2240.9,4343.9,2702.2,4192.8,166.0,377.0,494.8,571.4,111.5,154.7,159.4,180.1,1294.0,99930.1,101848.8,6091694.6,19312025.5,24918392.6,64805.3,284735.7,362506.5
Ensenada,88,48,663.0,1044.8,2009.0,2008.6,2009.1,2009.1,251.8,656.4,589.7,600.2,70.5,110.8,220.4,221.9,61.5,67.5,87.6,87.5,218.3,16657.8,16977.7,574602.2,1876493.6,2328228.2,6529.6,26964.1,33140.2
