Domestic by Dep. Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Dock Sur,828,130,2804.5,4286.2,1989.7,2004.3,2006.2,2006.1,115.8,624.2,552.9,534.8,26.0,161.0,167.0,159.2,19.0,115.6,95.9,88.0,1051.0,80097.5,81635.4,4474396.3,11186189.4,13606855.9,5403.9,17012.5,21049.6
La Plata,771,462,5778.7,9755.6,2003.8,2009.3,2010.7,2011.0,181.3,398.4,304.4,359.4,23.0,85.3,83.1,84.2,39.0,76.1,70.9,71.6,1052.3,80689.9,82239.1,3942565.4,11178405.5,13318340.6,5113.6,19211.7,23458.1
Rosario,423,295,2646.8,4560.7,2008.0,2009.8,2009.0,2009.3,210.0,251.1,264.6,266.5,21.0,40.1,63.7,65.1,18.0,38.4,32.1,32.2,404.6,31023.2,31618.8,2042911.7,5817416.3,6853965.0,4829.6,18076.8,21861.9
Campana,422,171,1133.4,1866.9,1996.4,2007.0,2007.4,2007.0,109.2,212.3,245.0,246.5,15.0,66.9,131.4,135.8,26.0,59.1,67.3,65.5,478.4,36560.2,37262.1,2014417.1,5078620.4,5957267.4,4773.5,14666.4,17485.6
Zarate,410,114,799.7,1110.1,1985.8,2005.1,2005.5,2004.7,97.6,416.4,174.8,187.5,10.0,91.0,76.8,81.5,13.5,56.1,53.1,56.4,289.5,22103.8,22528.2,1203026.0,3336281.3,3900001.3,2934.2,9794.6,11929.8
Madryn,287,152,1436.6,1220.1,1991.5,1991.6,2004.2,2004.9,1588.7,2827.9,837.1,757.8,283.0,535.1,423.3,422.7,39.0,242.3,101.4,98.5,770.8,58368.7,59489.4,2569735.5,6349067.4,7476441.4,8953.8,24118.0,28679.5
Puerto Alumbrera,271,222,1527.6,2633.5,2010.3,2009.9,2010.9,2010.9,240.8,230.5,235.2,237.0,24.0,42.2,47.2,47.2,11.0,27.8,36.0,36.6,225.5,17370.8,17704.4,1028865.4,2898772.4,3588767.3,3796.6,15036.4,18451.1
Mar Del Plata,255,135,712.9,700.8,1990.8,1988.2,1998.9,1998.6,1453.8,3295.4,966.5,761.8,232.0,731.7,991.0,757.0,55.0,257.3,252.0,224.0,726.7,54673.6,55723.4,2647353.1,6319288.7,7224719.5,10381.8,26548.6,31598.0
Puerto Deseado,250,101,695.0,712.4,1992.7,1991.9,1999.4,2001.5,1391.5,3087.3,921.4,829.8,233.5,623.4,527.2,482.4,41.5,282.1,373.7,296.0,613.6,46197.9,47084.9,2629192.5,6310697.2,7404804.4,10516.8,27341.6,33188.0
Resinfor,240,231,2026.2,3589.8,2011.0,2011.0,2011.9,2011.9,240.4,257.0,272.5,274.9,24.0,37.1,50.3,50.7,17.0,35.4,33.4,33.6,238.9,18439.7,18793.8,1051511.5,3014458.0,3597753.1,4381.3,18359.0,22238.0
Ramallo,218,60,285.7,449.6,1991.8,2006.3,2002.8,2004.0,166.1,182.0,159.4,159.7,19.0,58.0,77.3,76.4,14.0,88.4,65.5,63.9,156.2,11863.2,12090.9,775269.8,1986928.7,2502595.1,3556.3,10429.5,13395.9
San Lorenzo,210,171,1202.6,2076.5,2008.4,2010.0,2011.0,2011.1,241.5,252.2,244.7,244.4,68.0,106.6,91.8,91.1,18.5,33.0,33.0,32.6,260.4,19995.2,20379.1,999702.0,2632149.2,3114362.3,4760.5,16773.7,20039.0
Puerto Madero,205,58,917.1,589.5,2002.5,2000.1,2004.3,2007.5,113.7,678.4,395.6,235.0,49.0,430.9,212.2,318.1,35.0,158.5,45.9,82.9,383.7,29318.1,29881.0,1486351.6,4255921.0,4758209.6,7250.5,21730.2,24927.8
Comodoro Rivadavia,199,58,3685.6,6136.1,1998.7,1992.6,2004.7,2004.7,1009.3,2502.7,987.3,979.9,158.0,435.6,202.6,193.4,51.0,213.2,138.9,139.8,857.2,65741.6,67003.9,5380210.9,9635350.3,12547740.6,27036.2,65925.4,81787.3
Escobar,161,103,1353.4,2475.0,2001.4,2006.3,2010.4,2010.4,174.0,470.7,434.0,460.1,37.0,73.7,105.6,105.7,27.0,63.9,60.3,60.5,162.4,12484.8,12724.5,1205196.5,3027737.6,3516103.3,7485.7,24783.2,30081.2
Ensenada,156,31,853.7,1277.4,2009.9,2007.8,2009.5,2009.4,252.9,441.4,579.3,579.6,61.0,70.2,109.9,109.7,43.0,107.2,66.4,66.3,302.1,23015.5,23457.4,1384847.1,3471000.8,4226023.5,8877.2,29100.6,35127.6
San Nicolas,155,122,620.6,1064.0,2010.0,2010.2,2011.5,2011.5,114.1,183.4,189.5,191.3,82.0,110.4,156.2,159.9,27.0,56.4,46.2,46.5,146.0,11266.2,11482.5,456467.7,1251718.8,1573490.7,2945.0,11330.9,14005.9
Puerto Galvan,131,43,604.8,920.6,2009.4,2009.4,2009.6,2009.6,557.8,558.1,583.4,576.9,56.0,127.1,97.6,92.2,51.0,141.5,85.9,82.1,235.9,17959.0,18303.9,1198596.1,3145070.6,3689121.2,9149.6,27562.0,32542.2
Las Palmas,110,73,455.6,792.7,1994.9,2005.8,2009.3,2009.3,98.3,286.9,236.2,251.0,15.0,53.0,87.5,91.3,24.0,77.8,109.1,114.8,89.9,6904.6,7037.2,368536.0,906023.9,1091262.8,3350.3,11373.5,13916.9
Santa Fe,110,8,154.7,227.4,2010.2,2000.8,2009.7,2009.7,298.5,361.5,307.4,306.1,28.5,102.4,59.8,57.5,19.0,31.0,24.5,24.5,76.6,5824.1,5935.9,549041.5,1414718.1,1690488.1,4991.3,14143.4,17254.6
Puerto Ibicuy,106,84,281.5,469.7,2000.0,2005.3,2008.7,2008.5,120.4,282.4,158.7,156.0,14.0,53.2,89.0,86.2,17.0,99.8,45.2,43.7,91.4,6960.3,7093.9,407321.6,1019728.3,1203319.1,3842.7,12308.7,14899.5
