Int. Arr. by Partner,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Uruguay,2517,1539,22289.8,30800.9,2008.2,2009.5,2010.1,2010.7,208.8,314.1,249.8,267.0,33.0,60.8,64.5,67.5,38.0,70.8,62.0,68.9,3906.2,300466.8,306235.7,14045476.4,41286846.6,49313025.1,5580.2,21205.5,25630.8
Brazil,943,543,37904.4,43798.4,2008.3,2009.5,2009.3,2009.5,1031.3,1213.6,1087.6,1133.6,94.0,145.5,124.6,144.6,35.0,61.2,50.5,58.5,4509.4,347345.4,354014.4,24171179.4,74706462.3,88886928.1,25632.2,98051.8,117290.0
Peru,607,381,4659.2,7694.9,2008.4,2009.8,2011.0,2011.0,230.8,368.9,358.4,346.7,24.0,51.1,176.3,166.0,23.0,29.2,60.3,59.6,853.5,65339.0,66593.5,3653327.2,10079555.6,12550417.2,6018.7,23664.8,29408.5
Paraguay,274,30,198.4,240.3,1995.1,1996.1,1990.9,1988.8,313.9,388.9,399.7,428.3,58.0,64.3,101.1,106.8,10.0,10.0,15.6,17.6,138.3,10411.6,10611.5,1410748.1,3408530.0,4404108.3,5148.7,14377.6,19536.5
Chile,236,111,10127.8,13264.6,2005.4,2003.7,2011.0,2011.8,1026.8,1854.7,1806.1,2402.5,136.0,242.1,242.6,264.7,22.0,104.2,81.5,87.2,1372.6,105919.0,107952.7,8061390.8,22244916.3,27036849.4,34158.4,114523.6,139035.4
Antarctica,199,42,1079.9,233.5,1988.8,1991.9,1990.9,1987.0,675.1,794.1,774.1,824.5,67.0,101.7,119.5,152.1,14.0,26.9,57.0,88.8,482.6,36722.4,37427.5,2013426.0,6580816.9,10031192.8,10117.7,33094.9,48147.3
South Africa,60,60,8638.4,14277.3,2010.2,2010.2,2010.3,2010.5,4706.3,4599.4,4587.0,4618.4,417.5,423.7,431.5,440.3,65.0,88.4,92.5,96.2,695.7,53169.6,54190.4,4538695.1,12647407.4,15782902.3,75644.9,327691.1,409244.3
Spain,42,40,3764.0,5588.9,2004.4,2004.6,2008.9,2009.5,5302.9,4873.7,5167.3,5333.9,438.5,451.8,459.6,459.0,91.0,150.2,137.4,137.9,524.8,40385.5,41160.9,2872614.9,8472415.9,11289886.4,68395.6,292713.2,375802.2
India,39,39,14184.4,26004.2,2010.8,2010.8,2010.9,2010.8,8961.0,9140.0,9143.1,9143.2,854.0,854.6,861.0,860.9,79.0,94.4,95.8,96.1,893.2,69182.6,70510.9,5910570.2,16429243.3,19098194.1,151553.1,659580.4,803339.3
United States of America,36,34,11328.6,15571.0,2009.4,2008.9,2010.8,2010.8,6635.2,6506.3,6713.9,6734.5,542.0,544.5,571.6,600.2,57.5,77.9,62.7,67.3,1068.8,76514.5,77983.6,6881359.0,19322724.4,21562405.4,191148.9,721422.9,943959.2
Singapore,24,24,7889.8,13882.8,2008.9,2008.9,2008.5,2008.6,9615.5,9774.4,9733.7,9720.0,837.0,857.2,861.9,861.8,87.0,120.5,76.6,72.2,590.7,45675.1,46552.1,3941501.3,11092850.5,14060562.9,164229.2,725233.9,918808.8
Falkland Islands (Malvinas),23,13,928.6,84.4,2000.9,1999.2,2003.4,2002.5,602.0,769.4,688.1,705.4,39.0,72.8,60.1,66.5,9.0,11.7,10.2,10.1,228.2,17656.7,17995.8,392373.5,1617393.3,1845606.2,17059.7,64184.8,70288.3
United Arab Emirates,23,22,8365.4,14356.6,2009.4,2009.5,2010.9,2010.4,8708.0,8235.7,8912.0,8879.2,785.0,764.1,792.2,809.0,86.0,97.1,75.0,77.8,594.7,45096.1,45962.0,3236753.2,10676739.5,11830417.5,140728.4,680954.8,855798.3
China,19,18,4345.2,6769.9,2008.5,2008.1,2010.5,2010.1,11215.9,7961.3,8536.6,8507.9,850.0,690.4,984.7,999.6,80.0,102.4,133.6,126.8,424.7,32770.9,33400.1,2079652.6,7107134.2,9897176.6,109455.4,604392.7,803960.5
Netherlands,15,15,2010.9,3119.7,2003.7,2003.7,2008.1,2009.4,6565.0,6660.5,6581.9,6565.9,544.0,556.1,577.4,584.2,99.0,113.9,126.5,131.0,332.5,25541.8,26032.2,1599016.0,5978545.2,7155219.2,106601.1,461031.2,561310.2
Australia,11,11,4082.3,7404.5,2010.4,2010.4,2010.2,2010.0,8395.5,8145.8,7986.2,8008.3,821.0,813.4,818.0,825.7,188.0,178.7,177.4,183.0,349.9,27103.8,27624.2,1674325.8,4960365.8,5444244.0,152211.4,670878.7,843527.7
Cameroon,11,11,1213.4,1926.4,2011.4,2011.4,2012.0,2012.0,4806.6,4809.2,4812.9,4814.5,467.0,458.5,469.9,474.3,54.0,90.2,99.0,101.0,117.3,9069.6,9243.7,744362.4,1933838.0,2794074.0,67669.3,292349.3,370048.5
South Georgia and the South Sandwich Islands,11,10,125.7,19.5,1992.5,1992.9,1991.7,1988.5,1234.5,1451.3,1400.1,1383.4,163.0,168.1,171.3,169.7,17.0,13.0,15.4,14.1,53.7,4109.5,4188.4,71334.6,426251.9,783854.3,6485.0,36812.9,61243.2
Nigeria,11,11,3560.2,3370.2,2005.7,2005.7,2006.1,2006.6,4770.8,5015.6,5249.8,5171.0,390.0,379.4,372.7,378.2,44.0,52.6,49.7,52.5,508.1,31303.8,31904.8,955310.3,5374935.0,4820509.4,86846.4,609134.8,908249.8
Côte d'Ivoire,10,10,1031.8,1712.7,2011.6,2011.6,2011.5,2011.5,4200.9,3793.7,3840.0,3878.4,343.0,348.1,377.9,375.1,61.5,88.2,68.7,69.8,79.1,6123.0,6240.6,624922.8,1478063.9,1958795.6,62492.3,240860.7,294065.6
Malaysia,8,8,2856.7,5148.2,2011.6,2011.6,2011.4,2011.2,9257.7,9279.0,9285.1,9286.1,779.5,786.6,784.8,782.5,66.5,74.0,69.5,67.5,191.4,14810.2,15094.6,1155273.2,3556792.0,4345599.0,144409.1,700786.1,881289.4
Ghana,8,8,1163.7,1955.4,2010.8,2010.8,2011.0,2011.0,4407.0,4434.6,4422.7,4435.5,386.5,393.4,393.0,397.7,76.0,74.4,74.4,74.2,97.6,7560.4,7705.6,707092.3,1924125.7,2212420.9,88386.5,353216.0,434475.1
Indonesia,7,7,2212.2,3734.3,2013.0,2013.0,2007.9,2007.0,9685.3,9532.3,9811.1,9873.3,880.0,853.4,974.6,989.3,97.0,187.9,77.8,73.9,152.8,11791.1,12017.5,1271369.8,3574075.9,3921036.8,181624.3,701650.2,914074.4
Qatar,7,7,7106.8,5650.1,2010.7,2010.7,2010.7,2010.8,9667.2,9691.7,9676.8,9697.7,682.0,675.6,679.2,679.6,36.0,37.1,37.2,37.5,749.7,45395.9,46267.5,1316161.3,9833642.0,8165614.9,188023.0,1700601.2,2642517.5
Togo,7,7,719.9,1017.2,2008.6,2008.6,2009.6,2009.6,4403.4,4425.6,4412.3,4428.1,375.0,406.9,403.7,402.9,49.0,48.3,49.9,48.9,78.7,6086.5,6203.4,394346.2,1386933.9,1668196.9,56335.2,301655.3,398962.7
Gibraltar,6,6,596.3,816.5,2006.5,2006.5,2008.2,2009.4,5484.9,5508.9,5462.5,5447.4,406.5,418.8,434.1,446.9,193.5,177.7,197.7,203.0,114.9,8818.4,8987.7,908997.4,2005597.4,2326556.0,151499.6,406488.5,470600.9
Trinidad and Tobago,6,6,1869.9,1729.4,2011.2,2011.2,2011.9,2012.0,4755.6,5513.3,5392.1,5401.1,413.0,424.8,413.2,417.7,34.5,37.2,46.1,44.5,204.0,12978.3,13227.5,600217.8,3132017.6,2914760.9,100036.3,694293.4,1017134.2
Viet Nam,5,5,2261.6,3943.0,2012.6,2012.6,2012.3,2012.0,10634.6,10541.6,10618.6,10676.0,957.0,922.6,947.2,959.2,89.0,86.8,95.0,98.8,135.7,10502.2,10703.9,852633.2,2579650.3,3078016.3,170526.6,809605.1,1007889.3
Mauritius,5,5,1112.2,1975.2,2012.0,2012.0,2012.1,2012.0,6234.0,6321.3,6326.0,6323.6,566.0,598.8,595.2,595.0,72.0,111.2,106.2,107.2,83.9,6502.6,6627.5,569926.1,1378052.7,1634038.8,113985.2,435925.4,521053.8
Senegal,5,5,430.5,714.1,2005.0,2005.0,2005.3,2005.4,4132.4,4091.0,4062.1,4057.4,356.0,394.6,397.8,395.9,81.0,90.6,92.0,92.6,36.4,2815.0,2869.1,300640.3,756809.9,1115591.8,60128.1,253623.9,320401.4
Ecuador,5,5,819.8,1292.4,2010.6,2010.6,2009.8,2009.5,4379.8,4536.0,4462.8,4459.3,424.0,422.2,438.7,455.7,48.0,65.2,73.2,67.6,64.8,5015.8,5112.1,842990.2,2060192.6,2174051.2,168598.0,545602.8,689338.1
Iran (Islamic Republic of),4,3,502.7,924.3,2003.5,2005.0,2005.2,2005.2,177.9,3180.6,1422.6,1418.3,153.0,323.2,745.4,745.2,49.5,47.0,70.2,70.2,48.6,3761.5,3833.8,191785.5,533835.7,605128.4,47946.4,207993.8,254703.6
"Congo, Democratic Republic of the",4,4,407.8,639.1,2013.5,2013.5,2013.6,2013.6,4647.5,4635.1,4632.2,4631.0,384.0,386.2,384.7,384.4,120.0,114.2,115.7,116.7,38.3,2959.4,3016.3,269326.2,678084.4,942521.9,67331.6,278203.6,350512.0
Benin,4,4,422.0,725.0,2012.0,2012.0,2012.6,2012.6,4565.1,3702.9,3603.0,3581.8,363.5,399.2,513.1,510.4,61.5,496.2,176.0,179.9,38.3,2969.3,3026.3,318139.8,677977.0,893746.7,79535.0,276933.0,331512.4
Panama,4,4,831.0,1450.5,2008.2,2008.2,2008.0,2008.0,5123.1,5072.3,5050.4,5048.4,439.0,435.5,439.4,439.3,50.0,53.2,53.1,53.3,88.7,6871.5,7003.4,1144437.7,1794730.6,2431878.8,286109.4,659679.5,830331.2
Bahrain,4,1,0.1,0.0,2000.0,2000.0,2000.0,2000.0,86.1,86.1,90.3,90.3,19.5,19.5,22.3,22.3,10.0,10.0,32.1,32.1,0.4,33.1,33.7,79.2,162.5,175.1,19.8,44.0,49.7
Dominican Republic,4,4,475.9,662.9,2009.0,2009.0,2008.9,2009.4,5202.8,5186.2,5212.5,5193.5,368.0,461.2,453.6,469.8,28.5,32.2,28.9,27.7,69.6,5379.0,5482.3,316278.3,1099693.4,1120658.9,79069.6,436323.7,594337.1
Namibia,4,4,390.8,644.0,2006.0,2006.0,2006.7,2006.8,4066.4,4051.6,4056.0,4054.8,336.5,338.0,342.2,342.3,58.0,66.5,71.4,71.1,44.6,3450.8,3517.0,178703.5,840823.4,1084055.7,44675.9,284852.8,358260.8
Sri Lanka,4,4,1410.3,2608.2,2013.8,2013.8,2013.7,2013.6,8477.0,8616.4,8587.4,8577.0,709.5,714.5,711.7,710.2,37.0,34.8,34.3,33.7,88.4,6847.9,6979.4,661136.0,1712110.2,2002211.7,165284.0,672988.0,811141.1
Morocco,4,4,565.1,946.3,2015.8,2015.8,2015.4,2015.3,5213.0,5214.6,5199.7,5196.6,480.5,513.5,503.9,501.5,119.0,140.5,129.7,126.6,51.9,4022.4,4099.7,343527.2,743103.2,902684.1,85881.8,296929.1,349724.4
Russian Federation,4,4,470.2,596.6,1999.0,1999.0,2001.7,2003.8,7834.8,7902.4,7966.7,8017.1,588.5,579.5,597.9,609.5,126.0,178.5,152.3,141.3,136.2,10376.9,10576.2,973523.0,2098166.1,2395177.9,243380.7,556058.2,609714.7
Cabo Verde,4,4,239.2,363.3,2008.2,2008.2,2010.0,2011.2,3897.1,4000.0,3926.8,3894.5,426.5,422.0,429.2,433.4,47.0,152.2,71.4,69.0,47.7,3667.6,3738.0,145637.1,721613.9,916985.3,36409.3,209635.7,270130.6
New Zealand,3,3,993.3,1798.5,1997.3,1997.3,2003.9,2005.2,5804.4,5573.3,5771.3,5814.6,540.0,533.7,618.9,634.0,31.0,55.3,74.3,78.1,105.7,8183.1,8340.2,1267678.5,2964313.4,3632956.1,422559.5,1143306.7,1447315.5
Virgin Islands (U.S.),3,3,439.3,723.0,2008.3,2008.3,2008.3,2008.2,4763.6,4909.5,4915.6,4927.2,500.0,508.3,514.0,516.5,64.0,69.7,67.4,66.4,54.9,4249.4,4331.0,139459.7,1021306.3,1177546.5,46486.6,401434.5,493481.7
Angola,3,3,271.4,374.4,2012.7,2012.7,2013.1,2013.3,4521.9,4615.7,4638.9,4636.5,493.0,527.3,566.7,586.3,230.0,238.3,278.6,297.2,34.4,2655.0,2706.0,153048.2,432344.8,603002.1,51016.1,234874.7,304411.6
