Domestic by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Chemical tanker,1619,273,6473.6,10197.7,2009.3,2009.9,2009.4,2009.4,233.4,224.7,316.5,313.3,34.0,46.6,98.0,97.7,35.0,39.4,61.9,61.2,3067.9,233865.1,238355.3,8363292.8,27431553.2,32514586.6,5165.7,19013.1,22717.6
Bulk carrier,1508,883,14363.8,25747.3,2009.9,2011.0,2011.4,2011.4,231.9,272.1,299.4,303.0,25.0,54.8,78.4,79.2,28.0,43.9,53.9,54.2,1552.4,120100.6,122406.5,6926576.2,17964951.3,21871253.1,4593.2,18910.0,22999.8
Oil tanker,1089,44,9481.6,16238.4,1981.1,2004.1,2004.3,2004.2,79.9,293.8,835.2,831.1,11.0,51.4,194.2,194.0,8.0,44.3,142.2,142.7,1849.3,142570.1,145307.5,13895280.9,20265763.4,27304949.5,12759.7,30039.2,37846.4
Miscellaneous - fishing,938,193,1356.5,1110.7,1987.2,1986.5,1988.3,1987.0,2002.7,3572.5,3454.9,3484.8,324.0,628.6,1187.5,1219.2,45.0,290.0,699.9,705.6,2363.4,177495.5,180903.4,7810596.8,17325409.5,19697236.2,8326.9,19596.9,23230.9
Service - tug,715,59,173.2,157.9,1999.3,1997.7,1999.3,1997.9,206.3,863.7,463.3,519.4,51.0,711.5,1382.6,1481.9,18.0,129.7,187.3,193.8,466.7,35046.7,35719.6,4037935.9,9548502.9,12784929.3,5647.5,14582.8,19689.2
General cargo,585,87,918.0,1239.3,1990.7,2006.5,2003.9,2004.1,164.7,330.3,294.3,297.7,21.0,53.6,74.6,74.9,7.0,69.2,60.3,58.4,245.9,18634.8,18992.6,1377516.7,4218541.3,6096661.2,2354.7,9334.7,13078.7
Container,321,19,2923.5,3570.9,2005.4,2005.6,2006.1,2005.8,344.4,476.4,436.6,428.0,28.0,49.3,119.1,119.5,37.0,42.3,78.3,76.4,851.6,65245.1,66497.8,3235334.0,12145163.5,13765258.0,10078.9,40516.2,49053.6
Service - other,241,20,789.0,1064.0,1996.6,1993.4,1995.9,1992.0,373.2,1528.0,961.3,854.7,88.0,501.9,692.8,525.6,21.0,117.8,244.2,166.0,250.3,18849.5,19211.5,7424890.5,15234245.3,16415821.9,30808.7,68554.5,77407.7
Vehicle,76,40,364.5,115.6,2008.8,2008.3,2009.3,2009.1,82.3,84.8,86.8,86.5,11.0,15.4,18.1,18.0,32.5,32.3,34.4,34.5,38.4,2977.3,3034.5,117106.7,516314.9,597945.3,1540.9,5856.9,6303.3
Cruise,38,23,1297.4,152.7,1993.2,1995.1,2001.2,1999.3,930.0,1124.4,1029.2,1058.3,67.0,103.3,84.5,91.4,11.0,13.5,12.4,12.0,366.4,28296.5,28839.8,714290.6,3235061.4,4044458.5,18797.1,76365.7,88633.3
Ro-Ro,29,10,76.5,39.8,1997.9,1999.1,1999.3,1997.7,82.3,101.7,86.4,91.2,11.0,16.6,14.3,17.6,37.0,36.0,49.7,47.7,19.5,1500.8,1529.6,59708.1,251476.8,164195.9,2058.9,4914.0,5954.9
Liquefied gas tanker,12,5,136.7,165.9,2011.5,2010.2,2011.8,2012.4,643.9,467.0,288.6,340.9,47.0,57.7,81.0,83.9,31.0,22.7,35.4,36.4,26.7,2030.8,2069.8,88799.1,331658.6,332970.1,7399.9,45352.2,62567.0
Refrigerated bulk,8,5,22.1,24.4,1991.5,1991.8,1991.8,1991.9,153.3,226.9,238.8,249.4,13.0,32.9,58.3,57.7,34.0,41.3,32.4,32.0,23.0,1733.9,1767.2,72262.3,157896.6,177855.7,9032.8,19248.8,20782.9
Ferry-RoPax,4,2,44.9,3.6,2006.0,2005.0,2005.4,2005.5,780.9,934.9,879.6,869.7,65.0,100.5,89.8,87.2,8.0,8.0,10.6,10.5,11.6,893.0,910.1,22349.5,55268.6,67815.0,5587.4,11926.8,10862.8
Ferry-pax only,2,1,18.1,3.2,1989.0,1989.0,1989.0,1989.0,1979.1,1979.1,1979.1,1979.1,256.0,256.0,266.8,266.8,8.0,8.0,7.8,7.8,6.8,510.7,520.5,87745.7,247123.6,320104.5,43872.8,122386.5,161949.1
Other liquids tankers,2,2,9.9,13.8,2015.0,2015.0,2014.8,2014.8,176.4,176.4,176.7,176.4,24.0,24.0,23.4,23.5,9.5,9.5,8.1,8.2,1.2,94.8,96.7,7092.3,20250.6,43660.4,3546.1,12285.2,19851.6
