Int. Arr. by Type,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
General cargo,97,20,102.8,149.0,2002.4,2001.1,2007.5,2007.5,99.1,253.8,292.3,306.6,14.0,29.9,195.4,201.8,13.0,19.1,15.4,15.0,24.0,1830.6,1865.7,275885.8,807106.5,1126167.6,2844.2,10913.4,14208.8
Cruise,90,35,1271.6,129.1,1994.1,1994.8,2006.1,2002.3,180.8,302.3,244.4,251.6,16.0,30.1,30.1,38.2,8.0,13.0,8.8,8.9,285.3,22029.6,22452.6,506322.0,2461237.3,2827445.6,5625.8,24209.8,26053.5
Container,69,12,136.8,171.9,2006.8,2006.7,2006.5,2006.5,194.4,161.6,192.9,192.8,15.0,15.2,24.5,24.2,8.0,12.0,11.3,11.0,39.6,3038.0,3096.4,285676.3,816359.8,924201.9,4140.2,12252.5,14179.6
Chemical tanker,40,6,51.0,79.3,2008.8,2008.0,2008.5,2008.4,210.2,338.0,223.3,222.7,22.0,106.9,59.6,58.1,15.0,16.8,18.5,18.4,34.9,2642.4,2693.2,114739.0,345635.3,431013.0,2868.5,9575.1,12004.1
Ferry-RoPax,37,5,9.8,1.4,1977.6,1983.8,1995.5,1987.0,152.8,333.6,423.5,308.8,16.0,17.5,33.8,36.0,8.0,14.3,38.3,30.8,15.5,1163.5,1185.8,48636.2,105221.6,139897.9,1314.5,2934.6,4182.0
Ro-Ro,31,5,29.5,33.7,1989.7,1983.8,1991.4,1991.0,154.1,201.6,162.9,163.4,22.0,29.4,23.2,23.9,11.0,72.9,16.6,18.5,21.2,1630.2,1661.5,44176.5,147975.4,111814.2,1425.0,3382.4,3915.6
Refrigerated bulk,29,13,41.4,45.4,1999.9,1998.4,1999.7,1999.7,87.8,114.1,108.4,108.2,8.0,9.9,12.6,12.5,5.0,4.7,6.7,6.7,19.7,1501.5,1530.3,134707.0,294341.3,331547.8,4645.1,9898.6,10687.5
Service - tug,27,6,2.1,1.7,1976.3,1980.8,1982.7,1983.2,81.6,251.8,264.0,300.9,19.0,199.3,530.0,563.5,24.0,39.4,45.7,42.6,8.8,662.4,675.1,42285.7,99992.9,133885.0,1566.1,4044.0,5460.1
Vehicle,26,15,102.1,31.5,2006.5,2003.9,2005.7,2005.5,90.6,99.4,104.2,103.9,10.0,12.6,16.9,17.0,3.0,7.7,6.1,6.1,8.4,649.4,661.8,31922.3,140743.2,162995.0,1227.8,4666.8,5022.5
Liquefied gas tanker,26,2,21.1,21.8,2007.7,2008.5,2007.7,2007.7,153.3,151.0,179.1,179.0,15.5,15.8,23.5,23.5,7.0,7.2,7.7,7.7,11.9,908.5,925.9,16472.4,47723.2,52701.7,633.6,3468.7,4561.4
Bulk carrier,22,4,41.9,63.6,2012.7,2003.2,2012.4,2011.9,208.0,389.7,322.7,322.7,23.5,48.0,45.1,45.7,32.0,20.6,26.8,27.0,8.4,646.3,658.7,101671.1,228084.8,275387.0,4621.4,14005.4,17372.4
Ferry-pax only,20,2,14.5,1.4,1998.4,2001.5,2003.5,2004.4,243.3,8299.6,1469.5,3036.6,29.5,802.0,1258.2,1437.8,6.5,42.5,64.0,72.5,16.3,1220.7,1244.1,114174.4,232526.8,292911.9,5708.7,13275.4,17501.3
Oil tanker,18,5,119.8,214.7,1999.1,2002.6,2014.9,2015.0,192.7,486.8,918.7,946.9,17.5,41.7,125.2,126.0,8.0,10.0,2.8,2.7,15.5,1186.6,1209.4,139311.0,251935.3,270594.2,7739.5,21124.1,27004.0
Service - other,1,1,0.8,0.4,1980.0,1980.0,1980.0,1980.0,2812.5,2812.5,2812.5,2812.5,382.0,382.0,382.0,382.0,144.0,144.0,144.0,144.0,2.3,172.1,175.4,2533.8,5198.8,5602.1,2533.8,5638.2,6366.3
