Int. Dep. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Sambu,3544,2400,905886.0,1704721.4,2008.3,2008.6,2009.7,2009.7,2359.4,3044.8,4233.5,4305.0,223.5,319.3,655.3,660.9,43.0,87.9,83.5,83.3,52278.1,4045211.9,4122879.9,478384347.6,934992962.0,1039268726.6,134984.3,378822.9,467778.5
Batu Ampar,1548,935,208737.3,385697.6,2007.0,2007.8,2009.4,2009.5,1273.6,2839.8,3977.4,4064.8,117.0,290.0,592.8,602.0,35.0,97.7,108.3,109.9,13148.8,1015383.6,1034879.0,99003795.6,218714782.2,248074957.3,63955.9,195467.2,238318.5
Jakarta,1517,626,48491.4,58662.6,2005.0,2006.4,2007.8,2007.9,728.8,1511.3,1220.2,1223.9,68.0,167.3,165.5,168.7,19.0,64.4,49.2,48.9,6998.7,538642.9,548984.9,40551345.0,124684212.2,145454629.6,26731.3,95662.0,115416.2
Nipah,1395,730,75455.3,113830.7,2004.5,2005.4,2008.0,2008.2,426.7,1930.1,2473.2,2469.3,72.0,224.5,493.9,471.6,31.0,93.9,85.1,90.1,8946.7,665812.2,678595.8,47745684.2,127313557.5,132792625.8,34226.3,122844.7,162443.3
Tanjung Santan,1348,1032,114848.0,206558.5,2008.8,2009.3,2008.5,2008.4,1685.8,2191.0,2325.3,2325.7,162.0,218.2,375.6,377.4,48.0,82.8,115.1,115.9,9115.0,703382.4,716887.3,56754140.8,142410273.4,170061033.3,42102.5,165882.3,200589.4
Dumai,1326,753,45335.3,75243.4,2006.5,2007.5,2009.0,2009.0,1133.9,2173.1,2228.6,2247.3,120.0,220.6,470.8,473.3,27.5,55.2,86.0,88.8,7441.6,573665.9,584680.3,33980221.5,127682858.0,150809086.5,25626.1,114723.5,140663.8
Surabaya,1165,455,38845.9,54107.6,2004.7,2006.3,2006.1,2006.2,1189.9,1768.7,1528.4,1575.3,101.0,187.2,187.8,200.2,21.0,72.0,49.6,54.4,5682.2,438549.6,446969.8,38534212.3,120552668.0,139929537.5,33076.6,119844.2,144283.3
Taboneo,1028,832,97633.7,178151.1,2008.9,2009.1,2009.1,2009.0,2097.6,2347.7,2422.2,2429.6,199.5,237.7,431.4,437.9,62.0,86.4,102.2,102.2,7543.4,584025.7,595239.0,47044217.7,115095001.2,137465914.8,45762.9,174534.2,209904.2
Belawan,958,400,11198.5,17241.8,2003.6,2005.4,2006.7,2007.4,356.6,1131.6,827.7,899.7,34.5,131.8,356.4,390.0,16.0,45.4,56.2,58.2,2022.5,155525.5,158511.6,10915898.1,35515569.7,42307347.2,11394.5,44780.5,54839.4
New Priok Port,839,297,32019.0,27804.3,2005.7,2005.9,2005.8,2006.7,641.7,1400.7,1182.4,1152.3,58.0,138.1,147.7,158.8,15.0,42.2,23.3,28.0,4065.7,314461.2,320498.8,23211863.5,75700654.6,85711754.9,27666.1,93109.3,107609.4
Bontang,767,539,74055.5,102802.8,2006.9,2008.3,2007.3,2008.1,1664.7,2064.8,2309.6,2154.7,158.0,211.9,290.8,288.3,45.0,85.0,73.0,79.7,6986.6,490182.3,499593.8,27645834.7,100117943.2,104085905.9,36044.1,184046.7,246754.6
Gresik,663,427,25841.7,40473.0,2006.7,2007.4,2008.6,2008.9,1364.8,1970.9,1997.7,2058.5,132.0,209.6,322.8,346.7,26.0,72.3,76.3,81.8,3204.7,247403.1,252153.2,22263044.8,64566822.8,76352090.8,33579.3,123271.0,148820.8
Sekupang,487,182,1297.8,2033.9,2003.2,2005.3,2002.8,2002.9,368.2,1105.9,1569.0,1798.0,42.0,307.6,457.3,444.5,18.0,170.0,150.6,123.3,570.9,43127.0,43955.1,7158763.5,15833525.3,18929549.5,14699.7,36104.9,45701.9
