Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Pulau Sambu,3454,2342,867620.9,1625225.7,2008.2,2008.5,2010.1,2010.1,2319.3,3668.3,4135.8,4189.6,218.0,374.9,701.0,707.5,14.0,35.8,24.9,24.3,53525.7,4141518.7,4221035.9,467300182.8,948380166.3,1068090673.4,135292.5,388054.6,476118.5
Jakarta,2232,870,70587.2,91967.0,2005.3,2006.8,2007.4,2007.5,748.4,1503.2,1261.2,1307.9,85.0,168.1,182.4,195.0,30.0,53.5,47.6,52.2,10456.9,806593.4,822080.0,64670476.2,197224153.1,229359899.6,28974.2,102227.8,122766.5
Batu Ampar,1428,879,228539.1,421104.1,2007.0,2007.8,2009.7,2009.8,1451.7,3442.5,4644.4,4743.8,150.0,371.6,719.3,729.8,14.0,46.3,19.1,18.7,14528.7,1116148.1,1137578.1,109695310.7,243508166.0,276181283.7,76817.4,238196.6,290675.6
Nipah,1369,731,104640.4,164390.6,2004.8,2005.7,2008.5,2008.8,595.2,2330.8,3451.3,3607.9,84.0,229.2,621.5,674.8,27.0,98.8,234.7,231.4,11433.6,856858.6,873310.3,65362419.7,166552705.7,176367982.9,47744.6,162033.4,210716.0
Tanjung Santan,1289,992,97984.9,176600.0,2008.8,2009.2,2008.8,2008.7,1659.9,1903.8,2056.0,2059.2,149.0,186.6,279.7,280.8,159.0,200.3,222.3,223.7,8293.0,640529.9,652828.0,48480283.2,120752605.3,143121799.3,37610.8,146207.6,176470.0
Dumai,1271,742,22554.5,36841.2,2006.8,2007.9,2007.5,2007.5,739.1,1136.7,1158.0,1146.1,56.0,106.9,229.7,229.5,70.0,112.0,122.0,119.5,4788.1,368251.3,375321.7,21725869.3,71939532.1,86221765.9,17093.5,67832.9,83094.7
New Priok Port,1009,377,38594.0,43742.7,2006.2,2006.9,2007.2,2008.1,594.2,1530.7,1197.6,1379.6,50.0,163.7,416.6,581.3,18.0,48.9,51.6,70.3,4465.8,345421.0,352053.1,26751564.6,83564719.8,94575867.5,26512.9,91024.4,106106.3
Taboneo,910,734,77030.2,141678.6,2008.8,2009.0,2009.0,2008.9,1842.0,1927.7,2115.2,2130.9,155.0,195.4,315.6,317.6,140.5,178.8,186.9,187.4,5874.2,454820.2,463552.8,35626965.2,86982533.7,102828207.2,39150.5,147461.2,177017.9
Belawan,899,386,13536.2,21404.4,2004.2,2006.2,2006.0,2006.7,486.0,1106.4,1076.6,1173.8,34.0,97.3,297.3,336.0,42.0,100.1,81.4,81.2,2257.5,173601.7,176934.8,11826439.7,39974165.5,47379203.1,13155.1,52541.9,64579.2
Surabaya,792,342,18466.2,24529.9,2005.1,2006.0,2007.2,2007.2,847.8,1810.3,1352.2,1410.1,102.0,234.3,231.9,241.6,25.0,70.8,44.8,49.4,3241.6,249742.1,254537.1,19117844.6,63236438.3,75163603.4,24138.7,92962.0,113473.4
Bontang,776,549,71988.3,101878.7,2007.0,2008.3,2006.7,2008.1,1695.5,1836.0,2156.9,2027.8,150.0,176.6,245.0,226.1,58.0,103.7,84.9,99.5,6362.9,448673.0,457287.6,27085440.5,94751983.8,98738230.8,34903.9,171178.2,228283.0
Muntok,653,367,12812.8,22049.2,2009.1,2008.5,2009.1,2009.2,354.4,1092.5,1165.8,1197.4,46.0,129.7,369.5,381.1,44.0,143.6,169.9,174.6,1534.3,118363.5,120636.0,10876091.4,26105092.7,31438723.3,16655.6,55078.6,67424.2
Gresik,557,408,17783.0,28959.3,2006.6,2007.5,2008.3,2008.5,1086.5,2072.4,2243.6,2316.4,139.0,217.0,427.2,439.0,55.0,88.9,104.5,106.0,2643.2,203566.2,207474.7,16342784.1,41864757.0,52120388.9,29340.7,106828.9,130566.1
Ciwandan,532,375,21732.3,35948.9,2007.2,2008.4,2010.3,2010.4,1359.8,2383.3,2783.3,2873.7,133.5,237.8,404.6,413.1,46.0,69.7,89.9,92.5,3008.6,231786.7,236237.0,17018223.3,41917539.7,52631080.4,31989.1,118583.6,149345.4
Sekupang,498,191,1085.5,1458.3,2003.5,2005.6,1997.5,1996.5,478.5,1161.9,1087.8,1038.2,50.0,345.5,543.2,507.5,33.0,309.4,429.9,453.6,1049.6,80002.5,81538.5,6023710.8,13218244.7,15858393.6,12095.8,30430.2,38427.4
Cigading,413,365,43238.8,77933.3,2009.2,2009.4,2011.1,2011.2,2026.0,3152.5,3744.9,3815.1,225.0,309.4,610.2,619.0,98.0,109.8,120.3,120.9,3872.9,299493.3,305243.6,21903581.5,56224960.2,66995646.9,53035.3,208949.8,255513.2
Balikpapan,401,291,40708.4,74919.7,2006.1,2007.5,2008.4,2008.4,1619.4,2355.4,3158.7,3236.7,154.0,238.8,524.6,527.4,50.0,77.4,81.6,81.7,3266.1,252533.0,257381.6,25797878.3,59491931.7,69025414.1,64333.9,205388.2,250377.9
Panjang,381,272,18428.1,30647.1,2006.4,2007.8,2009.4,2010.0,942.5,2005.9,2220.1,2351.0,93.0,203.6,536.4,560.8,64.0,110.2,112.2,117.9,2050.2,157934.5,160966.9,11530744.7,30847242.4,37385379.0,30264.4,114196.8,139501.1
Kotabaru,360,301,19391.1,32832.3,2006.9,2008.2,2007.9,2007.8,1652.0,1741.2,1777.0,1802.0,147.0,171.7,214.6,215.3,112.5,174.1,190.4,196.5,1834.8,141949.7,144675.2,11795233.1,29048349.4,34790302.0,32764.5,120054.5,142734.0
Tanjunguban,355,261,8912.8,12118.7,2005.3,2006.8,2008.7,2008.4,476.0,1386.0,1730.8,1590.5,66.0,175.9,408.8,407.6,47.0,65.1,76.9,76.7,1599.6,123218.2,125583.9,6490374.6,24856968.2,26966616.6,18282.7,85551.2,114682.5
Semarang,353,155,6132.5,7941.3,2003.5,2007.7,2005.2,2005.3,730.5,1670.6,1074.4,1088.0,63.0,163.7,158.9,157.0,33.0,94.7,70.4,75.6,1108.9,85213.3,86849.4,6318738.6,20926384.4,25506398.5,17900.1,72434.1,90059.4
Tanjungbalai,349,76,1050.9,1676.5,2008.4,2008.6,2007.7,2008.0,88.8,672.9,1357.7,1404.8,18.0,84.7,501.5,503.9,43.0,60.1,97.9,99.9,195.4,15022.4,15310.8,749450.3,2968806.4,3604963.0,2147.4,10639.1,13281.7
Telukbayur,341,191,8626.8,13894.4,2002.8,2005.5,2003.9,2003.8,1460.6,1699.7,1790.8,1817.1,132.0,185.9,259.9,264.9,60.0,96.2,97.6,99.2,1410.2,108604.1,110689.3,7447579.0,23197235.4,28898019.7,21840.4,89503.1,110175.1
Tanjung Sekong,285,200,8688.7,14250.0,2006.3,2006.9,2007.6,2007.8,863.3,1685.7,1911.1,1982.2,103.0,187.8,368.1,380.7,39.0,90.8,105.6,103.3,1473.8,113624.8,115806.4,9770066.5,21372124.0,27248825.1,34280.9,103526.1,129634.2
Durian,277,78,1619.2,2906.7,2005.9,2005.7,2008.0,2008.0,201.3,1012.0,3815.2,4726.8,45.0,159.7,892.2,931.2,28.0,60.3,17.2,11.6,215.4,16504.9,16821.8,1189374.1,3110630.2,3693618.1,4293.8,15491.4,19182.3
Tanjung Arang  (Bunyu),263,254,18026.5,33240.8,2008.8,2008.7,2009.1,2009.1,1546.2,1626.6,1780.3,1794.1,140.0,169.0,229.4,229.6,126.0,152.2,158.2,158.2,1343.4,103971.6,105967.8,9458663.9,21668345.5,25934794.5,35964.5,126370.2,150686.6
Merak,258,128,3520.3,5242.5,2008.7,2008.5,2009.1,2009.0,912.0,1780.0,1786.5,1768.8,98.0,175.0,259.9,241.7,25.5,37.8,45.9,43.4,971.9,74588.0,76020.1,4648465.8,14125463.2,16794825.3,18017.3,69874.4,86379.5
Lobam,258,38,1487.6,2753.7,2010.4,2008.3,2010.0,2010.3,45.3,943.5,2544.6,3230.5,10.0,157.1,1200.1,1227.9,6.0,186.6,61.9,60.8,163.7,12504.1,12744.2,1328513.3,3083412.6,3345579.6,5149.3,13766.9,16700.4
Tanjung Balai Karimun,239,51,717.5,1158.1,2006.0,2006.6,1997.1,1997.1,154.1,1270.0,11742.1,18303.0,39.0,160.4,3282.3,3322.4,22.0,84.3,19.4,18.5,103.6,7900.2,8051.9,709690.0,1834607.2,2696391.4,2969.4,11713.7,15208.2
Pontianak,216,94,1220.3,1877.5,2007.4,2007.7,2009.5,2009.7,592.5,1331.1,986.1,1007.7,64.0,188.8,288.8,300.6,40.5,139.6,152.2,160.4,282.8,21560.9,21974.9,2214124.1,4976082.8,6721410.2,10250.6,35636.8,46592.4
Suralaya,166,123,3640.1,5980.1,2007.0,2007.2,2009.5,2009.4,924.1,1611.6,2255.2,2345.4,93.5,149.9,422.6,434.8,19.0,34.1,28.4,27.2,618.4,47561.1,48474.3,3676744.5,9515074.6,11232859.9,22149.1,81287.6,101569.9
Cilacap,158,125,31916.0,57741.8,2004.9,2005.8,2006.1,2006.1,2050.8,3086.3,4120.4,4247.2,195.5,278.3,454.3,460.6,68.0,92.3,90.9,91.9,2473.1,191422.1,195097.4,19578030.7,39959372.4,44808489.8,123911.6,352737.4,438963.4
Sungai Pakning,148,109,3580.9,6443.4,2005.9,2006.7,2009.6,2010.0,305.3,1044.9,2216.0,2491.6,35.0,99.9,554.4,585.5,17.5,50.6,27.0,24.3,373.4,28746.9,29298.9,2007389.6,5651290.2,7006888.8,13563.4,51226.3,64312.3
Kuala Tanjung,145,127,2499.7,3567.9,2005.1,2005.8,2004.8,2005.6,691.3,1147.4,1164.6,1178.7,51.0,103.3,215.7,211.3,49.0,74.3,77.8,82.8,437.2,33681.3,34327.9,2053700.3,7014728.0,8802502.9,14163.5,62370.9,77224.5
Belanak Field Terminal,143,138,30130.5,51224.6,2008.1,2008.0,2009.3,2009.5,1602.0,3427.7,3568.3,3702.1,154.0,299.3,863.1,791.1,10.0,83.7,174.2,169.2,2524.3,194560.6,198296.1,18506317.2,42149627.5,46924113.5,129414.8,393208.1,485383.3
