code_str3,name,gdp_2018_wb,exp_MTC_usd,imp_MTC_usd,tot_MTC_usd,exp_MTC_per_gdp_pct,imp_MTC_per_gdp_pct,tot_MTC_per_gdp_pct,exp_com_tot_usd,imp_com_tot_usd,tot_com_usd,exp_com_tot_usd_per_gdp_pct,imp_com_tot_usd_per_gdp_pct,tot_com_tot_usd_per_gdp_pct
894,Zambia,26311506435.0598,6126827.819577012,10164075.474257825,13227489.384046331,0.012,0.019,0.031,713929.7576439427,1242731.1906243411,1599696.0694463125,0.001,0.002,0.003
524,Nepal,33111525182.7133,550307.8418656178,31055868.727537915,31331022.648470722,0.001,0.047,0.048,62108.070199493275,1977691.5189291656,2008745.5540289122,0.0,0.003,0.003
496,Mongolia,13178094719.8612,2686234.770252927,3580639.4857039037,4923756.870830367,0.01,0.014,0.024,214699.9546144752,408561.4303362223,515911.40764345985,0.001,0.002,0.003
533,Aruba,3276187709.49721,22267.063068517196,1888168.8760245948,1899302.4075588533,0.0,0.029,0.029,2896.8024240575587,184030.91383900985,185479.31505103863,0.0,0.003,0.003
498,"Moldova, Republic of",11253727815.4762,7405606.7508929055,2597030.661249588,6299834.036696041,0.033,0.012,0.045,557826.2019806706,164979.78603480253,443892.8870251378,0.002,0.001,0.003
499,Montenegro,5506944403.30196,1888463.624391756,5014064.154333102,5958295.96652898,0.017,0.046,0.063,60833.56070959957,258129.4179940876,288546.1983488874,0.001,0.002,0.003
208,Denmark,356841216410.068,88116451.51303852,113187718.01908074,157245943.77560002,0.012,0.016,0.028,7997920.342006832,8997439.648675894,12996399.81967931,0.001,0.001,0.002
072,Botswana,17031943186.1353,220546.37146522177,5126667.9853924755,5236941.171125086,0.001,0.015,0.016,23153.461060023026,515948.22391086747,527524.9544408789,0.0,0.002,0.002
826,United Kingdom,2878152147315.82,431022559.57997936,771681509.8785161,987192789.6685058,0.007,0.013,0.02,40420121.54396345,82760410.35448766,102970471.12646937,0.001,0.001,0.002
659,Saint Kitts and Nevis,1076922222.22222,14379.112880254715,289019.2120517113,296208.76849183865,0.001,0.013,0.013999999999999999,1474.4319312799182,43523.436377052785,44260.652342692745,0.0,0.002,0.002
466,Mali,17070867577.6666,469470.7110548795,9099168.86727956,9333904.222807,0.001,0.027,0.028,56967.38706384416,782218.1456774021,810701.8392093242,0.0,0.002,0.002
308,Grenada,1166514814.81481,53943.86491425046,763334.5896382781,790306.5220954034,0.002,0.033,0.035,4391.903440152707,41852.17181702121,44048.12353709756,0.0,0.002,0.002
