gdp_2018_wb,dest_iso_code,dest_country,vol_kg,val_usd,vol_kg_recon,val_usd_recon,ene_tj_recon,co2_t_recon,bau_usd_23_recon,bau_usd_30_recon,bau_usd_40_recon,bau_usd_50_recon,s24_usd_23_recon,s24_usd_30_recon,s24_usd_40_recon,s24_usd_50_recon,pct_vol_recon,pct_val_recon,s24_usd_23_recon_del,s24_usd_30_recon_del,s24_usd_40_recon_del,s24_usd_50_recon_del,bau_23_pct_gdp,bau_30_pct_gdp,bau_40_pct_gdp,bau_50_pct_gdp,s24_23_pct_gdp,s24_30_pct_gdp,s24_40_pct_gdp,s24_50_pct_gdp,s24_del_23_pct_gdp,s24_del_30_pct_gdp,s24_del_40_pct_gdp,s24_del_50_pct_gdp
356841216410.068,208,Denmark,22036498304.219,25983461538.403,22036498304.219,25983461538.403,4034.8519840463437,305422.4353929179,164814706.18961152,159106437.99656865,142783765.56923538,138411970.87090212,164814706.18961152,179788239.00332457,222058471.88395533,235591883.6183695,100.0,100.0,0.0,20681801.00675592,79274706.31471995,97179912.74746737,0.04619,0.04459,0.04001,0.03879,0.04619,0.05038,0.06223,0.06602,0.0,0.0058,0.02222,0.02723
85555390385.9812,214,Dominican Republic,14247726428.882,11762669955.196,14247726428.882,11762669955.196,4094.5278642366548,315784.00862579717,186767122.6899867,182898624.79224703,161374695.10760316,158670786.86843324,186767122.6899867,205321654.40694007,252415423.635868,269227575.0625478,100.0,100.0,0.0,22423029.614693046,91040728.52826485,110556788.19411457,0.2183,0.21378,0.18862,0.18546,0.2183,0.23999,0.29503,0.31468,0.0,0.02621,0.10641,0.12922
107562008000.0,218,Ecuador,13996118632.317,13112109674.448002,13996118632.317,13112109674.448002,6293.853228416648,486534.1258827625,274352992.67711735,270799366.4387269,239078519.40052646,233689564.51166773,274352992.67711735,302745687.4248919,372250994.32492286,393270003.6023273,100.0,100.0,0.0,31946320.986164987,133172474.9243964,159580439.09065956,0.25506,0.25176,0.22227,0.21726,0.25506,0.28146,0.34608,0.36562,0.0,0.0297,0.12381,0.14836
26020850000.0,222,El Salvador,4115635713.538,2628279436.5080004,4115635713.538,2628279436.5080004,1328.3414067276203,102635.35403574171,61011335.2610618,60797673.58733129,52841401.422372036,51449503.449089065,61011335.2610618,67389527.82118143,81397365.7474012,85879038.44798222,100.0,100.0,0.0,6591854.233850144,28555964.325029157,34429534.99889316,0.23447,0.23365,0.20307,0.19772,0.23447,0.25898,0.31282,0.33004,0.0,0.02533,0.10974,0.13232
84269196152.0333,231,Ethiopia,48162187.460999995,36935072.595,48162187.460999995,36935072.595,9.898784782511006,764.4193095967428,433109.4930340949,420518.1263943474,375110.88000746263,369671.53608205967,433109.4930340949,485078.3900477318,598628.3545631499,634023.5061560618,100.0,100.0,0.0,64560.263653384405,223517.47455568722,264351.9700740021,0.00051,0.0005,0.00045,0.00044,0.00051,0.00058,0.00071,0.00075,0.0,8e-05,0.00027,0.00031
30624720196.2285,233,Estonia,5022563467.991,3765988605.077,5022563467.991,3765988605.077,469.731359195349,35309.018131744146,18063410.707859572,17541973.004169874,15629858.02765765,15233032.555357672,18063410.707859572,19682099.21820352,24186124.71190601,25756389.185541447,100.0,100.0,0.0,2140126.2140336446,8556266.684248358,10523356.630183775,0.05898,0.05728,0.05104,0.04974,0.05898,0.06427,0.07898,0.0841,0.0,0.00699,0.02794,0.03436
5581425890.96651,242,Fiji,1588758081.203,1186250023.733,1588758081.2030003,1186250023.733,810.7454627619932,62749.69699917907,38581805.83537969,36674048.43306256,33454725.296529118,32294367.455943752,38581805.83537969,39800615.03899388,51598398.04094677,54481101.5748069,100.0,100.0,0.0,3126566.6059313193,18143672.74441765,22186734.118863147,0.69125,0.65707,0.59939,0.5786,0.69125,0.71309,0.92447,0.97611,0.0,0.05602,0.32507,0.39751
275708001767.838,246,Finland,38626077697.195,40346465828.317,38626077697.195,40346465828.317,7981.926789858341,601955.0179073326,287935703.29466075,276673612.1840921,252927004.19178355,245648862.59463328,287935703.29466075,314362472.8481962,395595378.1911158,420289659.9926196,100.0,100.0,0.0,37688860.664104104,142668373.99933225,174640797.3979863,0.10444,0.10035,0.09174,0.0891,0.10444,0.11402,0.14348,0.15244,0.0,0.01367,0.05175,0.06334
2790956878746.61,250,France,192800198020.672,230323255620.156,192800198020.672,230323255620.156,55881.209227904605,4291462.955376586,2189131602.8203163,2113706485.9783235,1880491204.8296025,1803513712.2043614,2189131602.8203163,2362891329.854562,2948129354.2680926,3096114920.4990373,100.0,100.0,0.0,249184843.87623835,1067638149.4384902,1292601208.2946758,0.07844,0.07573,0.06738,0.06462,0.07844,0.08466,0.10563,0.11093,0.0,0.00893,0.03825,0.04631
6135116260.64814,258,French Polynesia,129652897.728,597621935.751,129652897.728,597621935.751,84.03761396528053,6486.019973369039,2844872.710655832,2584916.035931002,2450127.8115105326,2342996.1772180693,2844872.710655832,3123808.462664753,4279598.4792846,4512286.65942046,100.0,100.0,0.0,538892.4267337513,1829470.6677740677,2169290.482202391,0.04637,0.04213,0.03994,0.03819,0.04637,0.05092,0.06976,0.07355,0.0,0.00878,0.02982,0.03536
17596922469.9152,268,Georgia,1649541284.864,1165203374.529,1649541284.864,1165203374.529,301.015692843231,22926.411079186237,9931011.906884387,9518066.992628146,8923995.492252165,8682880.606050786,9931011.906884387,10754341.198355358,13458346.444850834,14340800.530429753,100.0,100.0,0.0,1236274.2057272121,4534350.952598669,5657919.924378967,0.05644,0.05409,0.05071,0.04934,0.05644,0.06111,0.07648,0.0815,0.0,0.00703,0.02577,0.03215
1670671340.37966,270,Gambia,569631244.863,67404870.351,569631244.863,67404870.351,250.41255013732751,19210.583454474556,10665704.222155215,10511207.125469573,9075377.195906254,9054844.255094018,10665704.222155215,11722213.67629586,14138106.095852073,15416173.107638044,100.0,100.0,0.0,1211006.550826287,5062728.89994582,6361328.852544026,0.63841,0.62916,0.54322,0.54199,0.63841,0.70165,0.84625,0.92275,0.0,0.07249,0.30304,0.38076
3974443355019.53,276,Germany,274947903422.261,531792377696.447,274947903422.261,531792377696.447,63060.8889241752,4813434.838721745,2476367817.28084,2387684628.957431,2152168110.9554358,2073395956.8768942,2476367817.28084,2725059381.18268,3400222553.1623664,3566915736.109528,100.0,100.0,0.0,337374752.2252493,1248054442.2069306,1493519779.2326338,0.06231,0.06008,0.05415,0.05217,0.06231,0.06856,0.08555,0.08975,0.0,0.00849,0.0314,0.03758
67298913752.0241,288,Ghana,3118256033.639,1615411058.3539999,3118256033.639,1615411058.3539999,1267.012435253942,97977.96422945947,61594728.18018641,62147105.62608767,55876717.25783245,55637004.86640453,61594728.18018641,69765373.05376035,83956985.7210195,88567529.75433409,100.0,100.0,0.0,7618267.427672677,28080268.463187054,32930524.88792956,0.09152,0.09234,0.08303,0.08267,0.09152,0.10366,0.12475,0.1316,0.0,0.01132,0.04172,0.04893
