Int. Arr. by Port,n_vys,n_imo,tps_mn_gtnm,tps_mn_dwtnm,aby_vys,aby_flt,aby_gtnm,aby_dwtnm,avd_vys,avd_flt,avd_gtnm,avd_dwtnm,avt_vys,avt_flt,avt_gtnm,avt_dwtnm,apt_vys,apt_flt,apt_gtnm,apt_dwtnm,ene_tj,co2_t,co2e_t,s24_30,s24_40,s24_50,s24_30_voy,s24_40_voy,s24_50_voy
Cat Lai,3064,415,65554.7,82489.2,2006.9,2006.1,2007.5,2007.4,973.2,1200.2,1125.8,1129.8,77.0,111.8,103.5,105.3,13.0,46.8,20.1,21.1,12556.8,968431.0,987024.9,75284900.9,277228716.4,311868437.3,24570.8,95599.7,114817.8
Nam Hai Dinh Vu Port,2662,566,35677.4,44305.3,2004.2,2005.1,2004.9,2004.9,599.4,1434.8,980.8,974.5,54.0,152.3,129.1,137.1,25.0,77.7,43.2,46.6,7338.7,563764.0,574588.3,44476389.8,151495444.0,174469841.4,16707.9,63049.2,76670.7
Cai Mep,2092,1282,123709.9,162816.6,2008.3,2008.3,2009.8,2009.8,960.1,1811.1,1231.8,1342.1,76.0,190.0,244.6,283.5,24.0,93.1,65.4,79.7,12941.0,1000477.7,1019686.9,80113118.0,216799948.9,258074159.3,38295.0,136205.9,165478.5
Hai Phong,930,415,10434.4,13380.2,2005.4,2005.9,2005.6,2005.3,822.5,1605.9,1228.4,1187.0,90.5,203.8,215.7,224.8,23.0,119.6,76.8,86.0,2335.4,179122.6,182561.8,15290770.1,45790255.5,57741045.8,16441.7,61453.4,77535.7
Phu My,613,477,20564.0,33579.7,2006.7,2007.3,2009.1,2009.4,1243.2,1872.2,2126.2,2198.5,143.0,211.1,421.3,443.2,71.0,93.6,114.6,118.0,2632.1,202827.6,206721.9,14878684.4,39946423.7,50922664.2,24271.9,95064.0,117985.9
Da Nang,609,276,17744.1,18494.2,2002.5,2003.6,2003.5,2003.2,1065.0,1822.5,1316.0,1702.8,82.0,195.7,238.3,283.9,23.0,76.3,65.9,77.2,2968.4,228967.9,233364.1,14690419.6,46865981.5,56552180.0,24122.2,90984.9,110355.7
Hon Gai,595,397,24408.6,36221.5,2006.6,2007.2,2008.1,2008.6,1406.1,1971.7,1901.5,2055.0,128.0,191.9,290.4,311.9,88.0,136.9,165.8,170.4,2788.6,215134.3,219264.9,17673494.4,47206657.4,58765496.0,29703.4,110457.3,135518.3
Cam Pha,590,479,25448.6,43589.3,2006.6,2007.6,2007.8,2007.9,1310.9,1696.7,1706.7,1708.4,110.5,165.3,304.1,305.6,133.5,150.2,195.8,195.6,2446.2,189169.3,192801.4,18239170.7,41009340.8,52578762.0,30913.8,110080.1,132389.2
Lotus Port,535,348,7702.9,11539.3,2006.7,2007.0,2007.5,2007.6,939.8,1486.1,1352.0,1358.5,107.0,171.1,207.7,205.7,34.0,93.8,96.8,98.4,1746.3,133776.2,136344.7,8741304.1,24875086.8,32034541.9,16338.9,62536.4,78363.6
Hiep Phuoc,517,267,9740.2,11108.3,2007.7,2007.2,2007.8,2007.9,943.7,1311.9,1165.2,1296.0,89.0,142.2,163.4,193.7,17.0,104.7,78.3,101.2,1614.5,124136.9,126520.3,9869962.8,32597882.6,39564369.3,19090.8,73295.3,89769.1
Saigon,314,173,7002.7,10661.7,2005.2,2006.7,2006.2,2006.4,867.0,1728.1,1266.7,1317.3,81.0,210.1,208.6,212.6,16.0,51.8,47.4,49.6,1063.6,81982.4,83556.5,6617570.4,19006583.8,23465704.2,21075.1,78858.0,96302.1
